"","X1","X2","X3"
"1",NA,"Player","2001/02"
"2",1,"Kevin Garnett","$22,400,000"
"3",2,"Shaquille O'Neal","$21,428,572"
"4",3,"Alonzo Mourning","$18,754,800"
"5",4,"Juwan Howard","$18,750,000"
"6",5,"Scottie Pippen","$18,083,564"
"7",6,"Karl Malone","$17,500,000"
"8",7,"Jayson Williams","$15,125,000"
"9",8,"Rasheed Wallace","$14,400,000"
"10",9,"Dikembe Mutombo","$14,315,790"
"11",10,"Gary Payton","$12,926,493"
"12",11,"Allan Houston","$12,750,000"
"13",11,"Chris Webber","$12,750,000"
"14",13,"Shawn Kemp","$12,660,000"
"15",14,"Damon Stoudamire","$12,375,000"
"16",15,"Reggie Miller","$12,045,075"
"17",16,"Antonio McDyess","$11,700,000"
"18",17,"Bryant Reeves","$11,555,554"
"19",18,"Larry Johnson","$11,335,714"
"20",19,"Shareef Abdur-Rahim","$11,250,000"
"21",19,"Antoine Walker","$11,250,000"
"22",19,"Zydrunas Ilgauskas","$11,250,000"
"23",19,"Kobe Bryant","$11,250,000"
"24",19,"Ray Allen","$11,250,000"
"25",19,"Latrell Sprewell","$11,250,000"
"26",19,"Vin Baker","$11,250,000"
"27",19,"Allen Iverson","$11,250,000"
"28",19,"Anfernee Hardaway","$11,250,000"
"29",19,"Stephon Marbury","$11,250,000"
"30",29,"Mitch Richmond","$11,000,000"
"31",29,"Antonio Davis","$11,000,000"
"32",31,"Keith Van Horn","$10,865,250"
"33",31,"Jalen Rose","$10,865,250"
"34",31,"Grant Hill","$10,865,250"
"35",31,"Tracy McGrady","$10,865,250"
"36",31,"Tim Duncan","$10,865,250"
"37",36,"Michael Finley","$10,625,000"
"38",37,"Vlade Divac","$10,444,642"
"39",38,"Nick Van Exel","$10,164,642"
"40",39,"Tom Gugliotta","$10,114,000"
"41",40,"Eddie Jones","$10,091,250"
"42",41,"Brian Grant","$9,925,076"
"43",42,"Tim Thomas","$9,675,000"
"44",43,"Theo Ratliff","$9,667,969"
"45",44,"David Robinson","$9,500,000"
"46",45,"Terrell Brandon","$9,300,000"
"47",46,"Steve Smith","$9,000,000"
"48",47,"Glenn Robinson","$8,990,000"
"49",48,"Glen Rice","$8,800,000"
"50",49,"Derrick Coleman","$8,710,000"
"51",50,"Jason Kidd","$8,447,500"
"52",51,"Kenny Anderson","$8,350,000"
"53",52,"Kerry Kittles","$8,166,667"
"54",53,"Matt Geiger","$8,142,160"
"55",54,"Elden Campbell","$7,975,000"
"56",55,"Toni Kukoc","$7,906,783"
"57",56,"Clifford Robinson","$7,656,250"
