"","X1","X2","X3","X4","X5","X6","X7","X8"
"1",NA,"Player","2018/19","2019/20","2020/21","2021/22","2022/23","2023/24"
"2",1,"Stephen Curry","$37,457,154","$40,231,758","$43,006,362","$45,780,966","$0","$0"
"3",2,"Russell Westbrook","$35,665,000","$38,150,000","$40,600,000","","","$0"
"4",3,"Chris Paul","$35,654,150","$38,506,482","$41,358,814","$44,211,146","$0","$0"
"5",3,"LeBron James","$35,654,150","$37,436,858","$39,219,566","$41,002,274","$0","$0"
"6",5,"Blake Griffin","$31,873,932","$34,234,964","$36,595,996","$38,957,028","$0","$0"
"7",6,"Gordon Hayward","$31,214,295","$32,700,690","$34,187,085","$0","$0","$0"
"8",7,"Kyle Lowry","$31,000,000","$33,296,296","$0","$0","$0","$0"
"9",8,"James Harden","$30,570,000","$38,150,000","$40,600,000","","","$0"
"10",9,"Paul George","$30,560,700","$33,005,556","$35,450,412","$37,895,268","$0","$0"
"11",10,"Mike Conley","$30,521,115","$32,511,623","$34,502,130","$0","$0","$0"
"12",11,"Kevin Durant","$30,000,000","$31,500,000","$0","$0","$0","$0"
"13",12,"Paul Millsap","$29,230,769","$30,000,000","$0","$0","$0","$0"
"14",13,"Al Horford","$28,928,710","$30,123,015","$0","$0","$0","$0"
"15",14,"Damian Lillard","$27,977,689","$29,802,321","$31,626,953","$0","$0","$0"
"16",15,"Carmelo Anthony","$27,928,140","$0","$0","$0","$0","$0"
"17",16,"DeMar DeRozan","$27,739,975","$27,739,975","$27,739,975","$0","$0","$0"
"18",17,"Chris Bosh","$26,837,720","$0","$0","$0","$0","$0"
"19",18,"Jrue Holiday","$26,131,111","$26,131,111","$26,131,111","$27,020,000","$0","$0"
"20",19,"Otto Porter","$26,011,913","$27,250,576","$28,489,239","$0","$0","$0"
"21",20,"CJ McCollum","$25,759,766","$27,556,959","$29,354,152","$0","$0","$0"
"22",21,"Nikola Jokic","$25,467,250","$27,504,630","$29,542,010","$31,579,390","$0","$0"
"23",21,"Joel Embiid","$25,467,250","$27,250,000","$29,000,000","","","$0"
"24",21,"Andrew Wiggins","$25,467,250","$25,467,250","$27,504,630","$29,542,010","$31,579,390","$33,616,770"
"25",24,"Anthony Davis","$25,434,263","$27,093,019","$28,751,775","$0","$0","$0"
"26",25,"Andre Drummond","$25,434,262","$27,093,018","$28,751,774","$0","$0","$0"
"27",25,"Bradley Beal","$25,434,262","$27,093,018","$28,751,774","$0","$0","$0"
"28",27,"Hassan Whiteside","$24,434,262","$27,093,018","$0","$0","$0","$0"
"29",28,"Dwight Howard","$24,256,725","$5,603,850","$0","$0","$0","$0"
"30",29,"Giannis Antetokounmpo","$24,157,304","$25,842,697","$27,528,088","$0","$0","$0"
"31",29,"Steven Adams","$24,157,304","$25,842,697","$27,528,088","$0","$0","$0"
"32",31,"Kevin Love","$24,119,025","$28,942,830","$31,258,256","$31,258,256","$28,942,830","$0"
"33",31,"Marc Gasol","$24,119,025","$25,595,700","$0","$0","$0","$0"
"34",33,"Harrison Barnes","$24,107,258","$25,102,512","$0","$0","$0","$0"
"35",33,"Chandler Parsons","$24,107,258","$25,102,512","$0","$0","$0","$0"
"36",35,"Nicolas Batum","$24,000,000","$25,565,217","$27,130,434","$0","$0","$0"
"37",36,"Kawhi Leonard","$23,114,066","$21,329,750","$0","$0","$0","$0"
"38",37,"DeAndre Jordan","$22,897,200","$0","$0","$0","$0","$0"
"39",38,"Rudy Gobert","$22,741,573","$24,258,427","$25,775,281","$0","$0","$0"
"40",39,"LaMarcus Aldridge","$22,347,015","$26,000,000","$24,000,000","$0","$0","$0"
"41",40,"Serge Ibaka","$21,666,667","$23,271,604","$0","$0","$0","$0"
"42",41,"Aaron Gordon","$21,590,909","$19,863,636","$18,136,364","$16,409,091","","$0"
"43",42,"Danilo Gallinari","$21,587,579","$22,615,559","$0","$0","$0","$0"
"44",43,"Victor Oladipo","$21,000,000","$21,000,000","$21,000,000","$0","$0","$0"
"45",44,"Ryan Anderson","$20,421,546","$21,264,637","$0","$0","$0","$0"
"46",45,"Joakim Noah","$20,261,172","$6,431,666","$6,431,666","$6,431,666","$0","$0"
"47",46,"Kyrie Irving","$20,099,189","$21,329,752","$0","$0","$0","$0"
"48",47,"Jabari Parker","$20,000,000","$20,000,000","$0","$0","$0","$0"
"49",48,"Jimmy Butler","$19,841,627","$19,841,627","$0","$0","$0","$0"
"50",49,"Zach LaVine","$19,500,000","$19,500,000","$19,500,000","$19,500,000","$0","$0"
"51",50,"Allen Crabbe","$19,332,500","$18,500,000","$0","$0","$0","$0"
"52",51,"Tyler Johnson","$19,245,370","$19,245,370","$0","$0","$0","$0"
"53",52,"John Wall","$19,169,800","$38,150,000","$41,202,000","$44,254,000","$47,306,000","$0"
"54",53,"Jeff Teague","$19,000,000","$19,000,000","$0","$0","$0","$0"
"55",53,"George Hill","$19,000,000","$18,000,000","$0","$0","$0","$0"
"56",55,"Klay Thompson","$18,988,725","$0","$0","$0","$0","$0"
"57",56,"Enes Kanter","$18,622,514","$0","$0","$0","$0","$0"
"58",57,"Wesley Matthews","$18,622,513","$0","$0","$0","$0","$0"
"59",58,"Goran Dragic","$18,109,175","$19,217,900","$0","$0","$0","$0"
"60",59,"Kent Bazemore","$18,089,888","$19,269,663","$0","$0","$0","$0"
"61",60,"Evan Turner","$17,868,853","$18,606,556","$0","$0","$0","$0"
"62",61,"Tristan Thompson","$17,469,565","$18,539,130","$0","$0","$0","$0"
"63",61,"Draymond Green","$17,469,565","$18,539,130","$0","$0","$0","$0"
"64",63,"Tim Hardaway Jr","$17,325,000","$18,150,000","$18,975,000","$0","$0","$0"
"65",64,"Reggie Jackson","$17,043,478","$18,086,956","$0","$0","$0","$0"
"66",65,"Bismack Biyombo","$17,000,000","$17,000,000","$0","$0","$0","$0"
"67",65,"Evan Fournier","$17,000,000","$17,000,000","$17,000,000","$0","$0","$0"
"68",67,"Derrick Favors","$16,900,000","$16,900,000","$0","$0","$0","$0"
"69",68,"Pau Gasol","$16,800,000","$16,000,000","$0","$0","$0","$0"
"70",69,"Luol Deng","$16,747,954","$5,000,000","$5,000,000","$5,000,000","$0","$0"
"71",70,"Jonas Valanciunas","$16,539,326","$17,617,976","$0","$0","$0","$0"
"72",71,"Gary Harris","$16,517,857","$17,839,286","$19,160,714","$20,482,143","$0","$0"
"73",72,"Andre Iguodala","$16,000,000","$17,185,185","$0","$0","$0","$0"
"74",72,"Timofey Mozgov","$16,000,000","$16,720,000","$0","$0","$0","$0"
"75",72,"Ian Mahinmi","$16,000,000","$16,000,000","$0","$0","$0","$0"
"76",75,"Clint Capela","$15,793,104","$16,896,552","$18,000,000","$19,103,448","$20,206,896","$0"
"77",76,"Dennis Schroeder","$15,500,000","$15,500,000","$15,500,000","$0","$0","$0"
"78",77,"DeMarre Carroll","$15,400,000","$0","$0","$0","$0","$0"
"79",78,"Gorgui Dieng","$15,170,787","$16,229,213","$17,287,640","$0","$0","$0"
"80",79,"Eric Bledsoe","$15,000,000","$0","$0","$0","$0","$0"
"81",79,"Trevor Ariza","$15,000,000","$0","$0","$0","$0","$0"
"82",81,"Tobias Harris","$14,800,000","$0","$0","$0","$0","$0"
"83",81,"Ricky Rubio","$14,800,000","$0","$0","$0","$0","$0"
"84",83,"JR Smith","$14,720,000","$15,680,000","$0","$0","$0","$0"
"85",84,"Brandon Knight","$14,631,250","$15,643,750","$0","$0","$0","$0"
"86",85,"James Johnson","$14,420,700","$15,107,400","$15,794,100","$0","$0","$0"
"87",86,"Robin Lopez","$14,357,750","$0","$0","$0","$0","$0"
"88",87,"Marvin Williams","$14,087,500","$15,006,250","$0","$0","$0","$0"
"89",88,"Taj Gibson","$14,000,000","$0","$0","$0","$0","$0"
"90",89,"Kenneth Faried","$13,764,045","$0","$0","$0","$0","$0"
"91",89,"Thaddeus Young","$13,764,045","$0","$0","$0","$0","$0"
"92",91,"Tyson Chandler","$13,585,000","$0","$0","$0","$0","$0"
"93",92,"Marcin Gortat","$13,565,218","$0","$0","$0","$0","$0"
"94",93,"Cody Zeller","$13,528,090","$14,471,910","$15,415,730","$0","$0","$0"
"95",94,"Eric Gordon","$13,500,375","$14,057,730","$0","$0","$0","$0"
"96",95,"Michael Kidd-Gilchrist","$13,000,000","$13,000,000","$0","$0","$0","$0"
"97",95,"Khris Middleton","$13,000,000","$13,000,000","$0","$0","$0","$0"
"98",97,"Mason Plumlee","$12,917,808","$14,041,096","$0","$0","$0","$0"
"99",98,"Wilson Chandler","$12,800,562","$0","$0","$0","$0","$0"
"100",99,"Solomon Hill","$12,763,467","$13,290,395","$0","$0","$0","$0"
"101",100,"Nikola Vucevic","$12,750,000","$0","$0","$0","$0","$0"
"102",101,"Dion Waiters","$12,705,000","$13,310,000","$13,885,000","$0","$0","$0"
"103",102,"Austin Rivers","$12,650,000","$0","$0","$0","$0","$0"
"104",103,"Joe Ingles","$12,545,455","$11,454,546","$10,363,637","$0","$0","$0"
"105",104,"Kelly Olynyk","$12,537,527","$13,067,885","$13,598,243","$0","$0","$0"
"106",105,"Jeremy Lin","$12,516,746","$0","$0","$0","$0","$0"
"107",106,"Jordan Clarkson","$12,500,000","$13,437,500","$0","$0","$0","$0"
"108",106,"Nikola Mirotic","$12,500,000","$0","$0","$0","$0","$0"
"109",108,"Miles Plumlee","$12,400,000","$12,400,000","$0","$0","$0","$0"
"110",108,"Tyreke Evans","$12,400,000","$0","$0","$0","$0","$0"
"111",110,"Courtney Lee","$12,253,780","$12,759,670","$0","$0","$0","$0"
"112",111,"JJ Redick","$12,250,000","$0","$0","$0","$0","$0"
"113",112,"Kemba Walker","$12,000,000","$0","$0","$0","$0","$0"
"114",112,"Avery Bradley","$12,000,000","$12,960,000","$0","$0","$0","$0"
"115",112,"Kentavious Caldwell-Pope","$12,000,000","$0","$0","$0","$0","$0"
"116",115,"Will Barton","$11,830,358","$12,776,786","$13,723,214","$14,669,642","$0","$0"
"117",116,"TJ Warren","$11,750,000","$10,810,000","$11,750,000","$12,690,000","$0","$0"
"118",117,"Zach Randolph","$11,692,308","$0","$0","$0","$0","$0"
"119",118,"Patrick Mills","$11,571,429","$12,428,571","$13,285,714","$0","$0","$0"
"120",119,"Alec Burks","$11,536,515","$0","$0","$0","$0","$0"
"121",120,"Omer Asik","$11,286,516","$3,000,000","$0","$0","$0","$0"
"122",121,"Marcus Smart","$11,160,716","$12,053,571","$12,946,428","$13,839,285","$0","$0"
"123",122,"Jusuf Nurkic","$11,111,111","$12,000,000","$12,888,889","$0","$0","$0"
"124",123,"Iman Shumpert","$11,011,234","$0","$0","$0","$0","$0"
"125",124,"Moe Harkless","$10,837,079","$11,511,234","$0","$0","$0","$0"
"126",125,"Tony Snell","$10,607,143","$11,392,857","$12,178,571","$0","$0","$0"
"127",126,"Dante Exum","$10,600,000","$10,600,000","$10,600,000","$0","$0","$0"
"128",127,"Meyers Leonard","$10,595,506","$11,286,515","$0","$0","$0","$0"
"129",128,"John Henson","$10,577,466","$9,732,396","$0","$0","$0","$0"
"130",129,"Bojan Bogdanovic","$10,500,000","$0","$0","$0","$0","$0"
"131",129,"Mirza Teletovic","$10,500,000","$0","$0","$0","$0","$0"
"132",129,"Terrence Ross","$10,500,000","$0","$0","$0","$0","$0"
"133",132,"Robert Covington","$10,464,092","$11,301,219","$12,138,345","$12,975,471","$0","$0"
"134",133,"Rudy Gay","$10,087,200","$0","$0","$0","$0","$0"
"135",134,"Jon Leuer","$10,002,681","$9,508,043","$0","$0","$0","$0"
"136",135,"Andre Roberson","$10,000,000","$10,740,740","$0","$0","$0","$0"
"137",135,"Darren Collison","$10,000,000","$0","$0","$0","$0","$0"
"138",135,"Danny Green","$10,000,000","$0","$0","$0","$0","$0"
"139",138,"Dwight Powell","$9,631,250","$10,259,375","$0","$0","$0","$0"
"140",139,"Matthew Dellavedova","$9,607,500","$9,607,500","$0","$0","$0","$0"
"141",140,"Jared Dudley","$9,530,000","$0","$0","$0","$0","$0"
"142",141,"Boban Marjanovic","$9,490,740","$0","$0","$0","$0","$0"
"143",142,"Josh Richardson","$9,367,200","$10,116,576","$10,865,952","$11,615,328","$0","$0"
"144",142,"Norman Powell","$9,367,200","$10,116,576","$10,865,952","$11,615,328","$0","$0"
"145",144,"Bogdan Bogdanovic","$9,000,000","$8,529,386","$0","$0","$0","$0"
"146",144,"Rajon Rondo","$9,000,000","$0","$0","$0","$0","$0"
"147",146,"E'Twaun Moore","$8,808,685","$8,664,928","$0","$0","$0","$0"
"148",147,"Kosta Koufos","$8,739,500","$0","$0","$0","$0","$0"
"149",148,"Fred VanVleet","$8,653,847","$8,653,847","$0","$0","$0","$0"
"150",149,"Kyle Anderson","$8,641,000","$9,073,050","$9,505,100","$9,937,150","$0","$0"
"151",149,"Julius Randle","$8,641,000","$9,073,050","$0","$0","$0","$0"
"152",151,"Markieff Morris","$8,600,000","$0","$0","$0","$0","$0"
"153",152,"Jerryd Bayless","$8,575,916","$0","$0","$0","$0","$0"
"154",153,"Cristiano Felicio","$8,470,980","$8,156,500","$7,529,020","$0","$0","$0"
"155",154,"Markelle Fultz","$8,339,880","$9,745,200","$12,288,697","$15,975,306","$0","$0"
"156",155,"Jerami Grant","$8,333,333","$9,000,000","$9,666,666","$0","$0","$0"
"157",155,"CJ Miles","$8,333,333","$8,730,158","$0","$0","$0","$0"
"158",155,"Joe Harris","$8,333,333","$7,666,667","$0","$0","$0","$0"
"159",158,"Shaun Livingston","$8,307,692","$7,692,308","$0","$0","$0","$0"
"160",159,"Deandre Ayton","$8,175,840","$9,575,040","$10,031,160","$12,649,292","$16,444,080","$0"
"161",160,"Louis Williams","$8,000,000","$8,000,000","$8,000,000","$0","$0","$0"
"162",160,"Garrett Temple","$8,000,000","$0","$0","$0","$0","$0"
"163",162,"PJ Tucker","$7,959,537","$8,349,039","$7,969,537","$0","$0","$0"
"164",163,"Cory Joseph","$7,945,000","$0","$0","$0","$0","$0"
"165",164,"JaMychal Green","$7,866,667","$0","$0","$0","$0","$0"
"166",165,"Karl-Anthony Towns","$7,839,435","$27,250,000","$29,430,000","$31,610,000","$33,790,000","$35,970,000"
"167",166,"Kyle Korver","$7,560,000","$7,500,000","$0","$0","$0","$0"
"168",167,"Darrell Arthur","$7,464,912","$0","$0","$0","$0","$0"
"169",168,"Lonzo Ball","$7,461,960","$8,719,320","$11,003,782","$14,359,935","$0","$0"
"170",169,"Doug McDermott","$7,333,334","$7,333,333","$7,333,333","$0","$0","$0"
"171",170,"Marvin Bagley","$7,314,960","$8,567,040","$8,975,040","$11,326,500","$14,781,083","$0"
"172",171,"Jae Crowder","$7,305,825","$7,815,533","$0","$0","$0","$0"
"173",172,"DJ Augustin","$7,250,000","$7,250,000","$0","$0","$0","$0"
"174",173,"Lance Thomas","$7,119,650","$7,583,975","$0","$0","$0","$0"
"175",174,"D'Angelo Russell","$7,019,698","$9,160,705","$0","$0","$0","$0"
"176",175,"Langston Galloway","$7,000,000","$7,333,333","$0","$0","$0","$0"
"177",175,"Ersan Ilyasova","$7,000,000","$7,000,000","$7,000,000","$0","$0","$0"
"178",175,"Davis Bertans","$7,000,000","$7,000,000","$0","$0","$0","$0"
"179",175,"Jeremy Lamb","$7,000,000","$0","$0","$0","$0","$0"
"180",179,"Al-Farouq Aminu","$6,957,105","$0","$0","$0","$0","$0"
"181",180,"Jayson Tatum","$6,700,800","$7,830,000","$9,897,120","$12,985,021","$0","$0"
"182",181,"Luka Doncic","$6,569,040","$7,693,200","$8,059,680","$10,187,435","$13,365,915","$0"
"183",182,"Nemanja Bjelica","$6,500,000","$6,825,000","$7,150,000","$0","$0","$0"
"184",182,"Mario Hezonja","$6,500,000","$0","$0","$0","$0","$0"
"185",184,"Ben Simmons","$6,434,520","$8,113,929","$10,548,108","$0","$0","$0"
"186",185,"Dewayne Dedmon","$6,300,000","$0","$0","$0","$0","$0"
"187",185,"Milos Teodosic","$6,300,000","$0","$0","$0","$0","$0"
"188",187,"Wayne Ellington","$6,270,000","$0","$0","$0","$0","$0"
"189",188,"Marco Belinelli","$6,153,846","$5,846,154","$0","$0","$0","$0"
"190",189,"Wesley Johnson","$6,134,000","$0","$0","$0","$0","$0"
"191",190,"Josh Jackson","$6,041,520","$7,059,480","$8,930,242","$11,778,989","$0","$0"
"192",191,"Montrezl Harrell","$6,000,000","$6,000,000","$0","$0","$0","$0"
"193",191,"Jonathon Simmons","$6,000,000","$5,700,000","$0","$0","$0","$0"
"194",191,"Ishmael Smith","$6,000,000","$0","$0","$0","$0","$0"
"195",194,"Jaren Jackson","$5,922,720","$6,936,360","$7,266,600","$9,192,249","$12,124,576","$0"
"196",195,"Brandon Ingram","$5,757,120","$7,265,485","$9,481,458","$0","$0","$0"
"197",196,"Anthony Tolliver","$5,750,000","$0","$0","$0","$0","$0"
"198",197,"Kristaps Porzingis","$5,697,054","$7,514,414","$0","$0","$0","$0"
"199",198,"Deron Williams","$5,474,787","$5,474,787","$0","$0","$0","$0"
"200",199,"De'Aaron Fox","$5,470,920","$6,392,760","$8,099,627","$10,740,105","$0","$0"
"201",200,"Ben McLemore","$5,460,000","$0","$0","$0","$0","$0"
"202",201,"Alex Abrines","$5,455,236","$0","$0","$0","$0","$0"
"203",202,"Patrick Patterson","$5,451,600","$5,711,200","$0","$0","$0","$0"
"204",203,"Jason Smith","$5,450,000","$0","$0","$0","$0","$0"
"205",204,"Marcus Morris","$5,375,000","$0","$0","$0","$0","$0"
