"","X1","X2","X3"
"123",122,"Danny Fortson","$3,950,000"
"124",123,"Corliss Williamson","$3,940,000"
"125",124,"Cedric Ceballos","$3,937,500"
"126",125,"Jahidi White","$3,922,000"
"127",126,"Cuttino Mobley","$3,920,000"
"128",126,"Rashard Lewis","$3,920,000"
"129",126,"Scot Pollard","$3,920,000"
"130",129,"Eric Williams","$3,890,000"
"131",130,"Voshon Lenard","$3,780,000"
"132",131,"Nick Anderson","$3,750,000"
"133",132,"Dana Barros","$3,700,000"
"134",133,"Michael Olowokandi","$3,697,440"
"135",134,"Doug West","$3,680,000"
"136",134,"Kurt Thomas","$3,680,000"
"137",136,"Elton Brand","$3,629,160"
"138",137,"Adonal Foyle","$3,580,000"
"139",138,"Mark Jackson","$3,570,000"
"140",139,"Kenyon Martin","$3,536,640"
"141",140,"Michael Stewart","$3,520,000"
"142",141,"Derek Strong","$3,510,000"
"143",142,"Travis Best","$3,500,000"
"144",142,"Rex Chapman","$3,500,000"
"145",142,"Greg Anthony","$3,500,000"
"146",145,"Rick Fox","$3,400,000"
"147",146,"Adam Keefe","$3,390,000"
"148",147,"Lamond Murray","$3,380,000"
"149",147,"Derek Fisher","$3,380,000"
"150",147,"Eric Snow","$3,380,000"
"151",150,"Mike Bibby","$3,308,160"
"152",151,"Jud Buechler","$3,260,000"
"153",152,"Steve Francis","$3,246,960"
"154",153,"Greg Minor","$3,240,000"
"155",154,"Tony Battie","$3,200,000"
"156",154,"Travis Knight","$3,200,000"
"157",156,"Don MacLean","$3,178,500"
"158",157,"Stromile Swift","$3,164,280"
"159",158,"Doug Christie","$3,140,000"
"160",159,"Darrell Armstrong","$3,100,000"
"161",160,"Tracy Murray","$3,060,000"
"162",161,"Mark Bryant","$3,029,268"
"163",162,"Chucky Atkins","$3,000,000"
"164",163,"Tyrone Nesby","$2,990,000"
"165",164,"Raef LaFrentz","$2,970,840"
"166",165,"Samaki Walker","$2,960,000"
"167",166,"Baron Davis","$2,916,000"
"168",167,"David Wesley","$2,880,000"
"169",167,"Brent Price","$2,880,000"
"170",167,"Dean Garrett","$2,880,000"
"171",170,"Jerome Williams","$2,870,000"
"172",170,"Kevin Willis","$2,870,000"
"173",172,"Mikki Moore","$2,850,000"
"174",173,"Darius Miles","$2,841,720"
"175",174,"Antonio Daniels","$2,820,000"
"176",175,"Popeye Jones","$2,812,500"
"177",176,"Anthony Peeler","$2,740,000"
"178",177,"Jon Barry","$2,730,000"
"179",178,"Cedric Henderson","$2,700,000"
"180",178,"Ervin Johnson","$2,700,000"
"181",178,"Lawrence Funderburke","$2,700,000"
"182",181,"Antawn Jamison","$2,678,400"
"183",182,"Walter McCarty","$2,670,000"
"184",183,"Lindsey Hunter","$2,650,000"
"185",184,"Lamar Odom","$2,628,960"
"186",185,"Vernon Maxwell","$2,570,000"
"187",185,"Malik Rose","$2,570,000"
"188",187,"Marcus Fizer","$2,562,000"
"189",188,"Erick Strickland","$2,560,000"
"190",189,"Dragan Tarlac","$2,500,000"
"191",190,"Vince Carter","$2,425,440"
"192",191,"Matt Maloney","$2,401,000"
"193",192,"Gary Trent","$2,400,000"
"194",192,"Terry Mills","$2,400,000"
"195",192,"Mark Strickland","$2,400,000"
"196",195,"Jonathan Bender","$2,380,680"
"197",196,"Sam Mitchell","$2,370,000"
"198",196,"Chris Whitney","$2,370,000"
"199",198,"Jim Jackson","$2,330,000"
"200",199,"Mike Miller","$2,320,080"
"201",200,"Dale Ellis","$2,290,000"
"202",201,"Randy Brown","$2,250,000"
"203",201,"Aaron Williams","$2,250,000"
"204",201,"Bimbo Coles","$2,250,000"
"205",201,"Joe Smith","$2,250,000"
"206",201,"Maurice Taylor","$2,250,000"
"207",201,"Sam Perkins","$2,250,000"
"208",201,"Brian Shaw","$2,250,000"
"209",201,"Othella Harrington","$2,250,000"
"210",201,"A.C. Green","$2,250,000"
"211",201,"Chauncey Billups","$2,250,000"
"212",201,"Tony Delk","$2,250,000"
"213",201,"Will Perdue","$2,250,000"
"214",201,"Bobby Jackson","$2,250,000"
"215",201,"Derek Anderson","$2,250,000"
"216",201,"John Starks","$2,250,000"
"217",216,"Eric Montross","$2,240,000"
"218",217,"Robert Traylor","$2,203,080"
"219",218,"Chris Crawford","$2,200,000"
"220",218,"Jamie Feick","$2,200,000"
"221",218,"Otis Thorpe","$2,200,000"
"222",218,"J.R. Reid","$2,200,000"
"223",218,"Calbert Cheaney","$2,200,000"
"224",218,"George McCloud","$2,200,000"
"225",218,"John Wallace","$2,200,000"
"226",218,"Michael Curry","$2,200,000"
"227",218,"Terry Cummings","$2,200,000"
"228",218,"Carlos Rogers","$2,200,000"
"229",218,"Shandon Anderson","$2,200,000"
"230",218,"Eric Piatkowski","$2,200,000"
"231",218,"Ron Harper","$2,200,000"
"232",218,"Grant Long","$2,200,000"
"233",218,"George Lynch","$2,200,000"
"234",218,"Rodney Rogers","$2,200,000"
"235",218,"Detlef Schrempf","$2,200,000"
"236",218,"Steve Kerr","$2,200,000"
"237",218,"Terry Porter","$2,200,000"
"238",218,"Olden Polynice","$2,200,000"
"239",218,"Michael Smith","$2,200,000"
"240",239,"Wally Szczerbiak","$2,162,280"
"241",240,"Lucious Harris","$2,160,000"
"242",240,"Cory Alexander","$2,160,000"
"243",240,"Sean Rooks","$2,160,000"
"244",243,"DerMarr Johnson","$2,107,200"
"245",244,"John Williams","$2,100,000"
"246",244,"Clarence Weatherspoon","$2,100,000"
"247",244,"Hubert Davis","$2,100,000"
"248",244,"Billy Owens","$2,100,000"
"249",244,"Eric Murdock","$2,100,000"
"250",244,"Vinny Del Negro","$2,100,000"
"251",244,"Matt Bullard","$2,100,000"
"252",244,"Cherokee Parks","$2,100,000"
"253",244,"Alvin Williams","$2,100,000"
"254",253,"Jason Williams","$2,011,080"
"255",254,"Johnny Newman","$2,000,000"
"256",254,"Dell Curry","$2,000,000"
"257",256,"Richard Hamilton","$1,973,880"
"258",257,"Chris Mihm","$1,923,600"
"259",258,"Keith Closs","$1,920,000"
"260",258,"Andrew DeClercq","$1,920,000"
"261",260,"James Robinson","$1,870,000"
"262",261,"Larry Hughes","$1,842,480"
"263",262,"Aaron McKie","$1,818,000"
"264",263,"Andre Miller","$1,808,400"
"265",264,"Jamal Crawford","$1,762,320"
"266",265,"Greg Foster","$1,760,000"
"267",266,"Jaren Jackson","$1,750,000"
"268",266,"Lorenzo Williams","$1,750,000"
"269",268,"Muggsy Bogues","$1,740,000"
"270",269,"Darvin Ham","$1,700,000"
"271",270,"Dirk Nowitzki","$1,693,560"
"272",271,"Shawn Marion","$1,662,240"
"273",272,"Joel Przybilla","$1,619,880"
"274",273,"Paul Pierce","$1,608,840"
"275",274,"Jason Terry","$1,579,080"
"276",275,"Keyon Dooling","$1,538,880"
"277",276,"Bonzi Wells","$1,528,440"
"278",277,"Trajan Langdon","$1,500,120"
"279",278,"Jacque Vaughn","$1,500,000"
"280",279,"Predrag Stojakovic","$1,480,000"
"281",280,"Jerome Moiso","$1,461,960"
"282",281,"Michael Doleac","$1,452,000"
"283",282,"Aleksandar Radojevic","$1,425,120"
"284",283,"Etan Thomas","$1,388,880"
"285",284,"Keon Clark","$1,379,400"
"286",285,"Tony Massenburg","$1,360,000"
"287",286,"Corey Maggette","$1,353,960"
"288",287,"Corie Blount","$1,320,000"
"289",288,"Courtney Alexander","$1,319,400"
"290",289,"Gary Grant","$1,316,969"
"291",290,"Michael Dickerson","$1,310,400"
"292",291,"William Avery","$1,286,160"
"293",292,"Mateen Cleaves","$1,253,400"
"294",293,"Matt Harpring","$1,244,880"
"295",294,"Anthony Johnson","$1,200,000"
"296",294,"Chris Carr","$1,200,000"
"297",294,"Eldridge Recasner","$1,200,000"
"298",294,"Joe Kleine","$1,200,000"
"299",294,"Zan Tabak","$1,200,000"
"300",294,"Chuck Person","$1,200,000"
"301",294,"Anthony Carter","$1,200,000"
"302",294,"LaPhonso Ellis","$1,200,000"
"303",294,"Danny Ferry","$1,200,000"
"304",294,"Dennis Scott","$1,200,000"
"305",304,"Jason Collier","$1,190,760"
"306",305,"Bryce Drew","$1,182,600"
"307",306,"Metta World Peace","$1,160,760"
"308",307,"Elliot Perry","$1,144,000"
"309",308,"Hidayet Turkoglu","$1,131,240"
"310",309,"Tom Hammonds","$1,130,000"
"311",310,"Radoslav Nesterovic","$1,123,560"
"312",311,"Jelani McCoy","$1,110,000"
"313",312,"Cal Bowdler","$1,102,800"
"314",313,"Sherman Douglas","$1,100,000"
"315",313,"Greg Buckner","$1,100,000"
"316",315,"Desmond Mason","$1,074,720"
"317",316,"Mirsad Turkcan","$1,069,400"
"318",317,"James Posey","$1,047,600"
"319",318,"Bill Curley","$1,034,500"
"320",319,"Quentin Richardson","$1,020,960"
"321",320,"Pat Garrity","$1,019,280"
"322",321,"Quincy Lewis","$1,000,440"
"323",322,"Kevin Edwards","$1,000,000"
"324",322,"Jerome Kersey","$1,000,000"
"325",322,"Felton Spencer","$1,000,000"
"326",322,"David Wingate","$1,000,000"
"327",322,"Pervis Ellison","$1,000,000"
"328",322,"Dee Brown","$1,000,000"
"329",322,"Monty Williams","$1,000,000"
"330",322,"Mario Elie","$1,000,000"
"331",322,"Tyrone Corbin","$1,000,000"
"332",331,"Bruno Sundov","$997,000"
"333",332,"Ruben Patterson","$990,000"
"334",333,"Roshown McLeod","$978,600"
"335",334,"Jamaal Magloire","$975,000"
"336",335,"Dion Glover","$960,480"
"337",336,"Ricky Davis","$939,360"
"338",337,"Speedy Claxton","$936,000"
"339",338,"Terry Davis","$923,500"
"340",338,"Stacey Augmon","$923,500"
"341",340,"Jeff Foster","$922,080"
"342",341,"Brian Skinner","$901,800"
"343",342,"Morris Peterson","$898,560"
"344",343,"Kenny Thomas","$885,120"
"345",344,"Fred Hoiberg","$880,000"
"346",345,"Tyronn Lue","$865,800"
"347",346,"Donnell Harvey","$862,560"
"348",347,"Devean George","$849,720"
"349",348,"Felipe Lopez","$831,120"
"350",349,"DeShawn Stevenson","$828,120"
"351",350,"John Crotty","$800,000"
"352",351,"Mahmoud Abdul-Rauf","$798,500"
"353",352,"Al Harrington","$797,880"
"354",353,"Dalibor Bagaric","$795,000"
"355",354,"Tim James","$783,120"
"356",355,"Sam Jacobson","$768,500"
"357",356,"Iakovos Tsakalidis","$763,200"
"358",357,"Vonteego Cummings","$757,200"
"359",358,"Corey Benjamin","$749,160"
"360",358,"Vladimir Stepania","$749,160"
"361",360,"Nazr Mohammed","$739,080"
"362",361,"Mamadou N'diaye","$737,880"
"363",362,"Isaiah Rider","$736,000"
"364",362,"Todd Day","$736,000"
"365",362,"David Benoit","$736,000"
"366",365,"Jumaine Jones","$735,600"
"367",366,"Bruce Bowen","$733,000"
"368",367,"Scott Padgett","$730,800"
"369",368,"Erick Barkley","$712,200"
"370",369,"Damon Jones","$710,000"
"371",370,"Mark Madsen","$707,040"
"372",371,"Reggie Slater","$673,500"
"373",371,"Darrick Martin","$673,500"
"374",373,"Larry Robinson","$611,000"
"375",373,"Todd Fuller","$611,000"
"376",373,"Don Reid","$611,000"
"377",373,"Antonio Harvey","$611,000"
"378",377,"Emanual Davis","$610,000"
"379",378,"Eddie Robinson","$600,000"
"380",378,"John Amaechi","$600,000"
"381",380,"Shammond Williams","$550,000"
"382",381,"Doug Overton","$548,500"
"383",381,"Shawnelle Scott","$548,500"
"384",383,"Rick Brunson","$539,500"
"385",384,"Kevin Ollie","$523,500"
"386",384,"Moochie Norris","$523,500"
"387",384,"Tyus Edney","$523,500"
"388",384,"Jeff McInnis","$523,500"
"389",384,"Etdrick Bohannon","$523,500"
"390",384,"Troy Hudson","$523,500"
"391",384,"Roy Rogers","$523,500"
"392",391,"Ryan Bowen","$510,000"
"393",392,"Ansu Sesay","$508,000"
"394",392,"Laron Profit","$508,000"
"395",394,"Adrian Griffin","$498,500"
"396",394,"Earl Boykins","$498,500"
"397",394,"William Cunningham","$498,500"
"398",394,"Mark Pope","$498,500"
"399",394,"Andrae Patterson","$498,500"
"400",394,"Kornel David","$498,500"
"401",400,"Gerard King","$489,500"
"402",401,"Leon Smith","$483,680"
"403",402,"Michael Ruffin","$440,000"
"404",403,"Evan Eschmeyer","$423,500"
"405",403,"Rodney Buford","$423,500"
"406",403,"Michael Hawkins","$423,500"
"407",403,"Lari Ketner","$423,500"
"408",403,"Maceo Baston","$423,500"
"409",403,"Rafer Alston","$423,500"
"410",403,"Jonathan Kerner","$423,500"
"411",403,"Lazaro Borrell","$423,500"
"412",403,"Jermaine Jackson","$423,500"
"413",403,"Todd MacCulloch","$423,500"
"414",403,"Derrick Dial","$423,500"
"415",403,"Calvin Booth","$423,500"
"416",403,"Obinna Ekezie","$423,500"
"417",416,"Hanno Mottola","$316,969"
"418",416,"Mark Blount","$316,969"
"419",416,"Milt Palacio","$316,969"
"420",416,"Chris Herren","$316,969"
"421",416,"Soumaila Samake","$316,969"
"422",416,"Stephen Jackson","$316,969"
"423",416,"Lee Nailon","$316,969"
"424",416,"Terrance Roberson","$316,969"
"425",416,"AJ Guyton","$316,969"
"426",416,"Jake Voskuhl","$316,969"
"427",416,"Khalid El-Amin","$316,969"
"428",416,"Eduardo Najera","$316,969"
"429",416,"Brian Cardinal","$316,969"
"430",416,"Torraye Braggs","$316,969"
"431",416,"Marc Jackson","$316,969"
"432",416,"Chris Porter","$316,969"
"433",416,"Dan Langhi","$316,969"
"434",416,"Zendon Hamilton","$316,969"
"435",416,"Stanislav Medvedenko","$316,969"
"436",416,"Mike Penberthy","$316,969"
"437",416,"Eddie House","$316,969"
"438",416,"Jason Hart","$316,969"
"439",416,"Michael Redd","$316,969"
"440",416,"Lavor Postell","$316,969"
"441",416,"Pete Mickeal","$316,969"
"442",416,"Olumide Oyedeji","$316,969"
"443",416,"Ruben Wolkowyski","$316,969"
"444",416,"Pepe Sanchez","$316,969"
"445",416,"Ademola Okulaja","$316,969"
"446",416,"Daniel Santiago","$316,969"
"447",416,"Paul McPherson","$316,969"
"448",416,"Ruben Garces","$316,969"
"449",416,"Jabari Smith","$316,969"
"450",416,"Ira Newble","$316,969"
"451",416,"Chris Carrawell","$316,969"
"452",416,"Garth Joseph","$316,969"
"453",416,"Mike Smith","$316,969"
"454",453,"Mark Karcher","$50,000"
"455",454,"Anthony Miller","$40,000"
"456",454,"Jamal Robinson","$40,000"
