"","X1","X2","X3"
"1",NA,"Player","2006/07"
"2",1,"Kevin Garnett","$21,000,000"
"3",2,"Shaquille O'Neal","$20,000,000"
"4",3,"Michael Finley","$19,030,999"
"5",4,"Chris Webber","$18,261,024"
"6",5,"Jason Kidd","$18,084,000"
"7",5,"Jermaine O'Neal","$18,084,000"
"8",7,"Kobe Bryant","$17,718,750"
"9",8,"Tim Duncan","$17,429,672"
"10",9,"Allen Iverson","$17,184,375"
"11",9,"Stephon Marbury","$17,184,375"
"12",11,"Tracy McGrady","$16,901,500"
"13",11,"Grant Hill","$16,901,500"
"14",13,"Brian Grant","$16,786,950"
"15",14,"Jalen Rose","$16,141,500"
"16",15,"Ben Wallace","$16,000,000"
"17",16,"Eddie Jones","$15,395,472"
"18",17,"Paul Pierce","$15,101,625"
"19",17,"Vince Carter","$15,101,625"
"20",17,"Dirk Nowitzki","$15,101,625"
"21",17,"Antawn Jamison","$15,101,625"
"22",21,"Baron Davis","$15,070,000"
"23",21,"Steve Francis","$15,070,000"
"24",21,"Shawn Marion","$15,070,000"
"25",24,"Ray Allen","$14,611,570"
"26",25,"Elton Brand","$14,248,000"
"27",26,"Larry Hughes","$13,363,012"
"28",27,"Michael Redd","$13,260,000"
"29",28,"Joe Johnson","$12,744,189"
"30",29,"Mike Bibby","$12,500,000"
"31",30,"Yao Ming","$12,455,000"
"32",30,"Amare Stoudemire","$12,455,000"
"33",32,"Pau Gasol","$12,364,000"
"34",32,"Andrei Kirilenko","$12,364,000"
"35",34,"Lamar Odom","$12,348,596"
"36",35,"Kenyon Martin","$12,068,182"
"37",36,"Zach Randolph","$12,000,000"
"38",37,"Wally Szczerbiak","$11,775,000"
"39",38,"Theo Ratliff","$11,666,666"
"40",39,"Rasheed Wallace","$11,650,000"
"41",40,"Raef LaFrentz","$11,532,037"
"42",41,"Carlos Boozer","$11,260,483"
"43",42,"Richard Jefferson","$11,200,000"
"44",43,"Gilbert Arenas","$11,096,800"
"45",44,"Derek Anderson","$11,043,897"
"46",45,"Predrag Stojakovic","$10,800,000"
"47",46,"Steve Nash","$10,500,000"
"48",47,"Jason Richardson","$9,999,999"
"49",48,"Erick Dampier","$9,628,000"
"50",49,"Brad Miller","$9,625,000"
"51",50,"Samuel Dalembert","$9,464,307"
"52",51,"Tony Parker","$9,450,000"
"53",52,"Zydrunas Ilgauskas","$9,442,697"
"54",53,"Rashard Lewis","$9,350,649"
"55",54,"Jerry Stackhouse","$9,296,874"
"56",55,"Richard Hamilton","$9,187,500"
"57",56,"Tyson Chandler","$9,150,000"
"58",57,"Marcus Camby","$8,800,000"
"59",58,"Andre Miller","$8,733,333"
"60",59,"Bobby Simmons","$8,640,000"
"61",60,"Maurice Taylor","$8,565,918"
"62",61,"PJ Brown","$8,560,000"
"63",62,"Jamaal Magloire","$8,433,334"
"64",63,"Kwame Brown","$8,287,500"
"65",64,"Troy Murphy","$8,285,714"
"66",65,"Manu Ginobili","$8,254,375"
"67",66,"Jason Williams","$8,250,000"
"68",66,"Mehmet Okur","$8,250,000"
"69",68,"Eddy Curry","$8,171,103"
"70",69,"Adonal Foyle","$8,125,000"
"71",69,"Cuttino Mobley","$8,125,000"
"72",71,"Jason Terry","$8,100,000"
"73",72,"Aaron McKie","$8,070,874"
"74",73,"Desmond Mason","$8,037,037"
"75",74,"Nenê","$8,000,000"
"76",75,"Tayshaun Prince","$7,851,240"
"77",76,"Kurt Thomas","$7,821,482"
"78",77,"Darius Miles","$7,750,000"
"79",78,"Calvin Booth","$7,628,858"
"80",79,"Al Harrington","$7,625,000"
"81",80,"Mike Miller","$7,623,813"
"82",81,"Antoine Walker","$7,606,820"
"83",82,"Metta World Peace","$7,526,316"
"84",83,"Quentin Richardson","$7,525,500"
"85",84,"Malik Rose","$7,525,397"
"86",85,"Mike Dunleavy","$7,438,016"
"87",86,"Caron Butler","$7,438,000"
"88",87,"Austin Croshere","$7,300,000"
"89",88,"Mark Blount","$7,288,165"
"90",89,"Radoslav Nesterovic","$7,280,000"
"91",90,"Shandon Anderson","$7,244,726"
"92",91,"Jamal Crawford","$7,200,000"
"93",92,"Kenny Thomas","$7,187,500"
"94",93,"Jerome Williams","$7,014,400"
"95",94,"Corey Maggette","$7,000,000"
"96",95,"Speedy Claxton","$6,854,546"
"97",96,"Sam Cassell","$6,850,000"
"98",97,"Ruben Patterson","$6,807,000"
"99",97,"Joe Smith","$6,807,000"
"100",99,"Alonzo Mourning","$6,725,433"
"101",100,"Drew Gooden","$6,645,402"
"102",101,"Danny Fortson","$6,596,990"
"103",102,"Corliss Williamson","$6,500,000"
"104",102,"Matt Harpring","$6,500,000"
"105",104,"Juwan Howard","$6,392,100"
"106",104,"James Posey","$6,392,100"
"107",106,"Chauncey Billups","$6,364,400"
"108",106,"Ricky Davis","$6,364,400"
"109",108,"Chris Wilcox","$6,250,000"
"110",109,"Stephen Jackson","$6,120,000"
"111",110,"Eric Snow","$6,093,750"
"112",111,"Antonio McDyess","$5,883,600"
"113",111,"Marquis Daniels","$5,883,600"
"114",111,"Hidayet Turkoglu","$5,883,600"
"115",111,"Derek Fisher","$5,883,600"
"116",111,"Etan Thomas","$5,883,600"
"117",116,"Jamaal Tinsley","$5,850,000"
"118",117,"LeBron James","$5,828,090"
"119",118,"Jason Collins","$5,800,000"
"120",119,"Tony Battie","$5,746,000"
"121",120,"Donyell Marshall","$5,633,037"
"122",121,"Troy Hudson","$5,603,000"
"123",122,"Gerald Wallace","$5,525,000"
"124",122,"Udonis Haslem","$5,525,000"
"125",122,"Marko Jaric","$5,525,000"
"126",125,"Jeff Foster","$5,500,000"
"127",126,"Brian Cardinal","$5,400,000"
"128",126,"Stromile Swift","$5,400,000"
"129",126,"Brian Skinner","$5,400,000"
"130",126,"Jerome James","$5,400,000"
"131",126,"Earl Watson","$5,400,000"
"132",126,"Shareef Abdur-Rahim","$5,400,000"
"133",126,"Antonio Daniels","$5,400,000"
"134",133,"Shane Battier","$5,393,300"
"135",134,"Vin Baker","$5,329,555"
"136",135,"Bobby Jackson","$5,259,000"
"137",136,"Dan Gadzuric","$5,252,065"
"138",137,"Darko Milicic","$5,218,622"
"139",138,"Nazr Mohammed","$5,215,000"
"140",138,"Tim Thomas","$5,215,000"
"141",138,"Vladimir Radmanovic","$5,215,000"
"142",138,"Mike James","$5,215,000"
"143",138,"Jared Jeffries","$5,215,000"
"144",138,"Joel Przybilla","$5,215,000"
"145",144,"Greg Buckner","$5,182,074"
"146",145,"Brent Barry","$5,117,880"
"147",146,"Marc Jackson","$4,875,000"
"148",147,"Dwight Howard","$4,806,720"
"149",148,"Shawn Bradley","$4,800,000"
"150",149,"Carmelo Anthony","$4,694,041"
"151",150,"Andrew Bogut","$4,665,960"
"152",151,"Alvin Williams","$4,587,508"
"153",152,"Eduardo Najera","$4,571,428"
