"","X1","X2","X3"
"1",NA,"Player","2014/15"
"2",1,"Kobe Bryant","$23,500,000"
"3",2,"Joe Johnson","$23,180,790"
"4",3,"Carmelo Anthony","$22,458,401"
"5",4,"Amare Stoudemire","$21,896,658"
"6",5,"Dwight Howard","$21,436,271"
"7",6,"LeBron James","$20,644,400"
"8",6,"Chris Bosh","$20,644,400"
"9",8,"Chris Paul","$20,068,563"
"10",9,"Kevin Durant","$19,997,513"
"11",10,"Deron Williams","$19,754,465"
"12",11,"Rudy Gay","$19,317,326"
"13",12,"Derrick Rose","$18,862,876"
"14",13,"Blake Griffin","$17,632,688"
"15",14,"Carlos Boozer","$16,800,000"
"16",15,"Zach Randolph","$16,500,000"
"17",16,"Marc Gasol","$15,829,688"
"18",17,"Paul George","$15,800,000"
"19",18,"Kevin Love","$15,719,063"
"20",19,"Russell Westbrook","$15,719,062"
"21",20,"Brook Lopez","$15,719,000"
"22",21,"LaMarcus Aldridge","$15,200,000"
"23",22,"David Lee","$15,012,000"
"24",23,"Dwyane Wade","$15,000,000"
"25",24,"Josh Smith","$14,945,778"
"26",25,"Roy Hibbert","$14,898,938"
"27",25,"Jeremy Lin","$14,898,938"
"28",25,"Eric Gordon","$14,898,938"
"29",25,"Omer Asik","$14,898,938"
"30",29,"Gordon Hayward","$14,746,000"
"31",30,"Chandler Parsons","$14,700,000"
"32",31,"James Harden","$14,693,906"
"33",32,"Tyson Chandler","$14,596,888"
"34",33,"Brandon Roy","$14,399,332"
"35",34,"DeMarcus Cousins","$13,701,250"
"36",34,"John Wall","$13,701,250"
"37",36,"Al Jefferson","$13,500,000"
"38",37,"Eric Bledsoe","$13,000,000"
"39",37,"Nenê","$13,000,000"
"40",39,"Andrew Bogut","$12,972,973"
"41",40,"Derrick Favors","$12,950,000"
"42",41,"Rajon Rondo","$12,909,090"
"43",42,"Joakim Noah","$12,700,000"
"44",43,"Tony Parker","$12,500,000"
"45",44,"Andre Iguodala","$12,289,544"
"46",45,"Serge Ibaka","$12,250,000"
"47",46,"Nikola Pekovic","$12,100,000"
"48",47,"Al Horford","$12,000,000"
"49",47,"David West","$12,000,000"
"50",47,"Kevin Garnett","$12,000,000"
"51",47,"Andrea Bargnani","$12,000,000"
"52",47,"Kyle Lowry","$12,000,000"
"53",52,"Ty Lawson","$11,595,506"
"54",53,"DeAndre Jordan","$11,440,123"
"55",54,"Nicolas Batum","$11,390,500"
"56",55,"Tyreke Evans","$11,265,416"
"57",56,"JaVale McGee","$11,250,000"
"58",57,"Larry Sanders","$11,000,000"
"59",57,"Jrue Holiday","$11,000,000"
"60",59,"Danilo Gallinari","$10,854,850"
"61",60,"Stephen Curry","$10,629,213"
"62",61,"Marcin Gortat","$10,434,782"
"63",62,"Tim Duncan","$10,361,446"
"64",63,"Gerald Wallace","$10,105,855"
"65",64,"Anderson Varejao","$9,800,000"
"66",65,"Brendan Haywood","$9,798,000"
"67",66,"Luol Deng","$9,714,461"
"68",67,"Steve Nash","$9,701,000"
"69",68,"Kendrick Perkins","$9,588,889"
"70",69,"Paul Millsap","$9,500,000"
"71",69,"DeMar DeRozan","$9,500,000"
"72",71,"Tyrus Thomas","$9,460,664"
"73",72,"Mike Miller","$9,332,000"
"74",73,"Tiago Splitter","$9,250,000"
"75",74,"Jeff Green","$9,200,000"
"76",75,"Thaddeus Young","$9,160,870"
