"","X1","X2","X3"
"145",144,"Greg Oden","$5,361,240"
"146",145,"Mickael Pietrus","$5,300,000"
"147",146,"Adam Morrison","$5,257,229"
"148",147,"Raja Bell","$5,250,000"
"149",148,"Speedy Claxton","$5,209,454"
"150",149,"Derrick Rose","$5,184,480"
"151",150,"Kyle Korver","$5,155,115"
"152",151,"Rafer Alston","$5,053,133"
"153",152,"Derek Fisher","$5,048,000"
"154",153,"Jason Maxiell","$5,000,000"
"155",153,"Sasha Vujacic","$5,000,000"
"156",155,"Blake Griffin","$4,983,480"
"157",156,"Louis Williams","$4,972,500"
"158",157,"Reggie Evans","$4,960,000"
"159",158,"Steve Blake","$4,930,000"
"160",159,"Luke Walton","$4,840,000"
"161",160,"Kevin Durant","$4,796,880"
"162",161,"Zaza Pachulia","$4,750,000"
"163",162,"Tyrus Thomas","$4,743,598"
"164",163,"Matt Carroll","$4,700,000"
"165",164,"Michael Beasley","$4,638,600"
"166",165,"Marcus Banks","$4,553,793"
"167",166,"Darius Songaila","$4,526,000"
"168",167,"Drew Gooden","$4,500,000"
"169",167,"Jarrett Jack","$4,500,000"
"170",169,"Hasheem Thabeet","$4,458,840"
"171",170,"Trenton Hassell","$4,350,000"
"172",171,"Martell Webster","$4,344,000"
"173",172,"James Jones","$4,320,000"
"174",173,"Al Horford","$4,307,640"
"175",174,"Delonte West","$4,254,250"
"176",175,"Kendrick Perkins","$4,250,000"
"177",176,"OJ Mayo","$4,165,560"
"178",177,"Ronny Turiaf","$4,140,000"
"179",178,"Kwame Brown","$4,100,000"
"180",179,"Daniel Gibson","$4,088,500"
"181",180,"James Harden","$4,054,160"
"182",181,"Nate Robinson","$4,000,000"
"183",181,"Travis Outlaw","$4,000,000"
"184",181,"Brandon Bass","$4,000,000"
"185",184,"Rasual Butler","$3,945,000"
"186",185,"Brandon Roy","$3,910,816"
"187",186,"Fabricio Oberto","$3,900,000"
"188",187,"DeShawn Stevenson","$3,886,928"
"189",188,"Mike Conley","$3,883,800"
"190",189,"Ryan Gomes","$3,867,500"
"191",190,"Kurt Thomas","$3,800,000"
"192",191,"Roger Mason","$3,780,000"
"193",192,"Russell Westbrook","$3,755,640"
"194",193,"CJ Miles","$3,700,000"
"195",194,"Steven Hunter","$3,696,000"
"196",195,"Willie Green","$3,682,000"
"197",196,"Ramon Sessions","$3,670,667"
"198",197,"Amir Johnson","$3,666,666"
"199",198,"Chris Andersen","$3,650,000"
"200",199,"Tyreke Evans","$3,610,080"
"201",200,"Charlie Bell","$3,596,000"
"202",201,"Randy Foye","$3,575,761"
"203",202,"Keyon Dooling","$3,564,000"
"204",203,"Jeff Green","$3,516,960"
"205",204,"Brian Cook","$3,500,000"
"206",204,"Carlos Delfino","$3,500,000"
"207",206,"Brian Scalabrine","$3,413,793"
"208",207,"Kevin Love","$3,401,040"
"209",208,"Luis Scola","$3,375,600"
"210",209,"Damien Wilkins","$3,300,000"
"211",210,"Rudy Gay","$3,280,997"
"212",211,"Matt Bonner","$3,240,380"
"213",212,"Marc Gasol","$3,240,000"
"214",213,"Kris Humphries","$3,200,000"
"215",214,"Yi Jianlian","$3,194,400"
"216",215,"Kelenna Azubuike","$3,132,000"
"217",216,"Eduardo Najera","$3,100,000"
"218",217,"Danilo Gallinari","$3,089,040"
"219",218,"Glen Davis","$3,000,000"
"220",218,"Hakim Warrick","$3,000,000"
"221",218,"Chris Wilcox","$3,000,000"
"222",218,"Grant Hill","$3,000,000"
"223",218,"Carl Landry","$3,000,000"
"224",218,"Andray Blatche","$3,000,000"
"225",224,"Jonny Flynn","$2,969,280"
"226",225,"Corey Brewer","$2,916,120"
"227",226,"Eddie House","$2,862,000"
"228",227,"Mark Madsen","$2,840,000"
"229",228,"JJ Redick","$2,839,408"
"230",229,"Eric Gordon","$2,819,880"
"231",230,"Hilton Armstrong","$2,801,198"
"232",231,"Thabo Sefolosha","$2,759,628"
"233",232,"Jamario Moon","$2,750,000"
"234",232,"Dorell Wright","$2,750,000"
"235",232,"Aleksandar Pavlovic","$2,750,000"
"236",235,"Ronnie Brewer","$2,717,161"
"237",236,"Stephen Curry","$2,710,560"
"238",237,"Brandan Wright","$2,671,440"
"239",238,"Jerry Stackhouse","$2,668,598"
"240",239,"Anthony Parker","$2,644,230"
"241",240,"Joe Alexander","$2,583,360"
"242",241,"Mikki Moore","$2,537,952"
"243",242,"Maurice Evans","$2,500,000"
"244",242,"Tony Allen","$2,500,000"
"245",242,"Sebastian Telfair","$2,500,000"
"246",242,"Dahntay Jones","$2,500,000"
"247",242,"Craig Smith","$2,500,000"
"248",242,"Michael Finley","$2,500,000"
"249",248,"Ricky Davis","$2,484,000"
"250",249,"Jordan Hill","$2,483,280"
"251",250,"Joakim Noah","$2,455,680"
"252",251,"Shawne Williams","$2,416,067"
"253",252,"DJ Augustin","$2,385,480"
"254",253,"Spencer Hawes","$2,332,800"
"255",254,"David Andersen","$2,300,000"
"256",255,"DeMar DeRozan","$2,282,640"
"257",256,"Brook Lopez","$2,225,880"
"258",257,"Acie Law","$2,216,160"
"259",258,"Ryan Hollins","$2,183,333"
"260",259,"Brandon Jennings","$2,168,520"
"261",260,"Anthony Johnson","$2,160,000"
"262",261,"Jerryd Bayless","$2,143,080"
"263",262,"Renaldo Balkman","$2,112,417"
"264",263,"Chuck Hayes","$2,111,750"
"265",264,"Antoine Wright","$2,110,550"
"266",265,"Thaddeus Young","$2,105,400"
"267",266,"Ersan Ilyasova","$2,100,000"
"268",267,"Rajon Rondo","$2,094,922"
"269",268,"Chucky Atkins","$2,066,455"
"270",269,"Jarvis Hayes","$2,062,800"
"271",269,"Brent Barry","$2,062,800"
"272",271,"Terrence Williams","$2,060,040"
"273",272,"Josh Boone","$2,056,968"
"274",273,"Jason Thompson","$2,035,920"
"275",274,"Kyle Lowry","$2,034,997"
"276",275,"Julian Wright","$2,000,040"
"277",276,"Jannero Pargo","$2,000,000"
"278",276,"Shannon Brown","$2,000,000"
"279",276,"Bruce Bowen","$2,000,000"
"280",276,"Channing Frye","$2,000,000"
"281",280,"Marquis Daniels","$1,990,000"
"282",280,"Ronald Murray","$1,990,000"
"283",280,"Radoslav Nesterovic","$1,990,000"
"284",283,"Gerald Henderson","$1,957,080"
"285",284,"Jordan Farmar","$1,947,240"
"286",285,"Brandon Rush","$1,934,160"
"287",286,"Al Thornton","$1,900,200"
"288",287,"Sergio Rodriguez","$1,892,035"
"289",288,"Mardy Collins","$1,867,742"
"290",289,"Tyler Hansbrough","$1,859,160"
"291",290,"Anthony Randolph","$1,837,560"
"292",291,"Goran Dragic","$1,836,000"
"293",292,"Rodney Stuckey","$1,805,040"
"294",293,"Earl Clark","$1,766,280"
"295",294,"Robin Lopez","$1,745,520"
"296",295,"Travis Diener","$1,740,000"
"297",296,"Nick Young","$1,714,800"
"298",297,"Francisco Elson","$1,700,000"
"299",298,"Austin Daye","$1,677,840"
"300",299,"Marreese Speights","$1,658,280"
"301",300,"Jose Juan Barea","$1,657,500"
"302",301,"Sean Williams","$1,629,120"
"303",302,"Hamed Haddadi","$1,627,779"
"304",303,"Solomon Jones","$1,620,000"
"305",303,"Patrick O'Bryant","$1,620,000"
"306",305,"Devean George","$1,600,000"
"307",305,"Matt Barnes","$1,600,000"
"308",307,"James Johnson","$1,594,080"
"309",308,"Roy Hibbert","$1,575,360"
"310",309,"Oleksiy Pecherov","$1,547,640"
"311",309,"Marco Belinelli","$1,547,640"
"312",311,"Jrue Holiday","$1,514,280"
"313",312,"JaVale McGee","$1,496,640"
"314",313,"Javaris Crittenton","$1,477,920"
"315",314,"Ty Lawson","$1,438,690"
"316",315,"JJ Hickson","$1,429,200"
"317",316,"Jason Smith","$1,418,880"
"318",317,"Jeff Teague","$1,373,880"
"319",318,"Alexis Ajinca","$1,372,080"
"320",319,"Daequan Cook","$1,362,120"
"321",320,"Eric Maynor","$1,318,920"
"322",321,"Ryan Anderson","$1,317,120"
"323",322,"Jared Dudley","$1,307,640"
"324",323,"Joe Smith","$1,306,455"
"325",323,"Theo Ratliff","$1,306,455"
"326",323,"Lindsey Hunter","$1,306,455"
"327",323,"Anthony Carter","$1,306,455"
"328",323,"Brian Skinner","$1,306,455"
"329",323,"Kevin Ollie","$1,306,455"
"330",323,"Adonal Foyle","$1,306,455"
"331",323,"Jason Williams","$1,306,455"
"332",323,"Juwan Howard","$1,306,455"
"333",332,"Ben Wallace","$1,306,445"
"334",333,"Malik Allen","$1,300,000"
"335",334,"Darren Collison","$1,266,120"
"336",335,"Courtney Lee","$1,264,440"
"337",336,"Wilson Chandler","$1,255,440"
"338",337,"Ronnie Price","$1,250,000"
"339",338,"Jamaal Magloire","$1,229,225"
"340",339,"Kosta Koufos","$1,214,040"
"341",340,"Allen Iverson","$1,191,180"
"342",340,"Earl Boykins","$1,191,180"
"343",342,"Sean Marks","$1,187,686"
"344",343,"Jason Collins","$1,181,803"
"345",343,"Jarron Collins","$1,181,803"
"346",345,"Omri Casspi","$1,167,000"
"347",346,"Rudy Fernandez","$1,165,320"
"348",347,"Serge Ibaka","$1,120,200"
"349",347,"BJ Mullens","$1,120,200"
"350",349,"Nicolas Batum","$1,118,760"
"351",350,"Aaron Brooks","$1,118,520"
"352",351,"Carlos Arroyo","$1,107,572"
"353",351,"Primoz Brezec","$1,107,572"
"354",353,"Devin Brown","$1,100,000"
"355",354,"Arron Afflalo","$1,086,240"
"356",355,"George Hill","$1,081,680"
"357",356,"Ian Mahinmi","$1,079,640"
"358",357,"Rodrigue Beaubois","$1,075,440"
"359",358,"Alando Tucker","$1,071,720"
"360",359,"Chris Quinn","$1,055,000"
"361",360,"Darrell Arthur","$1,050,480"
"362",361,"Royal Ivey","$1,050,000"
"363",362,"Donte Greene","$1,044,000"
"364",363,"Taj Gibson","$1,039,800"
"365",364,"DJ White","$1,036,440"
"366",365,"Keith Bogans","$1,033,342"
"367",365,"Quinton Ross","$1,033,342"
"368",367,"James Singleton","$1,030,189"
"369",368,"JR Giddens","$1,028,880"
"370",369,"DeMarre Carroll","$1,009,680"
"371",370,"Wayne Ellington","$1,003,560"
"372",371,"CJ Watson","$1,000,497"
"373",371,"Aaron Gray","$1,000,497"
"374",373,"Greg Buckner","$1,000,000"
"375",374,"Toney Douglas","$996,240"
"376",375,"Josh Powell","$959,111"
"377",375,"Didier Ilunga-Mbenga","$959,111"
"378",377,"Yakhouba Diawara","$945,000"
"379",378,"Stephen Graham","$884,881"
"380",378,"Joey Graham","$884,881"
"381",378,"Johan Petro","$884,881"
"382",378,"Luther Head","$884,881"
"383",378,"Ike Diogu","$884,881"
"384",378,"Sean May","$884,881"
"385",384,"Joey Dorsey","$881,000"
"386",385,"Kyle Weaver","$870,968"
"387",386,"Kyrylo Fesenko","$870,000"
"388",387,"Randolph Morris","$855,189"
"389",387,"Leon Powe","$855,189"
"390",387,"Steve Novak","$855,189"
"391",387,"Marcus Williams","$855,189"
"392",387,"Rodney Carney","$855,189"
"393",387,"Louis Amundson","$855,189"
"394",393,"DeJuan Blair","$850,000"
"395",394,"Ime Udoka","$838,034"
"396",395,"Shelden Williams","$825,497"
"397",395,"Will Bynum","$825,497"
"398",395,"Josh McRoberts","$825,497"
"399",395,"Joel Anthony","$825,497"
"400",395,"Dominic McGuire","$825,497"
"401",395,"Marcus Haislip","$825,497"
"402",401,"Sam Young","$824,200"
"403",402,"Jonathan Bender","$801,361"
"404",403,"Mario Chalmers","$773,500"
"405",404,"Darnell Jackson","$736,420"
"406",404,"Jawad Williams","$736,420"
"407",404,"Anthony Morrow","$736,420"
"408",404,"DeAndre Jordan","$736,420"
"409",404,"Bobby Brown","$736,420"
"410",404,"Luc Mbah a Moute","$736,420"
"411",404,"Nathan Jawai","$736,420"
"412",404,"Henry Walker","$736,420"
"413",404,"Malik Hairston","$736,420"
"414",404,"Sonny Weems","$736,420"
"415",414,"Chris Douglas-Roberts","$736,000"
"416",415,"Jermaine Taylor","$725,000"
"417",416,"Jodie Meeks","$650,000"
"418",417,"Chris Hunter","$632,455"
"419",418,"Kareem Rush","$534,906"
"420",419,"Jason Hart","$521,384"
"421",420,"Marcus Thornton","$457,888"
"422",421,"Marcus Landry","$457,588"
"423",421,"Derrick Brown","$457,588"
"424",421,"Danny Green","$457,588"
"425",421,"Jonas Jerebko","$457,588"
"426",421,"DaJuan Summers","$457,588"
"427",421,"Chase Budinger","$457,588"
"428",421,"AJ Price","$457,588"
"429",421,"Taylor Griffin","$457,588"
"430",421,"Dante Cunningham","$457,588"
"431",421,"Jeff Ayres","$457,588"
"432",421,"Patrick Mills","$457,588"
"433",421,"Jon Brockman","$457,588"
"434",421,"Wesley Matthews","$457,588"
"435",434,"Mario West","$446,740"
"436",435,"Anthony Tolliver","$411,529"
"437",436,"Lester Hudson","$392,987"
"438",437,"Coby Karl","$355,215"
"439",438,"Shavlik Randolph","$343,542"
"440",439,"Pops Mensah-Bonsu","$330,199"
"441",440,"Othello Hunter","$307,564"
"442",441,"Roko Ukic","$303,232"
"443",442,"Shaun Livingston","$296,695"
"444",443,"Sundiata Gaines","$269,169"
"445",444,"Ryan Bowen","$209,592"
"446",445,"Garrett Temple","$180,344"
"447",446,"Mike Wilks","$175,908"
"448",447,"Antonio Anderson","$139,968"
"449",448,"Cartier Martin","$86,638"
"450",449,"Quincy Douby","$85,519"
"451",450,"Paul Davis","$80,488"
"452",451,"Desmond Mason","$76,850"
"453",452,"Mike Harris","$64,978"
"454",453,"Cedric Jackson","$53,834"
"455",454,"Will Conroy","$48,559"
"456",455,"Chris Richard","$43,319"
"457",456,"JamesOn Curry","$26,917"
