Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
10,Shandon Anderson\andersh01,SF,31,MIA,65,5,17.7,1.5,3.3,0.456,0.1,0.4,0.179,1.4,2.9,0.497,0.467,0.8,1,0.818,0.6,2.3,2.9,1.1,0.6,0.2,0.8,2.1,3.9
11,Carmelo Anthony\anthoca01,SF,20,DEN,75,75,34.8,7.1,16.4,0.431,0.6,2.1,0.266,6.5,14.3,0.455,0.448,6.1,7.6,0.796,1.9,3.8,5.7,2.6,0.9,0.4,3,3.1,20.8
12,Rafael Araujo\araujra01,C,24,TOR,59,41,12.5,1.3,3,0.434,0,0.1,0.333,1.3,2.9,0.436,0.437,0.7,0.9,0.782,1,2.1,3.1,0.3,0.4,0.1,0.9,2.7,3.3
13,Gilbert Arenas\arenagi01,PG,23,WAS,80,80,40.9,8.2,19,0.431,2.6,7,0.365,5.6,12,0.469,0.498,6.5,8,0.814,1,3.7,4.7,5.1,1.7,0.3,3,3.1,25.5
14,Trevor Ariza\arizatr01,SF,19,NYK,80,12,17.3,2.2,4.9,0.442,0,0.2,0.231,2.1,4.7,0.449,0.446,1.5,2.2,0.695,1.1,1.9,3,1.1,0.9,0.2,0.9,1.9,5.9
15,Darrell Armstrong\armstda01,PG,36,TOT,66,16,15,1.3,4.2,0.321,0.4,1.7,0.252,0.9,2.5,0.367,0.372,0.9,1,0.853,0.5,1.2,1.7,2.7,0.7,0.1,1,1.4,4
15,Darrell Armstrong\armstda01,PG,36,NOH,14,9,29.4,3.8,11.4,0.333,1.2,5,0.243,2.6,6.4,0.404,0.387,1.4,1.5,0.905,1.1,2.3,3.4,4.6,1.1,0.1,2,2.1,10.1
15,Darrell Armstrong\armstda01,PG,36,DAL,52,7,11.1,0.7,2.3,0.305,0.2,0.8,0.268,0.5,1.5,0.325,0.352,0.8,0.9,0.83,0.4,0.9,1.3,2.2,0.6,0.1,0.8,1.2,2.3
16,Carlos Arroyo\arroyca01,PG,25,TOT,70,16,20.7,2.4,6.1,0.389,0.1,0.4,0.267,2.3,5.7,0.398,0.399,1.7,2.1,0.799,0.4,1.1,1.5,4,0.6,0.1,1.5,2,6.6
16,Carlos Arroyo\arroyca01,PG,25,UTA,30,16,24.7,3.1,7.7,0.401,0.2,0.6,0.389,2.9,7.1,0.402,0.416,1.8,2.1,0.841,0.4,1.2,1.5,5.1,0.7,0.1,1.8,2.2,8.2
16,Carlos Arroyo\arroyca01,PG,25,DET,40,0,17.7,1.9,4.9,0.376,0,0.3,0.083,1.8,4.6,0.395,0.378,1.7,2.2,0.767,0.4,1.1,1.5,3.2,0.6,0,1.3,1.9,5.4
17,Chucky Atkins\atkinch01,PG,30,LAL,82,82,35.4,4.7,11.1,0.426,2.1,5.5,0.387,2.6,5.5,0.466,0.523,2,2.5,0.803,0.4,2,2.4,4.4,0.9,0,1.8,2.2,13.6
18,Stacey Augmon\augmost01,SF,36,ORL,55,7,12.1,1.2,3,0.407,0,0,,1.2,3,0.407,0.407,1,1.4,0.74,0.8,1,1.8,0.7,0.4,0.1,0.6,1.5,3.5
19,Maurice Baker\bakerma01,PG,25,TOT,5,0,3.8,0,0.2,0,0,0,,0,0.2,0,0,0,0,,0.2,0.2,0.4,0.2,0.2,0,0.2,0.6,0
19,Maurice Baker\bakerma01,PG,25,LAC,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
19,Maurice Baker\bakerma01,PG,25,POR,4,0,4.5,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0.3,0.3,0.5,0.3,0.3,0,0.3,0.8,0
20,Vin Baker\bakervi01,PF-C,33,TOT,27,0,7.6,0.5,1.6,0.31,0,0,0,0.5,1.5,0.317,0.31,0.3,0.6,0.529,0.6,0.8,1.4,0.4,0.1,0.1,0.6,1.4,1.3
20,Vin Baker\bakervi01,PF,33,NYK,24,0,8,0.5,1.6,0.342,0,0,0,0.5,1.5,0.351,0.342,0.3,0.6,0.467,0.7,0.8,1.5,0.4,0.1,0.2,0.6,1.3,1.4
20,Vin Baker\bakervi01,C,33,HOU,3,0,4.3,0,1.3,0,0,0,,0,1.3,0,0,0.7,0.7,1,0,0.7,0.7,0.3,0,0,0.7,2.3,0.7
21,Marcus Banks\banksma01,PG,23,BOS,81,2,14.1,1.4,3.5,0.402,0.3,0.7,0.356,1.2,2.8,0.414,0.439,1.5,2,0.742,0.4,1.2,1.6,1.9,0.8,0.2,1,1.8,4.6
22,Leandro Barbosa\barbole01,PG,22,PHO,63,6,17.3,2.7,5.6,0.475,0.8,2.2,0.367,1.9,3.4,0.544,0.547,0.9,1.1,0.797,0.5,1.6,2.1,2,0.5,0.1,1.4,2,7
23,Matt Barnes\barnema02,SF,24,SAC,43,9,16.6,1.4,3.5,0.411,0.1,0.5,0.227,1.3,3,0.442,0.427,0.8,1.3,0.603,1.1,2,3.1,1.3,0.7,0.2,1,1.9,3.8
24,Andre Barrett\barrean01,PG,22,TOT,38,1,12.7,1.2,3.3,0.363,0.4,1.4,0.269,0.8,1.9,0.431,0.419,0.4,0.5,0.737,0.3,0.8,1.1,1.8,0.5,0,0.7,1.3,3.1
24,Andre Barrett\barrean01,PG,22,HOU,27,0,11.6,0.7,2.6,0.29,0.3,1.4,0.243,0.4,1.2,0.344,0.355,0.3,0.4,0.7,0.2,0.5,0.7,1.6,0.5,0,0.6,1.3,2.1
24,Andre Barrett\barrean01,PG,22,ORL,11,1,15.4,2.3,5,0.455,0.5,1.4,0.333,1.8,3.6,0.5,0.5,0.6,0.8,0.778,0.5,1.4,1.9,2.5,0.5,0.1,1,1.5,5.6
25,Brent Barry\barrybr01,SG,33,SAS,81,8,21.5,2.4,5.7,0.423,1.2,3.5,0.357,1.2,2.2,0.525,0.532,1.4,1.7,0.837,0.4,2,2.3,2.2,0.5,0.2,0.8,1.5,7.4
26,Jon Barry\barryjo01,SG,35,TOT,69,2,21.8,2.3,5.3,0.438,1,2.4,0.43,1.3,2.9,0.443,0.534,0.9,1,0.873,0.4,1.9,2.3,2.4,0.9,0.1,1,1.4,6.6
26,Jon Barry\barryjo01,SG,35,ATL,16,0,17.2,1.9,4.8,0.403,0.7,2,0.344,1.3,2.8,0.444,0.474,0.6,0.8,0.769,0.3,1.1,1.3,1.8,0.9,0.1,0.9,1.8,5.2
26,Jon Barry\barryjo01,SG,35,HOU,53,2,23.2,2.5,5.5,0.447,1.1,2.5,0.451,1.3,3,0.443,0.55,1,1.1,0.897,0.4,2.2,2.6,2.6,0.9,0.1,1,1.3,7
27,Tony Battie\battito01,C,28,ORL,81,32,23.4,2,4.4,0.46,0,0.1,0,2,4.3,0.468,0.46,0.8,1.2,0.723,1.3,4.2,5.6,0.5,0.4,1,1,3,4.9
28,Shane Battier\battish01,SG,26,MEM,80,72,31.5,3.4,7.7,0.442,0.9,2.2,0.395,2.5,5.5,0.461,0.499,2.3,2.9,0.789,2,3.2,5.2,1.6,1.1,1,0.9,2.5,9.9
29,Lonny Baxter\baxtelo01,PF,26,NOH,4,0,9,0.8,2.8,0.273,0,0,,0.8,2.8,0.273,0.273,0,0.5,0,1,1,2,0,0,0,1,2.5,1.5
30,Raja Bell\bellra01,SG,28,UTA,63,32,28.4,4.8,10.6,0.454,0.9,2.1,0.403,4,8.5,0.467,0.495,1.8,2.4,0.747,0.8,2.4,3.2,1.4,0.7,0.1,1.3,3.3,12.3
31,Jonathan Bender\bendejo01,SF,24,IND,7,0,13.3,2.3,5.7,0.4,0.1,0.7,0.2,2.1,5,0.429,0.413,0.4,0.9,0.5,0.7,1.3,2,0.6,0.1,0.3,1.4,1.3,5.1
32,Travis Best\besttr01,PG,32,NJN,76,6,19.2,2.5,5.9,0.42,0.3,1.1,0.306,2.2,4.8,0.447,0.449,1.4,1.6,0.885,0.3,1.2,1.4,1.9,0.9,0.1,0.9,1.9,6.8
33,Mike Bibby\bibbymi01,PG,26,SAC,80,80,38.6,7,15.8,0.443,1.6,4.6,0.36,5.4,11.3,0.477,0.495,4,5.2,0.775,1,3.2,4.2,6.8,1.6,0.4,2.5,2.4,19.6
34,Andris Biedrins\biedran01,C,18,GSW,30,1,12.8,1.5,2.6,0.577,0,0,0,1.5,2.6,0.584,0.577,0.6,1.3,0.475,1.6,2.4,3.9,0.4,0.4,0.8,0.4,2.9,3.6
35,Chauncey Billups\billuch01,PG,28,DET,80,80,35.8,5.1,11.4,0.442,2.1,4.8,0.426,3,6.6,0.454,0.533,4.3,4.8,0.898,0.6,2.8,3.4,5.8,1,0.1,2.3,2.4,16.5
36,Steve Blake\blakest01,PG,24,WAS,44,1,14.7,1.4,4.2,0.328,0.8,2.1,0.387,0.6,2.1,0.269,0.425,0.8,0.9,0.805,0.4,1.2,1.6,1.6,0.3,0,0.9,1.1,4.3
37,Mark Blount\blounma01,C,29,BOS,82,57,26,4,7.5,0.529,0,0,0,4,7.5,0.53,0.529,1.4,2,0.713,1.7,3.1,4.8,1.6,0.4,0.8,1.9,2.8,9.4
38,Tony Bobbitt\bobbito01,SG,25,LAL,2,0,6,1,2.5,0.4,0.5,1,0.5,0.5,1.5,0.333,0.5,0,0,,0,1.5,1.5,0,0,0,0,0.5,2.5
39,Keith Bogans\boganke01,SG,24,CHA,74,42,24.2,3.5,9.3,0.381,0.8,2.3,0.329,2.8,7,0.398,0.422,1.8,2.5,0.727,1,2,3.1,1.8,0.9,0.1,1.6,2.3,9.6
40,Matt Bonner\bonnema01,C,24,TOR,82,0,18.9,3,5.6,0.533,0.5,1.1,0.424,2.5,4.5,0.561,0.576,0.7,0.9,0.789,1.3,2.2,3.5,0.6,0.5,0.2,0.5,2.7,7.2
41,Calvin Booth\boothca01,C,28,TOT,51,1,8.8,1,2.1,0.454,0,0,0,1,2.1,0.458,0.454,0.5,0.6,0.813,0.6,1.5,2.1,0.2,0.3,0.5,0.3,1.5,2.4
41,Calvin Booth\boothca01,C,28,DAL,34,1,7.7,1,2.3,0.43,0,0,0,1,2.3,0.436,0.43,0.4,0.5,0.875,0.5,1.2,1.7,0.1,0.3,0.5,0.2,1.6,2.4
41,Calvin Booth\boothca01,C,28,MIL,17,0,11.1,0.9,1.7,0.517,0,0,,0.9,1.7,0.517,0.517,0.7,0.9,0.75,0.8,2.1,2.9,0.2,0.2,0.7,0.5,1.4,2.5
42,Carlos Boozer\boozeca01,PF,23,UTA,51,51,34.7,7.1,13.6,0.521,0,0,0,7.1,13.6,0.522,0.521,3.7,5.3,0.698,2.8,6.2,9,2.8,0.8,0.5,2.7,3.5,17.8
43,Curtis Borchardt\borchcu01,C,24,UTA,67,23,12.8,1.1,2.6,0.43,0,0,,1.1,2.6,0.43,0.43,0.8,1.1,0.732,1.3,2.1,3.3,0.7,0.1,0.5,0.8,2.4,3
44,Chris Bosh\boshch01,PF,20,TOR,81,81,37.2,5.8,12.4,0.471,0,0.1,0.3,5.8,12.3,0.472,0.472,5.1,6.7,0.76,2.4,6.5,8.9,1.9,0.9,1.4,2.3,2.8,16.8
45,Bruce Bowen\bowenbr01,SF,33,SAS,82,82,32,3.1,7.3,0.42,1.2,3.1,0.403,1.8,4.2,0.432,0.505,0.9,1.4,0.634,0.6,2.9,3.5,1.5,0.7,0.5,0.7,2.1,8.2
46,Ryan Bowen\bowenry01,SF,29,HOU,66,6,9.2,0.7,1.7,0.423,0,0.1,0.5,0.7,1.6,0.419,0.437,0.2,0.3,0.667,0.3,0.8,1.2,0.3,0.3,0.1,0.1,0.9,1.7
47,Earl Boykins\boykiea01,PG,28,DEN,82,5,26.4,4.1,10,0.413,0.7,2,0.337,3.5,8,0.432,0.447,3.4,3.7,0.921,0.5,1.3,1.7,4.5,1,0.1,1.5,1.5,12.4
48,Michael Bradley\bradlmi01,PF,25,TOT,18,0,6.6,0.8,1.3,0.625,0,0.1,0,0.8,1.3,0.652,0.625,0.2,0.4,0.375,0.4,1.1,1.6,0.3,0.1,0.1,0.3,0.7,1.8
48,Michael Bradley\bradlmi01,PF,25,ORL,8,0,6.9,0.4,0.9,0.429,0,0,,0.4,0.9,0.429,0.429,0,0,,0.4,1.4,1.8,0.3,0.1,0.3,0.1,0.5,0.8
48,Michael Bradley\bradlmi01,PF,25,SAC,8,0,6,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0.3,0.8,0.333,0.6,0.8,1.4,0.3,0,0,0.4,1,2.3
48,Michael Bradley\bradlmi01,PF,25,PHI,2,0,8,2,2.5,0.8,0,0.5,0,2,2,1,0.8,0.5,1,0.5,0,1.5,1.5,0.5,0,0,0.5,0,4.5
49,Shawn Bradley\bradlsh01,C,32,DAL,77,14,11.5,1.1,2.4,0.452,0,0,,1.1,2.4,0.452,0.452,0.6,0.8,0.683,0.9,1.9,2.8,0.2,0.3,0.8,0.4,2,2.7
50,Torraye Braggs\braggto01,PF,28,HOU,7,0,3.4,0.4,1,0.429,0,0,,0.4,1,0.429,0.429,0,0,,1,0.7,1.7,0,0,0,0.3,0.6,0.9
51,Elton Brand\brandel01,PF,25,LAC,81,81,37,7.8,15.4,0.503,0,0,0,7.8,15.4,0.504,0.503,4.5,6,0.752,3.7,5.9,9.5,2.6,0.8,2.1,2.3,3,20
52,Jamison Brewer\breweja01,PG,24,NYK,18,0,10.3,0.6,2.1,0.297,0.2,0.8,0.2,0.4,1.2,0.364,0.338,0.3,0.7,0.462,0.3,0.9,1.2,0.7,0.4,0.1,0.7,0.6,1.7
53,Primoz Brezec\brezepr01,C,25,CHA,72,72,31.6,5.4,10.5,0.512,0,0,,5.4,10.5,0.512,0.512,2.3,3.1,0.745,3.1,4.2,7.4,1.2,0.5,0.8,1.5,2.5,13
54,Damone Brown\brownda02,SF,25,WAS,14,0,10.9,1.6,4.4,0.371,0.3,0.8,0.364,1.4,3.6,0.373,0.403,0.3,0.6,0.444,0.7,1.3,2,1,0.1,0.4,1.1,1.2,3.9
55,Devin Brown\brownde02,SG,26,SAS,67,0,18.5,2.6,6.1,0.423,0.7,1.8,0.372,1.9,4.3,0.444,0.478,1.5,1.9,0.792,0.6,2.1,2.6,1.4,0.6,0.2,0.8,1.2,7.4
56,Kedrick Brown\brownke01,SF,23,PHI,8,0,6.9,0.3,0.8,0.333,0,0.4,0,0.3,0.4,0.667,0.333,1,1.3,0.8,0.1,1.3,1.4,0.5,0.4,0.1,0.6,0.5,1.5
57,Kwame Brown\brownkw01,PF,22,WAS,42,14,21.6,2.6,5.6,0.46,0,0,,2.6,5.6,0.46,0.46,1.8,3.1,0.574,1.7,3.2,4.9,0.9,0.6,0.4,1.6,2.7,7
58,P.J. Brown\brownpj01,PF,35,NOH,82,78,34.4,4.1,9.2,0.446,0,0,,4.1,9.2,0.446,0.446,2.6,3,0.864,3.2,5.7,9,2.2,0.9,0.6,1.2,2.8,10.8
59,Tierre Brown\brownti01,PG,25,LAL,76,0,14,1.6,4.6,0.356,0.3,0.9,0.361,1.3,3.6,0.355,0.394,0.8,1,0.787,0.3,0.9,1.2,2,0.4,0,1,0.8,4.4
60,Rick Brunson\brunsri01,PG,32,LAC,80,39,24.3,2.1,5.5,0.376,0.6,1.6,0.369,1.5,3.9,0.378,0.43,0.7,0.9,0.77,0.3,2.1,2.3,5.1,1,0.1,1.6,1.3,5.5
61,Kobe Bryant\bryanko01,SG,26,LAL,66,66,40.7,8.7,20.1,0.433,2,5.9,0.339,6.7,14.2,0.472,0.482,8.2,10.1,0.816,1.4,4.5,5.9,6,1.3,0.8,4.1,2.6,27.6
62,Greg Buckner\buckngr01,SG,28,DEN,70,41,21.7,2.3,4.3,0.528,0.7,1.7,0.405,1.6,2.6,0.61,0.609,0.9,1.2,0.778,0.9,2,3,1.9,1.1,0.1,0.7,2.4,6.2
63,Rodney Buford\buforro01,SF,27,NJN,64,17,20.5,2.9,7.6,0.382,0.5,1.7,0.315,2.4,6,0.402,0.417,0.6,0.7,0.822,0.5,2.4,3,1,0.6,0.1,0.5,1.6,7
64,Antonio Burks\burksan01,PG,24,MEM,24,0,9.1,1.2,2.5,0.467,0.1,0.5,0.273,1,2,0.51,0.492,0.6,0.8,0.737,0,0.5,0.5,1.2,0.5,0,0.5,1,3
65,Caron Butler\butleca01,SF,24,LAL,77,77,35.7,5.7,12.9,0.445,0.5,1.6,0.304,5.2,11.2,0.465,0.464,3.6,4.1,0.862,1.9,3.9,5.8,1.9,1.4,0.3,1.6,2.8,15.5
66,Jackie Butler\butleja01,C,19,NYK,3,0,1.7,1.3,1.3,1,0,0,,1.3,1.3,1,1,0.7,0.7,1,0,0,0,0,0.3,0,0.3,0,3.3
67,Rasual Butler\butlera01,SF,25,MIA,65,15,18.5,2.5,6.3,0.399,0.9,2.4,0.373,1.6,3.9,0.414,0.468,0.6,0.7,0.771,0.2,2.1,2.3,1,0.3,0.4,0.6,1.6,6.5
68,Zarko Cabarkapa\cabarza01,PF,23,TOT,40,0,11.9,2.2,4.4,0.486,0.3,0.9,0.361,1.8,3.5,0.518,0.523,1.3,1.6,0.815,0.9,1.7,2.6,0.6,0.3,0.1,0.8,1.5,6
68,Zarko Cabarkapa\cabarza01,PF,23,PHO,3,0,3.7,1.3,2.3,0.571,0,0,,1.3,2.3,0.571,0.571,0.3,0.3,1,0.7,0.3,1,0,0,0,0,0,3
68,Zarko Cabarkapa\cabarza01,PF,23,GSW,37,0,12.5,2.2,4.6,0.482,0.4,1,0.361,1.9,3.6,0.515,0.521,1.4,1.7,0.813,0.9,1.8,2.7,0.7,0.3,0.1,0.8,1.6,6.2
69,Marcus Camby\cambyma01,C,30,DEN,66,66,30.5,4.2,9.1,0.465,0,0.1,0,4.2,9,0.468,0.465,1.9,2.6,0.723,2,8,10,2.3,0.9,3,1.6,2.7,10.3
70,Elden Campbell\campbel01,C,36,TOT,40,1,9.8,1,3.1,0.317,0,0.1,0,1,3,0.322,0.317,1.1,1.4,0.764,0.7,1.6,2.3,0.5,0.2,0.2,0.7,1.4,3
70,Elden Campbell\campbel01,C,36,NJN,10,0,5,0,0.7,0,0,0,,0,0.7,0,0,0.2,0.4,0.5,0.3,0.8,1.1,0.3,0,0.1,0.1,1,0.2
70,Elden Campbell\campbel01,C,36,DET,30,1,11.3,1.3,3.9,0.336,0,0.1,0,1.3,3.8,0.342,0.336,1.3,1.7,0.784,0.8,1.9,2.7,0.5,0.3,0.2,0.9,1.6,3.9
71,Brian Cardinal\cardibr01,PF,27,MEM,58,16,24.7,2.8,7.4,0.37,0.8,2.2,0.352,2,5.3,0.378,0.421,2.7,3.1,0.873,1.1,2.8,3.9,2,1.5,0.3,1.4,3,9
72,Geno Carlisle\carlige01,SG,28,POR,6,0,2.7,0.3,0.5,0.667,0,0,,0.3,0.5,0.667,0.667,0.7,1,0.667,0.2,0,0.2,0.2,0,0,0.2,0.2,1.3
73,Matt Carroll\carroma01,SG,24,CHA,25,0,17.2,2.8,7.2,0.389,0.5,1.6,0.333,2.3,5.6,0.404,0.425,2.8,3.3,0.855,0.5,1.9,2.4,0.7,0.7,0.1,1,1.5,9
74,Anthony Carter\cartean01,PG,29,MIN,66,12,11.2,1.1,2.7,0.407,0,0.3,0.118,1.1,2.4,0.438,0.412,0.5,0.8,0.686,0.2,0.9,1,2.4,0.5,0.3,0.9,1.3,2.7
75,Vince Carter\cartevi01,SF-SG,28,TOT,77,76,36.7,9,20,0.452,1.6,4.1,0.406,7.4,15.9,0.463,0.493,4.8,6,0.798,1.4,3.8,5.2,4.2,1.4,0.6,2.2,3.2,24.5
75,Vince Carter\cartevi01,SG,28,TOR,20,20,30.4,6.2,15.1,0.411,1,3,0.322,5.3,12.2,0.432,0.442,2.5,3.6,0.694,1.4,1.9,3.3,3.1,1.3,0.8,1.1,2.8,15.9
75,Vince Carter\cartevi01,SF,28,NJN,57,56,38.9,10,21.7,0.462,1.9,4.5,0.425,8.1,17.3,0.471,0.505,5.6,6.8,0.817,1.4,4.5,5.9,4.7,1.5,0.6,2.6,3.3,27.5
76,Sam Cassell\cassesa01,PG,35,MIN,59,38,25.8,5.4,11.6,0.464,0.5,1.7,0.262,4.9,9.9,0.5,0.484,2.3,2.6,0.865,0.4,2.2,2.7,5.1,0.6,0.2,1.8,2.7,13.5
77,Kelvin Cato\catoke01,C,30,ORL,62,50,24.6,2.6,4.8,0.539,0,0,,2.6,4.8,0.539,0.539,1.8,2.3,0.783,1.6,5.1,6.7,0.6,0.9,1.3,1,2.7,7
78,Lionel Chalmers\chalmli01,PG,24,LAC,36,0,12,1.2,3.5,0.336,0.3,1.4,0.245,0.8,2.1,0.395,0.384,0.4,0.7,0.625,0.1,0.8,0.9,1.4,0.4,0,0.7,0.8,3.1
79,Tyson Chandler\chandty01,C,22,CHI,80,10,27.4,2.6,5.2,0.494,0,0,0,2.6,5.2,0.496,0.494,2.8,4.2,0.673,3.3,6.4,9.7,0.8,0.9,1.8,1.5,3.4,8
80,Calbert Cheaney\cheanca01,SG,33,GSW,55,5,17.3,2.1,4.8,0.426,0,0.1,0,2.1,4.8,0.431,0.426,0.4,0.7,0.649,0.6,1.7,2.3,1.2,0.3,0.3,0.6,1.7,4.5
81,Josh Childress\childjo01,SG,21,ATL,80,44,29.7,3.8,8,0.47,0.2,0.7,0.232,3.6,7.3,0.493,0.481,2.4,2.9,0.823,2.4,3.6,6,1.9,0.9,0.4,1.3,2.3,10.1
82,Doug Christie\chrisdo01,SG,34,TOT,52,44,29.3,2.5,6.4,0.392,0.3,1.2,0.242,2.2,5.2,0.426,0.414,1.3,1.5,0.897,0.7,2.7,3.4,3.8,1.5,0.3,2,2,6.6
82,Doug Christie\chrisdo01,SG,34,SAC,31,31,32.1,2.7,6.6,0.407,0.3,1.3,0.256,2.4,5.3,0.442,0.431,1.6,1.8,0.893,0.9,3,4,4.9,1.4,0.4,2.2,2,7.3
82,Doug Christie\chrisdo01,SG,34,ORL,21,13,25.2,2.2,6.1,0.367,0.2,1.1,0.217,2,5,0.4,0.387,1,1,0.909,0.4,2.1,2.6,2.2,1.8,0.2,1.7,2.1,5.7
83,Speedy Claxton\claxtsp01,PG,26,TOT,62,47,30.1,4.1,9.9,0.421,0.2,1,0.18,4,8.9,0.447,0.43,3,4.1,0.736,0.6,2.4,3,6,1.8,0.1,1.9,3,11.5
83,Speedy Claxton\claxtsp01,PG,26,GSW,46,44,32.6,4.7,10.9,0.431,0.2,1.1,0.192,4.5,9.8,0.459,0.441,3.5,4.6,0.761,0.7,2.6,3.3,6.2,1.9,0.1,2,3.3,13.1
83,Speedy Claxton\claxtsp01,PG,26,NOH,16,3,22.8,2.6,6.9,0.373,0.1,0.6,0.111,2.5,6.3,0.396,0.377,1.6,2.6,0.61,0.3,1.6,1.9,5.5,1.4,0.1,1.7,1.9,6.8
84,Mateen Cleaves\cleavma01,PG,27,SEA,14,0,4.6,0.4,1,0.357,0,0.1,0,0.4,0.9,0.417,0.357,0.2,0.3,0.75,0.1,0.3,0.4,0.5,0.1,0,0.1,0.1,0.9
85,Derrick Coleman\colemde01,C,37,DET,5,0,10,0.6,2.8,0.214,0,0.4,0,0.6,2.4,0.25,0.214,0.6,0.6,1,0.6,2.4,3,0,0,0,0.4,1.2,1.8
86,Jason Collier\collija02,C,27,ATL,70,44,13.5,2.5,5.4,0.463,0.1,0.2,0.429,2.4,5.2,0.464,0.471,0.7,1,0.676,1.2,1.4,2.6,0.3,0.2,0.2,0.9,2.1,5.7
87,Jarron Collins\collija03,C,26,UTA,50,38,19.2,1.3,3.1,0.414,0,0,0,1.3,3.1,0.417,0.414,1.7,2.4,0.697,1.1,2.1,3.3,1.2,0.2,0.1,0.7,2.9,4.3
88,Jason Collins\collija04,C,26,NJN,80,80,31.8,2.3,5.6,0.412,0,0.1,0.333,2.3,5.6,0.413,0.415,1.7,2.6,0.656,1.9,4.2,6.1,1.3,0.9,0.9,1.1,4,6.4
89,Nick Collison\collini01,C,24,SEA,82,4,17,2.3,4.3,0.537,0,0,0,2.3,4.3,0.541,0.537,1,1.4,0.703,1.9,2.7,4.6,0.4,0.4,0.6,0.8,3.1,5.6
