Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
36,Corie Blount\blounco01,PF,35,CHI,46,3,16.4,2.1,4.5,0.471,0,0.1,0,2.1,4.4,0.478,0.471,0.3,0.5,0.542,1.7,2.8,4.5,1,0.8,0.4,0.8,1.9,4.5
36,Corie Blount\blounco01,C,35,TOR,16,0,18.4,1.1,2.9,0.383,0,0,,1.1,2.9,0.383,0.383,0.1,0.2,0.667,1.4,2.9,4.3,0.6,0.7,0.3,0.5,3.1,2.4
37,Mark Blount\blounma01,C,28,BOS,82,73,29.3,4.2,7.4,0.566,0,0,,4.2,7.4,0.566,0.566,1.9,2.7,0.719,2.5,4.7,7.2,0.9,1,1.3,1.8,3.1,10.3
38,Keith Bogans\boganke01,SF,23,ORL,73,36,24.5,2.5,6.2,0.403,0.9,2.6,0.358,1.6,3.7,0.434,0.477,0.9,1.4,0.631,1.5,2.9,4.3,1.3,0.6,0.1,1,1.8,6.8
39,Calvin Booth\boothca01,C,27,SEA,71,35,17,1.9,4.1,0.466,0,0,0,1.9,4.1,0.469,0.466,1.1,1.3,0.798,1.2,2.7,3.9,0.4,0.2,1.4,0.6,2.1,4.9
40,Carlos Boozer\boozeca01,PF,22,CLE,75,75,34.6,6.3,12,0.523,0,0.1,0.167,6.3,11.9,0.526,0.524,2.9,3.8,0.768,3.1,8.4,11.4,2,1,0.7,1.8,2.7,15.5
41,Curtis Borchardt\borchcu01,C,23,UTA,16,0,16.1,1.4,3.5,0.393,0,0.1,0,1.4,3.4,0.4,0.393,0.9,1.1,0.778,0.8,2.6,3.4,0.9,0.3,0.9,1.1,2.5,3.6
42,Chris Bosh\boshch01,C,19,TOR,75,63,33.5,4.4,9.5,0.459,0.1,0.2,0.357,4.3,9.3,0.461,0.463,2.7,3.8,0.701,2.5,4.9,7.4,1,0.8,1.4,1.4,2.9,11.5
43,Ruben Boumtje-Boumtje\boumtru01,C,25,POR,9,0,2.9,0.1,0.6,0.2,0,0,,0.1,0.6,0.2,0.2,0.2,0.2,1,0,0.1,0.1,0.1,0,0.1,0,0.2,0.4
44,Bruce Bowen\bowenbr01,SF,32,SAS,82,82,32,2.6,6.1,0.42,0.9,2.6,0.363,1.6,3.5,0.462,0.497,0.8,1.4,0.579,0.5,2.5,3.1,1.4,1,0.4,1.1,2,6.9
45,Ryan Bowen\bowenry01,PF,28,DEN,52,1,7.5,0.3,1,0.34,0,0,,0.3,1,0.34,0.34,0.2,0.2,0.833,0.8,0.9,1.7,0.3,0.3,0.3,0.1,0.9,0.9
46,Earl Boykins\boykiea01,SG,27,DEN,82,3,22.5,3.9,9.3,0.419,0.7,2.1,0.322,3.2,7.3,0.447,0.455,1.7,2,0.877,0.5,1.2,1.7,3.6,0.6,0,1.2,1,10.2
47,Michael Bradley\bradlmi01,C-PF,24,TOT,16,1,6.1,0.4,0.9,0.467,0,0,,0.4,0.9,0.467,0.467,0.1,0.1,0.5,0.4,1.1,1.4,0.1,0.2,0,0.4,0.9,0.9
47,Michael Bradley\bradlmi01,PF,24,TOR,5,0,7.6,0.2,0.6,0.333,0,0,,0.2,0.6,0.333,0.333,0.2,0.4,0.5,0.2,2,2.2,0.2,0.2,0,0.6,1.2,0.6
47,Michael Bradley\bradlmi01,C,24,ATL,11,1,5.5,0.5,1.1,0.5,0,0,,0.5,1.1,0.5,0.5,0,0,,0.5,0.6,1.1,0,0.2,0,0.4,0.7,1.1
48,Shawn Bradley\bradlsh01,C,31,DAL,66,5,11.7,1.3,2.8,0.473,0,0,0,1.3,2.8,0.476,0.473,0.6,0.7,0.837,1.1,1.5,2.6,0.3,0.5,1.1,0.3,2,3.3
49,Torraye Braggs\braggto01,PF,27,TOT,15,0,10.3,1.1,2.2,0.485,0,0,,1.1,2.2,0.485,0.485,0.5,0.8,0.667,1.2,1.4,2.6,0.5,0.3,0.1,0.9,1.9,2.7
49,Torraye Braggs\braggto01,PF,27,HOU,11,0,12,1.2,2.5,0.464,0,0,,1.2,2.5,0.464,0.464,0.7,1.1,0.667,1.4,1.7,3.1,0.5,0.4,0.2,1.1,1.9,3.1
49,Torraye Braggs\braggto01,PF,27,WAS,4,0,5.5,0.8,1.3,0.6,0,0,,0.8,1.3,0.6,0.6,0,0,,0.8,0.5,1.3,0.3,0,0,0.3,2,1.5
50,Elton Brand\brandel01,PF,24,LAC,69,68,38.7,7,14.2,0.493,0,0,0,7,14.2,0.493,0.493,6,7.7,0.773,3.9,6.4,10.3,3.3,0.9,2.2,2.8,3.3,20
51,J.R. Bremer\bremejr01,PG,23,TOT,36,2,12.3,1.2,4.4,0.272,0.5,2.1,0.257,0.7,2.3,0.286,0.332,0.4,0.6,0.65,0.3,0.8,1,1.4,0.5,0.1,0.7,0.9,3.3
51,J.R. Bremer\bremejr01,PG,23,CLE,31,2,13,1.3,4.4,0.285,0.6,2.1,0.288,0.6,2.3,0.282,0.354,0.4,0.6,0.65,0.2,0.8,1.1,1.3,0.6,0.1,0.6,0.9,3.5
51,J.R. Bremer\bremejr01,PG,23,GSW,5,0,8,0.8,4.2,0.19,0,1.6,0,0.8,2.6,0.308,0.19,0,0,,0.4,0.2,0.6,2.4,0,0,1,1,1.6
52,Jamison Brewer\breweja01,PG,23,IND,13,1,12.3,1,2.7,0.371,0.4,1.1,0.357,0.6,1.6,0.381,0.443,0.1,0.5,0.167,0.2,0.7,0.8,1.3,0.5,0,0.8,0.7,2.5
53,Primoz Brezec\brezepr01,C,24,IND,18,0,4,0.7,1.4,0.462,0,0,,0.7,1.4,0.462,0.462,0.2,0.3,0.667,0.3,0.6,0.8,0.2,0,0.2,0.3,0.7,1.6
54,Damone Brown\brownda02,PF,24,NJN,3,0,5.7,0.3,3.3,0.1,0,0,,0.3,3.3,0.1,0.1,0.3,0.7,0.5,1,0.7,1.7,0,0.7,0,0.3,0.7,1
55,Devin Brown\brownde02,SG,25,SAS,58,0,10.8,1.5,3.4,0.434,0.1,0.2,0.286,1.4,3.1,0.445,0.444,1,1.3,0.811,0.7,1.6,2.2,0.6,0.3,0.1,0.7,1.1,4
56,Kedrick Brown\brownke01,SF,22,TOT,55,26,17.6,2.1,4.6,0.461,0.7,1.8,0.384,1.4,2.8,0.51,0.535,0.3,0.5,0.63,0.7,1.9,2.7,1.2,0.5,0.1,0.5,1.5,5.3
56,Kedrick Brown\brownke01,SF,22,BOS,21,10,19.4,2.1,4.7,0.455,0.6,1.5,0.375,1.6,3.2,0.493,0.515,0.4,0.6,0.615,0.9,2.4,3.2,1.2,0.8,0.1,0.6,1.8,5.2
56,Kedrick Brown\brownke01,SF,22,CLE,34,16,16.5,2.1,4.6,0.465,0.8,2,0.388,1.4,2.6,0.523,0.548,0.3,0.4,0.643,0.7,1.6,2.3,1.1,0.4,0.1,0.5,1.2,5.3
57,Kwame Brown\brownkw01,PF,21,WAS,74,57,30.3,3.9,8,0.489,0,0,0.5,3.9,7.9,0.489,0.49,3.1,4.5,0.683,2.4,5,7.4,1.5,0.9,0.7,1.9,1.9,10.9
58,P.J. Brown\brownpj01,PF,34,NOH,80,80,34.4,4.2,8.9,0.476,0,0,0,4.2,8.9,0.477,0.476,2,2.3,0.854,3,5.7,8.6,1.9,1,0.9,1.3,2.5,10.5
59,Tierre Brown\brownti01,PG,24,NOH,3,0,5.7,0.7,1.3,0.5,0,0,,0.7,1.3,0.5,0.5,0.7,1.3,0.5,0,0.3,0.3,0.7,0,0,2.3,0.3,2
60,Rick Brunson\brunsri01,PG,31,TOT,40,0,10.3,1,2.6,0.381,0.3,0.6,0.478,0.7,2.1,0.354,0.433,0.7,0.8,0.871,0.2,0.7,0.9,2.1,0.6,0.1,0.8,1.1,3
60,Rick Brunson\brunsri01,PG,31,TOR,3,0,3.3,0.7,1.3,0.5,0,0,,0.7,1.3,0.5,0.5,0,0,,0,0,0,0.7,0,0,0,0,1.3
60,Rick Brunson\brunsri01,PG,31,CHI,37,0,10.9,1,2.7,0.376,0.3,0.6,0.478,0.7,2.1,0.346,0.431,0.7,0.8,0.871,0.2,0.8,1,2.2,0.7,0.1,0.9,1.2,3.1
61,Kobe Bryant\bryanko01,SG,25,LAL,65,64,37.6,7.9,18.1,0.438,1.1,3.3,0.327,6.8,14.8,0.463,0.468,7,8.2,0.852,1.6,3.9,5.5,5.1,1.7,0.4,2.6,2.7,24
62,Greg Buckner\buckngr01,SG,27,PHI,53,3,13.3,1.2,3.3,0.377,0.2,0.8,0.273,1,2.5,0.412,0.411,0.4,0.5,0.741,0.5,1.4,1.9,0.8,0.4,0.1,0.6,1.5,3.1
63,Rodney Buford\buforro01,SF,26,SAC,22,0,6.4,0.9,2.5,0.339,0,0.1,0,0.9,2.5,0.352,0.339,0.1,0.3,0.5,0.3,0.4,0.7,0.3,0.3,0,0.2,0.4,1.9
64,Caron Butler\butleca01,SF,23,MIA,68,56,29.9,3.5,9.3,0.38,0.1,0.6,0.238,3.4,8.7,0.39,0.388,2,2.6,0.756,1.4,3.4,4.8,1.9,1.1,0.2,1.3,2.4,9.2
65,Mitchell Butler\butlemi02,SG,33,WAS,41,4,13.5,1.3,3,0.435,0.3,0.7,0.367,1,2.3,0.457,0.48,0.4,0.6,0.625,0.6,1.1,1.7,0.8,0.5,0.1,0.6,1.3,3.3
66,Rasual Butler\butlera01,SF,24,MIA,45,0,15,2.6,5.6,0.476,1.1,2.4,0.463,1.5,3.2,0.486,0.576,0.4,0.5,0.762,0.1,1.3,1.4,0.5,0.2,0.3,0.6,1.6,6.8
67,Zarko Cabarkapa\cabarza01,PF,22,PHO,49,4,11.6,1.7,4,0.411,0.1,0.7,0.188,1.5,3.4,0.455,0.426,0.7,1.1,0.66,0.5,1.5,2,0.8,0.2,0.3,1.1,1.5,4.1
68,Marcus Camby\cambyma01,C,29,DEN,72,72,30,3.6,7.6,0.477,0,0,0,3.6,7.6,0.479,0.477,1.4,1.9,0.721,2.9,7.2,10.1,1.8,1.2,2.6,1.4,3.3,8.6
69,Elden Campbell\campbel01,C,35,DET,65,27,13.7,2.1,4.8,0.439,0,0,,2.1,4.8,0.439,0.439,1.3,1.9,0.685,0.8,2.4,3.2,0.7,0.3,0.8,1,2.1,5.6
70,Brian Cardinal\cardibr01,PF,26,GSW,76,11,21.5,2.9,6.1,0.472,0.7,1.6,0.444,2.2,4.5,0.482,0.531,3.1,3.6,0.878,1.3,2.9,4.2,1.4,0.9,0.3,1.1,2.7,9.6
71,Matt Carroll\carroma01,SG,23,TOT,16,0,4.4,0.4,1,0.438,0.1,0.2,0.333,0.4,0.8,0.462,0.469,0.3,0.4,0.667,0.1,0.3,0.4,0.1,0.1,0,0.4,0.5,1.2
71,Matt Carroll\carroma01,SG,23,POR,13,0,3.7,0.4,0.8,0.455,0.1,0.2,0.333,0.3,0.6,0.5,0.5,0.2,0.2,1,0,0.2,0.2,0.1,0,0,0.2,0.2,1
71,Matt Carroll\carroma01,SG,23,SAS,3,0,7.3,0.7,1.7,0.4,0,0,,0.7,1.7,0.4,0.4,0.7,1.3,0.5,0.3,0.7,1,0.3,0.3,0,1.3,1.7,2
72,Anthony Carter\cartean01,PG,28,SAS,5,2,17.4,2.2,7.4,0.297,0,0.6,0,2.2,6.8,0.324,0.297,0,0,,0.4,1.8,2.2,2.4,0.8,0,2.4,1.8,4.4
73,Maurice Carter\cartema01,SG,27,TOT,10,0,11,1.1,3.5,0.314,0.4,1.1,0.364,0.7,2.4,0.292,0.371,1.6,2,0.8,0.2,0.9,1.1,0.4,0,0,0.9,1,4.2
73,Maurice Carter\cartema01,SG,27,LAL,4,0,12.5,1.3,3.5,0.357,0.3,0.8,0.333,1,2.8,0.364,0.393,2.8,3,0.917,0,0.8,0.8,0.5,0,0,1.5,1.3,5.5
73,Maurice Carter\cartema01,SG,27,NOH,6,0,10,1,3.5,0.286,0.5,1.3,0.375,0.5,2.2,0.231,0.357,0.8,1.3,0.625,0.3,1,1.3,0.3,0,0,0.5,0.8,3.3
74,Vince Carter\cartevi01,SG,27,TOR,73,73,38.2,8.3,20,0.417,1.3,3.3,0.383,7.1,16.6,0.424,0.449,4.6,5.7,0.806,1.3,3.5,4.8,4.8,1.2,0.9,3.1,2.9,22.5
75,Sam Cassell\cassesa01,PG,34,MIN,81,81,35,7.7,15.7,0.488,0.9,2.3,0.398,6.7,13.4,0.504,0.517,3.6,4.1,0.873,0.5,2.8,3.3,7.3,1.3,0.2,2.7,3,19.8
76,Kelvin Cato\catoke01,PF,29,HOU,69,67,25.3,2.3,5.2,0.447,0,0,,2.3,5.2,0.447,0.447,1.4,2.1,0.676,2.2,4.6,6.8,1,0.8,1.4,1.2,2.9,6.1
77,Tyson Chandler\chandty01,PF,21,CHI,35,8,22.3,1.9,4.5,0.424,0,0,0,1.9,4.5,0.427,0.424,2.3,3.4,0.669,2.3,5.4,7.7,0.7,0.5,1.2,1.1,2.5,6.1
78,Calbert Cheaney\cheanca01,SF,32,GSW,79,7,26.2,3.5,7.3,0.481,0,0.1,0,3.5,7.2,0.489,0.481,0.6,1,0.61,1,2.3,3.3,1.7,0.8,0.2,1.1,2.3,7.6
79,Doug Christie\chrisdo01,SG,33,SAC,82,82,33.9,3.9,8.4,0.461,0.6,1.7,0.345,3.3,6.7,0.491,0.496,1.8,2.1,0.86,0.8,3.2,4,4.2,1.8,0.5,1.9,2.3,10.1
80,Keon Clark\clarkke01,PF,28,UTA,2,0,13.5,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0.5,3,3.5,0.5,0.5,0,0,0.5,2
81,Speedy Claxton\claxtsp01,PG,25,GSW,60,29,26.6,3.7,8.7,0.427,0.1,0.4,0.182,3.7,8.4,0.438,0.431,3,3.7,0.813,0.6,2,2.6,4.5,1.6,0.2,1.7,2.4,10.6
82,Mateen Cleaves\cleavma01,PG,26,CLE,4,2,23,1.8,5.8,0.304,0,0.3,0,1.8,5.5,0.318,0.304,0.3,0.5,0.5,0.3,1.5,1.8,4.8,1,0.5,1.3,3.3,3.8
83,Derrick Coleman\colemde01,C,36,PHI,34,30,24.8,3.1,7.6,0.413,0.2,1.1,0.222,2.9,6.6,0.444,0.429,1.4,1.9,0.754,1.3,4.3,5.6,1.4,0.7,0.8,1.7,2.3,8
84,Bimbo Coles\colesbi01,PG,35,MIA,22,1,7.7,0.5,1.5,0.353,0,0,,0.5,1.5,0.353,0.353,0.2,0.3,0.667,0.1,0.4,0.5,0.7,0.1,0,0.4,1.2,1.3
85,Jason Collier\collija02,C,26,ATL,20,16,27.3,4,8.3,0.479,0.1,0.2,0.25,3.9,8.1,0.484,0.482,3.4,4.3,0.788,1.8,3.8,5.6,0.9,0.6,0.6,1.6,3.6,11.3
86,Jarron Collins\collija03,C,25,UTA,81,31,21.4,1.8,3.6,0.498,0,0,0,1.8,3.6,0.5,0.498,2.3,3.2,0.718,1.4,2.5,3.9,1,0.3,0.2,1,3.1,6
87,Jason Collins\collija04,C,25,NJN,78,78,28.5,2.1,4.9,0.424,0,0,0,2.1,4.9,0.427,0.424,1.7,2.4,0.739,1.8,3.3,5.1,2,0.9,0.7,1.2,3.2,5.9
88,Brian Cook\cookbr01,C,23,LAL,35,2,12.6,1.9,4,0.475,0,0.1,0,1.9,3.9,0.493,0.475,0.6,0.8,0.75,0.9,2,2.9,0.6,0.5,0.5,0.5,1.8,4.4
89,Omar Cook\cookom01,PG,22,POR,17,0,8.2,0.4,1.6,0.259,0,0.1,0,0.4,1.5,0.269,0.259,0,0,,0.2,0.2,0.4,1.4,0.6,0,0.6,0.8,0.8
90,Chris Crawford\crawfch01,PF,28,ATL,56,25,21.6,3.8,8.4,0.448,0.8,2,0.389,3,6.4,0.466,0.495,1.8,2.1,0.866,1,2.1,3.1,0.8,0.7,0.4,1,2.3,10.2
91,Jamal Crawford\crawfja01,SG,23,CHI,80,73,35.1,6.4,16.5,0.386,2.1,6.5,0.317,4.3,10,0.432,0.449,2.5,3,0.833,0.6,3,3.5,5.1,1.4,0.4,2.4,2,17.3
92,Austin Croshere\croshau01,PF,28,IND,77,0,13.6,1.5,4,0.388,0.7,1.9,0.389,0.8,2.1,0.387,0.479,1.2,1.4,0.894,0.8,2.4,3.2,0.7,0.3,0.2,0.7,1.3,5
