Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
11,Kyle Anderson\anderky01,SF,25,MEM,26,23,29.9,3,6.1,0.487,0.2,0.7,0.294,2.8,5.4,0.511,0.503,0.7,1.2,0.531,1.2,5,6.3,3.2,1.2,0.8,1.2,2.5,6.8
12,Ryan Anderson\anderry01,PF,30,PHO,15,8,18.5,1.3,4,0.317,0.5,2.3,0.206,0.8,1.7,0.462,0.375,0.7,0.9,0.786,0.9,2.1,3,1.1,0.2,0.1,0.8,1.5,3.7
13,Ike Anigbogu\anigbik01,C,20,IND,3,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0.3,0.7,1,0.3,0,0.3,0.3,0,0
14,Giannis Antetokounmpo\antetgi01,PF,24,MIL,24,24,34,10,17.5,0.575,0.3,2.5,0.119,9.8,15,0.65,0.584,6.1,8.8,0.692,2.7,10.6,13.3,6,1.5,1.3,4.3,3.2,26.5
15,Carmelo Anthony\anthoca01,PF,34,HOU,10,2,29.4,4.9,12.1,0.405,2.1,6.4,0.328,2.8,5.7,0.491,0.492,1.5,2.2,0.682,0.9,4.5,5.4,0.5,0.4,0.7,0.8,3.2,13.4
16,OG Anunoby\anunoog01,SF,21,TOR,23,3,20.3,3.3,7.3,0.444,1.1,3.7,0.302,2.1,3.6,0.59,0.521,0.3,0.8,0.333,0.7,2,2.7,0.5,0.6,0.2,0.7,2.1,7.9
17,Ryan Arcidiacono\arcidry01,PG,24,CHI,27,16,28.4,2.4,5.5,0.436,1.6,3.9,0.406,0.8,1.6,0.512,0.581,0.6,0.8,0.81,0.3,2.5,2.8,3.7,1,0,1,2.6,7
18,Trevor Ariza\arizatr01,SF,33,PHO,25,25,33.9,3.3,8.8,0.373,1.9,5.3,0.353,1.4,3.5,0.402,0.48,1.4,1.6,0.829,0.6,4.8,5.5,3.3,1.4,0.3,1.6,1.7,9.8
19,D.J. Augustin\augusdj01,PG,31,ORL,27,27,27.1,3.3,7.5,0.446,1.6,3.7,0.424,1.8,3.8,0.466,0.55,1.9,2.1,0.879,0.5,1.6,2.1,5.1,0.4,0,1.2,1.2,10.1
20,Deandre Ayton\aytonde01,C,20,PHO,28,27,30.9,7,11.7,0.598,0,0.1,0,7,11.6,0.601,0.598,1.8,2.4,0.758,2.5,7.8,10.2,2.5,0.5,0.9,1.9,2.8,15.8
21,Dwayne Bacon\bacondw01,SG,23,CHO,15,0,12.5,2.1,4.4,0.485,0.6,1.2,0.5,1.5,3.2,0.479,0.553,0.7,0.8,0.833,0.1,1.6,1.7,0.9,0.2,0,0.5,1.5,5.5
22,Marvin Bagley\baglema01,PF,19,SAC,24,0,23.7,5,9.4,0.527,0.4,1,0.36,4.6,8.4,0.547,0.546,2.6,3.9,0.66,2.5,3.7,6.2,0.9,0.5,1.1,1.8,2.1,12.9
23,Ron Baker\bakerro01,SG,25,NYK,11,0,9.7,0.4,1.5,0.25,0.1,0.8,0.111,0.3,0.6,0.429,0.281,0.5,0.5,0.833,0.1,0.5,0.6,1.2,0.5,0,0.3,1.5,1.3
24,Wade Baldwin\baldwwa01,PG,22,POR,9,0,5.7,0.4,2,0.222,0.1,0.6,0.2,0.3,1.4,0.231,0.25,0.1,0.1,1,0.1,0.8,0.9,0.9,0,0.2,0.9,0.3,1.1
25,Lonzo Ball\balllo01,PG,21,LAL,27,25,28.2,3.3,8.5,0.383,1.3,4.1,0.318,2,4.4,0.442,0.459,0.5,0.9,0.565,1.1,4,5.1,4.7,1.4,0.3,2,2.3,8.3
26,Mohamed Bamba\bambamo01,C,20,ORL,26,0,17,2.8,5.7,0.49,0.6,1.8,0.34,2.2,3.8,0.56,0.544,0.5,0.8,0.6,1.3,3.2,4.6,1.1,0.3,1.3,0.7,2.2,6.6
27,J.J. Barea\bareajo01,PG,34,DAL,24,0,19.5,4.4,10.2,0.433,0.9,3,0.288,3.5,7.2,0.494,0.476,1.5,2.1,0.7,0.3,2.1,2.5,5.5,0.7,0,1.7,1.3,11.2
28,Harrison Barnes\barneha02,SF,26,DAL,21,21,31.7,6,14.5,0.413,2.4,5.9,0.403,3.6,8.6,0.42,0.495,3.3,4.1,0.793,0.9,3.6,4.5,1.3,0.8,0.3,1.7,1.8,17.7
29,Will Barton\bartowi01,SG,28,DEN,2,2,27,6,10.5,0.571,2.5,4.5,0.556,3.5,6,0.583,0.69,2,2,1,0,5,5,3,0.5,1,1.5,2.5,16.5
30,Keita Bates-Diop\bateske01,SF,23,MIN,2,0,9,1,4,0.25,0,2,0,1,2,0.5,0.25,0,0,,0,1.5,1.5,0,0,0.5,0,0.5,2
31,Nicolas Batum\batumni01,SF,30,CHO,26,26,30,3.4,7.7,0.443,1.3,3.4,0.375,2.2,4.3,0.496,0.525,0.9,1.1,0.857,1.2,4.3,5.5,3.5,0.9,0.5,1.7,1.7,9
32,Aron Baynes\baynear01,C,32,BOS,21,5,14.5,1.8,4.3,0.418,0.5,1.7,0.314,1.3,2.7,0.482,0.478,1.3,1.5,0.875,1.6,2.8,4.4,1.2,0.2,0.5,0.7,2.4,5.5
33,Kent Bazemore\bazemke01,SG,29,ATL,26,21,26.4,4.5,10.4,0.435,1.3,4.5,0.284,3.3,6,0.548,0.496,2.2,2.9,0.773,0.6,3.4,4,2.3,1.7,1,2.1,2.5,12.6
34,Bradley Beal\bealbr01,SG,25,WAS,27,27,35.7,8.4,18,0.466,2.3,6.9,0.33,6.1,11.1,0.55,0.529,3.9,5,0.778,0.6,3.7,4.3,4.3,1.1,1,2.3,3.1,22.9
35,Malik Beasley\beaslma01,SG,22,DEN,27,0,19.4,3.2,6.9,0.468,1.4,3.6,0.402,1.8,3.3,0.539,0.573,0.3,0.4,0.9,0.3,2.1,2.3,0.9,0.4,0.1,0.5,1.3,8.2
36,Michael Beasley\beaslmi01,PF,30,LAL,10,0,7.1,1.9,3.7,0.514,0.1,0.4,0.25,1.8,3.3,0.545,0.527,0.5,0.6,0.833,0.3,1.1,1.4,0.3,0.2,0,0.7,1.5,4.4
37,Marco Belinelli\belinma01,SG,32,SAS,27,0,21.9,3.3,8.9,0.365,1.5,4.6,0.328,1.7,4.3,0.405,0.45,1.3,1.6,0.857,0.2,1.6,1.8,1.9,0.6,0.2,0.6,1.4,9.4
38,Jordan Bell\belljo01,C,24,GSW,27,1,12.6,1.1,2.1,0.526,0,0,0,1.1,2.1,0.536,0.526,0.4,0.6,0.706,0.8,1.9,2.7,1.3,0.5,0.9,0.5,1.6,2.7
39,DeAndre' Bembry\bembrde01,SG,24,ATL,26,2,22.9,3.3,7.8,0.421,0.8,2.5,0.344,2.4,5.3,0.457,0.475,1.3,2.2,0.603,0.5,3.8,4.3,2.6,1.4,0.7,1.6,2.3,8.7
40,Dragan Bender\bendedr01,PF,21,PHO,10,0,8.6,0.8,2.2,0.364,0.2,1.3,0.154,0.6,0.9,0.667,0.409,0.5,0.5,1,0.5,1,1.5,0.5,0,0,0.6,0.8,2.3
41,Davis Bertans\bertada01,PF,26,SAS,24,4,17.2,2.5,5.1,0.48,1.7,3.7,0.449,0.8,1.4,0.559,0.642,0.6,0.6,0.933,0.4,2.2,2.6,0.9,0.4,0.4,0.5,1.4,7.2
42,Patrick Beverley\beverpa01,PG,30,LAC,27,16,24.3,2.1,6,0.35,1,3.4,0.304,1.1,2.6,0.408,0.436,1.1,1.4,0.789,0.7,3,3.7,3.6,0.7,0.3,1.2,3.4,6.4
43,Khem Birch\birchkh01,C,26,ORL,9,0,7.3,1.1,1.9,0.588,0,0,,1.1,1.9,0.588,0.588,0.2,0.2,1,0.7,1.4,2.1,0.2,0.4,0.2,0.3,0.8,2.4
44,Bismack Biyombo\biyombi01,C,26,CHO,10,0,7.7,0.7,1.2,0.583,0,0,,0.7,1.2,0.583,0.583,0.4,0.9,0.444,0.5,1.3,1.8,0.2,0.1,0.9,0.4,1.7,1.8
45,Nemanja Bjelica\bjeline01,PF,30,SAC,26,26,24.2,4.1,7.7,0.535,1.4,3.1,0.463,2.7,4.6,0.583,0.628,0.9,1.2,0.774,1.4,4.4,5.8,2,1,0.6,1.5,2.6,10.6
46,Antonio Blakeney\blakean01,SG,22,CHI,24,0,17.1,3.7,8.7,0.426,1.1,2.4,0.448,2.6,6.3,0.417,0.488,1,1.5,0.657,0.2,1.7,1.9,0.5,0.3,0.2,0.9,0.8,9.5
47,Eric Bledsoe\bledser01,PG,29,MIL,26,26,29.7,6,11.9,0.508,1.8,4.8,0.368,4.3,7.1,0.603,0.583,2,2.7,0.732,1.2,3.3,4.5,5.8,1.4,0.5,2.2,2.3,15.8
48,Jaron Blossomgame\blossja01,SF,25,CLE,4,1,16.5,1.8,3.5,0.5,0.8,2,0.375,1,1.5,0.667,0.607,0.5,0.5,1,1,3.3,4.3,0.5,0,0.3,0.3,0.5,4.8
49,Bogdan Bogdanovic\bogdabo01,SG,26,SAC,15,2,26.5,5.5,12.6,0.439,2.1,5.7,0.372,3.4,6.9,0.495,0.524,1.9,2.3,0.853,0.5,2.9,3.3,3.5,0.9,0.1,1.1,2.2,15.1
50,Bojan Bogdanovic\bogdabo02,SF,29,IND,27,27,31.3,5.9,11.1,0.527,2.1,4.3,0.491,3.7,6.8,0.549,0.622,2.8,3.4,0.806,0.4,3.4,3.9,1.4,0.8,0,1.7,1.8,16.6
51,Jonah Bolden\boldejo01,PF,23,PHI,7,0,6,0.6,1.6,0.364,0.1,1,0.143,0.4,0.6,0.75,0.409,0.1,0.3,0.5,0,1.3,1.3,0.3,0.4,0.1,0.4,1,1.4
52,Isaac Bonga\bongais01,PG,19,LAL,2,0,3,0,1,0,0,0.5,0,0,0.5,0,0,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0,1,1,0.5
53,Devin Booker\bookede01,SG,22,PHO,19,19,35.3,8.5,19.3,0.439,2.4,7.6,0.313,6.1,11.7,0.52,0.5,4.2,5,0.842,0.5,3.1,3.6,6.7,1.2,0.1,4.1,3.5,23.5
54,Chris Boucher\bouchch01,PF,26,TOR,3,0,4,1.3,2.7,0.5,0.3,1.3,0.25,1,1.3,0.75,0.563,1.3,2,0.667,1,1.3,2.3,0,0,1,0,0.7,4.3
55,Avery Bradley\bradlav01,SG,28,LAC,21,21,29.5,3.1,8.4,0.367,0.8,3,0.254,2.3,5.4,0.43,0.412,0.3,0.4,0.778,0.5,1.7,2.1,1.7,0.7,0.5,1.4,2.8,7.3
56,Mikal Bridges\bridgmi01,SF,22,PHO,28,14,23.5,2.7,6.4,0.417,1.2,3.5,0.337,1.5,2.9,0.512,0.508,0.9,1.1,0.839,0.4,1.8,2.3,1.2,1.3,0.3,0.8,2.4,7.5
57,Miles Bridges\bridgmi02,SF,20,CHO,25,0,20.5,3,6.2,0.487,0.9,2.6,0.354,2.1,3.6,0.582,0.561,0.8,1,0.731,0.7,3.2,4,1,0.6,0.8,0.6,1.4,7.8
58,Isaiah Briscoe\briscis01,PG,22,ORL,10,0,7,0.8,1.9,0.421,0.1,0.1,1,0.7,1.8,0.389,0.447,0.2,0.5,0.4,0,0.6,0.6,0.9,0,0,0.3,0.8,1.9
59,Ryan Broekhoff\broekry01,SG,28,DAL,13,0,5.1,0.5,1.5,0.35,0.4,1.3,0.294,0.2,0.2,0.667,0.475,0.1,0.1,1,0.1,0.7,0.8,0.2,0.1,0.1,0.2,0.2,1.5
60,Malcolm Brogdon\brogdma01,SG,26,MIL,26,26,30.2,6,11.5,0.522,1.8,3.9,0.475,4.2,7.6,0.545,0.602,1.7,1.7,0.978,1,3.5,4.5,3.4,0.6,0.2,1.7,1.7,15.5
61,Dillon Brooks\brookdi01,SF,23,MEM,11,0,18.9,2.5,6,0.409,0.6,1.7,0.368,1.8,4.3,0.426,0.462,1.3,1.6,0.778,0.5,1.5,2.1,0.9,0.7,0.4,0.8,2.7,6.8
62,MarShon Brooks\brookma01,SG,30,MEM,23,0,13.7,2.8,6.2,0.448,0.6,1.9,0.302,2.2,4.3,0.51,0.493,0.8,1.1,0.76,0.4,1.1,1.6,0.9,0.3,0.2,0.7,1.1,7
63,Bruce Brown\brownbr01,SG,22,DET,18,6,17.9,1.6,3.9,0.4,0.2,1.2,0.19,1.3,2.7,0.49,0.429,0.8,1.1,0.737,0.6,1.7,2.3,0.9,0.6,0.4,0.6,2.4,4.1
64,Jaylen Brown\brownja02,SG,22,BOS,22,19,27.8,4.7,11,0.424,1.2,4,0.299,3.5,7.1,0.494,0.477,1.9,2.8,0.677,1.2,3,4.2,1.5,0.6,0.5,1.5,2.6,12.5
65,Lorenzo Brown\brownlo01,PG,28,TOR,17,0,8.7,1,2.8,0.354,0.3,1.3,0.227,0.7,1.5,0.462,0.406,0.1,0.1,1,0.1,1,1.1,1,0.4,0.2,0.8,0.9,2.4
66,Sterling Brown\brownst02,SG,23,MIL,18,0,12,1.7,3.7,0.47,0.6,1.8,0.344,1.1,1.9,0.588,0.553,0.3,0.4,0.75,0.6,1.9,2.5,0.8,0.2,0.1,0.4,1.3,4.4
67,Troy Brown\browntr01,SF,19,WAS,12,0,6.3,1,2.4,0.414,0.2,0.4,0.4,0.8,2,0.417,0.448,0.6,0.7,0.875,0.3,1.3,1.6,0.8,0.3,0,0.3,0.4,2.8
68,Jalen Brunson\brunsja01,PG,22,DAL,22,3,14.4,2.2,4.7,0.476,0.4,1.5,0.273,1.8,3.2,0.571,0.519,0.5,0.9,0.55,0.2,1.1,1.3,1.7,0.6,0,0.6,1.1,5.4
69,Thomas Bryant\bryanth01,C,21,WAS,17,11,12.9,2.2,3.7,0.603,0.1,0.9,0.133,2.1,2.8,0.75,0.619,1.1,1.2,0.905,1.1,2.5,3.6,0.8,0.3,0.6,0.6,1.1,5.7
70,Reggie Bullock\bullore01,SG,27,DET,18,18,28.3,3.4,8.8,0.39,1.8,5.2,0.351,1.6,3.6,0.446,0.494,1.4,1.6,0.893,0.4,1.8,2.2,2.4,0.7,0.1,0.9,1.6,10.1
71,Trey Burke\burketr01,PG,26,NYK,21,5,20.7,4.5,10.7,0.422,1,2.9,0.361,3.5,7.8,0.445,0.471,2,2.4,0.804,0.6,1.5,2.1,3,0.6,0.1,1.1,1,12
72,Alec Burks\burksal01,SG,27,TOT,24,2,19.7,3.2,8.1,0.397,1.1,3.1,0.351,2.1,5,0.425,0.464,2.2,2.5,0.852,0.2,2.5,2.6,1.8,0.5,0.2,1,1.3,9.7
72,Alec Burks\burksal01,SG,27,UTA,17,0,15.8,2.8,6.7,0.412,0.9,2.5,0.372,1.8,4.2,0.437,0.482,1.9,2.2,0.868,0.1,1.5,1.6,1.2,0.4,0.2,0.9,1.3,8.4
72,Alec Burks\burksal01,SG,27,CLE,7,2,29,4.3,11.4,0.375,1.4,4.4,0.323,2.9,7,0.408,0.438,2.7,3.3,0.826,0.3,4.9,5.1,3.1,1,0,1.3,1.3,12.7
73,Deonte Burton\burtode02,SG,25,OKC,15,0,8.7,1.3,3.1,0.435,0.3,0.9,0.308,1.1,2.2,0.485,0.478,0.3,0.4,0.833,0.1,1,1.1,0.3,0.2,0.3,0.5,1.1,3.3
74,Jimmy Butler\butleji01,SG,29,TOT,23,23,33.7,7.3,15.1,0.48,1.5,3.8,0.398,5.7,11.3,0.508,0.53,4.4,5.3,0.835,1.9,3.3,5.2,3.5,2.1,0.8,1.5,1.9,20.4
74,Jimmy Butler\butleji01,SG,29,MIN,10,10,36.1,7.4,15.7,0.471,1.7,4.5,0.378,5.7,11.2,0.509,0.525,4.8,6.1,0.787,1.6,3.6,5.2,4.3,2.4,1,1.4,1.8,21.3
74,Jimmy Butler\butleji01,SG,29,PHI,13,13,31.9,7.2,14.7,0.487,1.4,3.3,0.419,5.8,11.4,0.507,0.534,4.1,4.6,0.883,2.1,3.1,5.2,2.9,1.8,0.6,1.6,1.9,19.8
75,Jose Calderon\caldejo01,PG,37,DET,19,0,10.8,0.8,2.4,0.326,0.2,1.2,0.182,0.6,1.3,0.458,0.37,0.2,0.3,0.8,0.2,0.7,0.8,1.7,0.5,0.1,0.5,1.1,2
76,Kentavious Caldwell-Pope\caldwke01,SG,25,LAL,27,3,21.6,2.7,6.9,0.387,1.4,4,0.349,1.3,2.9,0.442,0.489,1.9,2,0.926,0.4,1.9,2.3,0.6,0.8,0.2,0.6,1.5,8.6
77,Isaiah Canaan\canaais01,PG,27,PHO,19,15,26.5,2.7,6.8,0.395,1.3,3.8,0.347,1.4,3,0.456,0.492,0.8,1.1,0.75,0.3,2.3,2.6,3.3,0.6,0,1.5,2.4,7.5
78,Clint Capela\capelca01,C,24,HOU,26,26,33.7,7.7,11.8,0.649,0,0,,7.7,11.8,0.649,0.649,2,3.5,0.582,4.8,6.7,11.6,1.6,0.5,2,1.7,2.7,17.4
79,DeMarre Carroll\carrode01,SF,32,BRK,17,0,22.1,2.5,7.2,0.344,1.2,3.8,0.308,1.3,3.4,0.386,0.426,2.5,3,0.824,1.1,4,5.1,0.8,0.4,0.1,1.2,1.6,8.6
80,Vince Carter\cartevi01,SF,42,ATL,23,8,17.6,2.5,6.3,0.4,1.4,4,0.363,1.1,2.3,0.463,0.514,0.7,0.8,0.842,0.3,2.1,2.4,1,0.6,0.3,0.5,1.6,7.2
81,Wendell Carter\cartewe01,C,19,CHI,28,28,25.5,4.1,8.8,0.47,0.2,0.9,0.208,4,8,0.498,0.48,2.4,2.9,0.805,2,5.1,7.1,2.1,0.6,1.5,1.6,3.4,10.8
82,Michael Carter-Williams\cartemi01,PG,27,HOU,15,1,9.3,1.5,3.8,0.404,0.4,1.1,0.375,1.1,2.7,0.415,0.456,0.8,1.7,0.462,0.2,0.7,0.9,1.3,0.6,0.4,0.7,1.7,4.3
83,Omri Casspi\casspom01,SF,30,MEM,20,0,12.8,2,3.6,0.542,0.4,1.1,0.333,1.6,2.6,0.627,0.59,1.1,1.8,0.583,0.4,2.7,3.1,0.9,0.5,0.2,0.5,1,5.3
84,Willie Cauley-Stein\caulewi01,C,25,SAC,26,26,28.3,6.2,11.6,0.538,0,0,1,6.2,11.5,0.537,0.54,1.5,3.1,0.481,2.4,6.1,8.5,2.3,1.3,0.5,1.4,3.2,14
85,Tyson Chandler\chandty01,C,36,TOT,24,0,18.8,1.3,2.1,0.588,0,0,,1.3,2.1,0.588,0.588,1.2,1.8,0.651,2,4.9,6.9,0.7,0.5,0.3,0.9,2.6,3.7
85,Tyson Chandler\chandty01,C,36,PHO,7,0,12.7,1.1,1.7,0.667,0,0,,1.1,1.7,0.667,0.667,1.4,2.6,0.556,1,4.6,5.6,0.9,0.3,0.1,1,3,3.7
85,Tyson Chandler\chandty01,C,36,LAL,17,0,21.3,1.3,2.3,0.564,0,0,,1.3,2.3,0.564,0.564,1.1,1.5,0.72,2.4,5.1,7.5,0.6,0.6,0.4,0.9,2.5,3.6
86,Wilson Chandler\chandwi01,PF,31,PHI,16,12,24.4,2.5,5.1,0.488,0.9,2.4,0.395,1.6,2.8,0.568,0.579,0.1,0.4,0.333,1.4,3.3,4.7,1.8,0.4,0.4,1.1,2.4,6.1
87,Marquese Chriss\chrisma01,PF,21,HOU,9,0,5.9,0.9,2.3,0.381,0.1,1,0.111,0.8,1.3,0.583,0.405,0.2,0.3,0.667,0.3,0.8,1.1,0.3,0.1,0.2,0.6,1,2.1
88,Gary Clark\clarkga01,PF,24,HOU,22,0,16.9,1.1,3.8,0.289,0.9,3.5,0.263,0.2,0.3,0.571,0.41,0.3,0.3,1,0.5,2.3,2.9,0.5,0.5,0.8,0.1,1.2,3.4
89,Ian Clark\clarkia01,SG,27,NOP,25,0,14.1,1.5,4.2,0.352,0.6,2,0.286,0.9,2.2,0.411,0.419,0.4,0.4,0.9,0.2,1.4,1.5,1.3,0.2,0.1,0.8,1.4,3.9
90,Jordan Clarkson\clarkjo01,SG,26,CLE,27,0,25,6.4,14.4,0.443,1.5,4.7,0.317,4.9,9.7,0.504,0.495,1.8,2.1,0.842,1.1,2.2,3.3,2.1,0.6,0.1,1.5,1.7,16
91,John Collins\collijo01,PF,21,ATL,11,9,28,7.6,12.3,0.622,0.6,2.5,0.259,7,9.8,0.713,0.648,2.2,2.8,0.774,2.2,6.1,8.3,2.6,0.1,0.5,2.1,2.7,18.1
92,Zach Collins\colliza01,C,21,POR,27,0,19.2,2.9,5.6,0.513,0.6,1.8,0.333,2.3,3.8,0.598,0.567,1.3,1.5,0.878,1.4,2.8,4.2,0.9,0.4,0.9,1.3,2.9,7.6
93,Darren Collison\collida01,PG,31,IND,27,27,28.3,3.5,8.1,0.432,0.8,2.3,0.355,2.7,5.9,0.462,0.482,1.7,2.1,0.776,0.6,2.2,2.8,5.6,1.6,0.1,1.5,1.7,9.5
94,Mike Conley\conlemi01,PG,31,MEM,26,26,33.9,6.7,16.2,0.412,2.1,6.3,0.337,4.6,10,0.459,0.477,4.7,5.7,0.831,0.5,2.8,3.3,6.5,1.3,0.4,1.9,2.1,20.2
95,Pat Connaughton\connapa01,SG,26,MIL,22,0,18.7,2.4,5.7,0.424,1,3.4,0.293,1.4,2.3,0.62,0.512,0.6,0.9,0.7,1,2.9,3.9,1.8,0.5,0.6,0.5,1.2,6.5
96,Quinn Cook\cookqu01,PG,25,GSW,25,8,18,3.4,7.3,0.47,1.4,3.2,0.444,2,4.1,0.49,0.568,0.4,0.5,0.833,0.3,2.2,2.6,2,0.4,0.1,0.9,1.6,8.7
97,Robert Covington\covinro01,SF,28,TOT,25,25,34.3,4.2,9.8,0.433,2.4,6.2,0.385,1.8,3.6,0.517,0.555,1.7,2.2,0.796,0.5,5,5.6,1.1,2.2,1.4,1.4,3.3,12.6
97,Robert Covington\covinro01,SF,28,PHI,13,13,33.8,3.8,9,0.427,2.3,5.9,0.39,1.5,3.1,0.5,0.556,1.3,1.8,0.739,0.5,4.6,5.2,1.1,1.8,1.8,1.7,3.5,11.3
97,Robert Covington\covinro01,SF,28,MIN,12,12,34.8,4.7,10.7,0.438,2.5,6.6,0.38,2.2,4.1,0.531,0.555,2.2,2.6,0.839,0.5,5.5,6,1.1,2.6,1.1,1.2,3.2,14
98,Allen Crabbe\crabbal01,SG,26,BRK,27,14,26,3,8.8,0.336,2.3,5.9,0.381,0.7,2.9,0.244,0.464,0.9,1.1,0.774,0.4,3,3.4,1.1,0.6,0.3,1.2,2.5,9.1
99,Torrey Craig\craigto01,SF,28,DEN,22,16,17.5,1.6,4.3,0.379,0.4,2,0.182,1.3,2.3,0.549,0.421,0.4,0.6,0.571,1.4,2.1,3.5,0.6,0.5,0.4,0.7,2.2,4
100,Jamal Crawford\crawfja01,SG,38,PHO,24,0,16.1,2.1,5.9,0.359,1,2.9,0.333,1.2,3,0.384,0.44,1.4,1.7,0.805,0.1,0.9,1,2.6,0.4,0.1,1.3,1.2,6.6
101,Jae Crowder\crowdja01,SF,28,UTA,28,4,27.9,4,10,0.404,1.9,6.1,0.318,2.1,3.9,0.536,0.5,2.1,2.9,0.741,0.7,4,4.7,1.8,0.7,0.4,1,2.3,12.1
102,Dante Cunningham\cunnida01,PF,31,SAS,27,20,22.7,1.7,3.7,0.465,0.9,1.7,0.489,0.9,2,0.444,0.579,0.3,0.4,0.9,1.2,3.4,4.7,1.3,0.7,0.4,0.6,1.9,4.7
103,Seth Curry\curryse01,SG,28,POR,22,1,16.6,1.5,4.1,0.374,1,2,0.467,0.6,2.1,0.283,0.489,0.2,0.2,1,0.4,1,1.4,0.7,0.1,0.1,0.8,1.2,4.3
104,Stephen Curry\curryst01,PG,30,GSW,17,17,33.5,10.1,19.7,0.513,5.4,10.7,0.5,4.8,9,0.529,0.649,4.5,4.8,0.938,0.4,4.8,5.2,5.8,1.1,0.4,3.1,2.4,30.1
105,Troy Daniels\danietr01,SG,27,PHO,12,0,16.2,2.6,5.9,0.437,1.9,4.7,0.411,0.7,1.3,0.533,0.599,0.6,0.7,0.875,0.3,1.2,1.5,0.6,0.7,0.1,1,1.6,7.7
106,Anthony Davis\davisan02,C,25,NOP,25,25,36.8,9.8,19.6,0.502,0.8,2.6,0.308,9,17,0.532,0.522,7,8.6,0.809,3.2,8.9,12.2,4.8,1.7,2.8,2.3,2.6,27.4
107,Ed Davis\davised01,C,29,BRK,28,1,17.1,2.3,3.9,0.591,0,0,,2.3,3.9,0.591,0.591,0.9,1.6,0.578,3.3,5.1,8.3,0.6,0.4,0.4,0.6,2.9,5.6
108,Tyler Davis\davisty01,C,21,OKC,1,0,1,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,0,0,0,0,0,0
109,Dewayne Dedmon\dedmode01,C,29,ATL,20,9,22.2,3,6.9,0.438,0.6,2.3,0.244,2.5,4.6,0.533,0.478,1.2,1.3,0.885,1.2,5.8,6.9,1,1.2,1.2,1.2,3.2,7.7
110,Sam Dekker\dekkesa01,PF,24,TOT,10,5,17.9,2.3,5.1,0.451,0.5,1.4,0.357,1.8,3.7,0.486,0.5,0.8,1,0.8,0.9,2.5,3.4,1,1.3,0,0.5,1.3,5.9
110,Sam Dekker\dekkesa01,PF,24,CLE,9,5,18.8,2.4,5.3,0.458,0.6,1.4,0.385,1.9,3.9,0.486,0.51,0.9,1.1,0.8,1,2.7,3.7,1,1.2,0,0.6,1.4,6.3
