Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
110,Sam Dekker\dekkesa01,F,24,WAS,1,0,10,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,1,1,1,2,0,0,0,2
111,Matthew Dellavedova\dellama01,PG,28,TOT,13,0,8.7,0.8,2,0.385,0.4,1.1,0.357,0.4,0.9,0.417,0.481,0.5,0.5,1,0,0.9,0.9,2.5,0.2,0,1,0.7,2.4
111,Matthew Dellavedova\dellama01,PG,28,MIL,12,0,8.1,0.5,1.6,0.316,0.3,0.9,0.364,0.2,0.7,0.25,0.421,0.3,0.3,1,0,0.8,0.8,2.4,0.2,0,0.9,0.8,1.7
111,Matthew Dellavedova\dellama01,G,28,CLE,1,0,16,4,7,0.571,1,3,0.333,3,4,0.75,0.643,2,2,1,0,2,2,4,0,0,2,0,11
112,Luol Deng\denglu01,SF,33,MIN,3,0,8.7,1.3,4,0.333,0,1.7,0,1.3,2.3,0.571,0.333,0.7,1,0.667,1.7,2,3.7,0.3,0.3,0.3,0.3,0.7,3.3
113,DeMar DeRozan\derozde01,SG,29,SAS,28,28,35.4,9.1,18.9,0.48,0.2,1.3,0.171,8.9,17.6,0.502,0.486,5.7,6.7,0.856,0.8,4.9,5.6,6.2,1,0.5,2.5,2.2,24.1
114,Marcus Derrickson\derrima01,SF,22,GSW,4,0,4.8,0.5,1.5,0.333,0.3,0.8,0.333,0.3,0.8,0.333,0.417,0,0,,0,0.5,0.5,0,0,0,0.5,1.3,1.3
115,Cheick Diallo\diallch01,PF,22,NOP,22,0,9.9,1.6,2.9,0.571,0,0,0,1.6,2.8,0.581,0.571,0.7,0.9,0.8,1,3,3.9,0.4,0.3,0.6,0.5,1.3,4
116,Hamidou Diallo\diallha01,SG,20,OKC,19,2,13.6,2.4,4.8,0.489,0.2,0.8,0.267,2.2,4.1,0.532,0.511,1.1,1.5,0.69,1.2,1.4,2.6,0.5,0.7,0.2,0.5,2,6
117,Gorgui Dieng\dienggo01,C,29,MIN,27,0,13.6,2,4.3,0.453,0.1,0.7,0.2,1.8,3.6,0.505,0.47,1.2,1.4,0.846,0.8,3.1,4,0.8,0.4,0.7,0.8,1.7,5.3
118,Spencer Dinwiddie\dinwisp01,PG,25,BRK,28,3,28.6,5.6,11.9,0.467,1.9,5.3,0.356,3.7,6.6,0.557,0.546,3.1,4.1,0.754,0.5,2,2.5,4.9,0.6,0.4,2.1,3.1,16.1
119,Donte DiVincenzo\divindo01,SG,22,MIL,19,0,16.9,2.1,5.1,0.402,0.9,3.4,0.266,1.2,1.7,0.667,0.49,0.5,0.6,0.818,0.6,2.1,2.7,1.4,0.5,0.1,0.8,1.6,5.5
120,Luka Doncic\doncilu01,PF,19,DAL,24,24,32.3,6.1,14.2,0.428,2.2,6,0.371,3.9,8.3,0.47,0.506,3.4,4.3,0.794,1.1,5.6,6.7,4.3,1.1,0.3,3.5,2.1,17.8
121,Tyler Dorsey\dorsety01,SG,22,ATL,13,0,11.2,1.5,4.2,0.37,0.3,1.5,0.2,1.2,2.6,0.471,0.407,0.7,1.3,0.529,0.2,1.6,1.8,0.8,0.3,0,0.4,0.8,4.1
122,Damyean Dotson\dotsoda01,SG,24,NYK,22,9,26.8,4.5,9.7,0.469,1.6,4.1,0.385,3,5.5,0.533,0.552,0.7,1,0.696,0.9,3.4,4.3,1,0.9,0.1,0.8,1.7,11.4
123,PJ Dozier\doziepj01,PG,22,BOS,2,0,4,1.5,3,0.5,0.5,1,0.5,1,2,0.5,0.583,0,0,,1,1,2,0,0,0,0,0.5,3.5
124,Goran Dragic\dragigo01,PG,32,MIA,14,14,29.1,5.5,13.4,0.412,1.6,4.9,0.319,3.9,8.4,0.466,0.471,2.7,3.6,0.76,0.6,2.5,3.1,4.9,0.7,0.3,2.5,2.1,15.3
125,Andre Drummond\drumman01,C,25,DET,25,25,33,7.8,15.2,0.509,0.1,0.8,0.15,7.6,14.4,0.529,0.513,2.8,5.5,0.5,6,9.5,15.5,1.3,1.4,1.7,2.5,3.6,18.4
126,Jared Dudley\dudleja01,PF,33,BRK,28,20,21.2,1.6,4.1,0.379,0.8,2.6,0.292,0.8,1.6,0.523,0.47,0.4,0.6,0.688,0.6,2,2.6,1.4,0.5,0.3,0.9,2.5,4.3
127,Kris Dunn\dunnkr01,PG,24,CHI,2,1,25,3.5,9,0.389,0.5,3,0.167,3,6,0.5,0.417,1.5,1.5,1,0.5,3,3.5,6.5,0,0,3,5,9
128,Kevin Durant\duranke01,PF,30,GSW,28,28,35.8,10,19.7,0.51,1.6,4.8,0.346,8.4,14.9,0.562,0.552,7.1,7.6,0.93,0.5,7.3,7.7,6.2,1,1,3.4,2.1,28.8
129,Vince Edwards\edwarvi01,SF,22,HOU,1,0,4,1,2,0.5,1,2,0.5,0,0,,0.75,0,0,,1,0,1,0,0,0,0,0,3
130,Henry Ellenson\ellenhe01,PF,22,DET,2,0,12.5,2,5,0.4,1,2,0.5,1,3,0.333,0.5,1,1,1,0,4.5,4.5,0.5,0,0,0,1,6
131,Wayne Ellington\ellinwa01,SG,31,MIA,16,10,26.3,3.3,8.8,0.371,2.8,7.4,0.381,0.4,1.4,0.318,0.532,0.7,0.8,0.846,0.4,2.2,2.6,1.6,1.3,0.2,0.8,2,10
132,Joel Embiid\embiijo01,C,24,PHI,27,27,34.3,8.5,18.5,0.459,1.2,4.1,0.288,7.3,14.4,0.508,0.491,8.1,10.3,0.791,2.2,10.9,13.1,3.6,0.5,2,3.1,3.4,26.3
133,James Ennis\ennisja01,SF,28,HOU,23,22,25.2,2.9,6,0.489,1.3,3.5,0.363,1.7,2.5,0.667,0.595,1,1.3,0.71,1,1.8,2.7,0.6,0.9,0.4,0.6,3.3,8
134,Drew Eubanks\eubandr01,PF,21,SAS,4,0,3.3,0.8,1.3,0.6,0,0,,0.8,1.3,0.6,0.6,0.5,0.5,1,0.3,0,0.3,0,0,0,0.5,0,2
135,Jacob Evans\evansja02,SG,21,GSW,17,0,4.5,0.2,0.9,0.188,0.1,0.2,0.25,0.1,0.7,0.167,0.219,0,0,,0.1,0.4,0.4,0.6,0.1,0.1,0.2,0.6,0.4
136,Jawun Evans\evansja01,G,22,PHO,1,0,26,2,7,0.286,0,0,,2,7,0.286,0.286,0,0,,0,3,3,3,2,0,3,2,4
137,Tyreke Evans\evansty01,SG,29,IND,26,11,22.3,3.8,10.1,0.376,1.4,3.8,0.36,2.4,6.3,0.387,0.445,1.8,2.4,0.774,0.6,2.4,3,2.6,1.3,0.3,2.2,1.9,10.8
138,Dante Exum\exumda01,PG,23,UTA,27,0,15.5,2.2,5.5,0.403,0.4,1.5,0.268,1.8,4,0.454,0.44,1.8,2.4,0.727,0.3,1.3,1.6,2.1,0.3,0.1,1.1,1.7,6.6
139,Kenneth Faried\farieke01,PF,29,BRK,8,0,5.6,1.4,1.8,0.786,0,0,,1.4,1.8,0.786,0.786,0.4,0.9,0.429,0.9,1.1,2,0,0.1,0.1,0.4,0.3,3.1
140,Derrick Favors\favorde01,C,27,UTA,27,24,23.2,4.3,7.1,0.604,0.3,1,0.296,4,6.1,0.655,0.625,1.7,2.8,0.618,2.9,4.1,7,0.9,0.9,1.3,1.2,2.3,10.6
141,Cristiano Felicio\feliccr01,C,26,CHI,20,0,12.2,1.4,2.4,0.563,0,0.1,0,1.4,2.4,0.574,0.563,0.7,1,0.737,1,2.6,3.5,0.5,0.2,0.1,0.7,1.1,3.4
142,Raymond Felton\feltora01,PG,34,OKC,13,0,11,1.9,5.5,0.352,0.4,2.2,0.179,1.5,3.3,0.465,0.387,0.6,0.7,0.889,0.2,1.3,1.5,1.8,0.5,0.3,0.8,0.8,4.8
143,Terrance Ferguson\fergute01,SG,20,OKC,19,19,21.8,1.6,4.2,0.388,0.8,2.6,0.3,0.8,1.6,0.533,0.481,0.3,0.4,0.75,0.6,1.4,2,0.9,0.5,0.2,0.7,2.6,4.4
144,Yogi Ferrell\ferreyo01,SG,25,SAC,16,2,12.1,1.5,3.8,0.4,0.6,1.6,0.346,0.9,2.1,0.441,0.475,0.9,0.9,1,0.1,1.1,1.3,0.8,0.4,0.1,0.4,0.8,4.5
145,Dorian Finney-Smith\finnedo01,SF,25,DAL,25,11,26.9,3.3,6.8,0.482,1.4,3.6,0.404,1.8,3.2,0.568,0.588,1,1.4,0.667,1.8,2.6,4.4,0.8,1.2,0.5,1,3,9
146,Bryn Forbes\forbebr01,PG,25,SAS,28,28,27.1,4.6,10.1,0.457,2.1,4.9,0.434,2.5,5.2,0.479,0.562,0.9,1.1,0.839,0.3,2,2.3,2.1,0.6,0,1.2,2.4,12.3
147,Evan Fournier\fournev01,SG,26,ORL,26,26,30.3,5.8,13.8,0.419,2,6.3,0.319,3.8,7.6,0.503,0.492,1.5,1.9,0.76,0.3,2.6,2.9,3.8,1,0.3,1.9,3,15.1
148,De'Aaron Fox\foxde01,PG,21,SAC,26,26,32.3,6.3,13.3,0.476,1.3,3.2,0.415,5,10.2,0.494,0.524,4.1,5.7,0.716,0.5,3.2,3.6,7.5,1.5,0.6,3.2,2.3,18.1
149,Melvin Frazier\frazime01,SG,22,ORL,3,0,5.3,0,1,0,0,0.3,0,0,0.7,0,0,0,0,,0,0.3,0.3,0,0.3,0,0.3,1,0
150,Tim Frazier\fraziti01,PG,28,NOP,20,10,19.5,1.7,3.6,0.472,0.8,1.8,0.417,1,1.8,0.528,0.576,0.6,0.8,0.733,0.6,1.8,2.4,4.6,0.6,0.1,1.4,2.1,4.7
151,Channing Frye\fryech01,C,35,CLE,8,1,6.6,0.9,1.6,0.538,0.8,1,0.75,0.1,0.6,0.2,0.769,0,0,,0,1.5,1.5,0.1,0.1,0.1,0.4,0.8,2.5
152,Markelle Fultz\fultzma01,SG,20,PHI,19,15,22.5,3.4,8.2,0.419,0.2,0.7,0.286,3.2,7.4,0.433,0.432,1.1,1.9,0.568,1.4,2.3,3.7,3.1,0.9,0.3,1.3,2.7,8.2
153,Danilo Gallinari\gallida01,SF,30,LAC,26,26,31.5,5.6,12.8,0.434,2.3,5.3,0.445,3.2,7.6,0.426,0.525,5.3,5.8,0.913,1,5.1,6.1,2.2,0.7,0.3,1.1,2,18.8
154,Langston Galloway\gallola01,SG,27,DET,24,1,25.2,3.1,7.8,0.394,1.8,5.2,0.336,1.3,2.6,0.508,0.505,1,1.3,0.781,0.6,2.1,2.7,1.3,0.4,0.1,0.5,2,9
155,Marc Gasol\gasolma01,C,34,MEM,26,26,35,5.8,12.9,0.454,1.7,4.3,0.402,4.1,8.6,0.48,0.521,3.3,4.4,0.739,1.2,7.6,8.8,4,1.4,1.4,1.9,2.8,16.7
156,Pau Gasol\gasolpa01,C,38,SAS,9,0,17.4,2.4,4.8,0.512,0.4,0.8,0.571,2,4,0.5,0.558,1.4,2,0.722,1.2,4.9,6.1,3.3,0.1,1,0.8,1.8,6.8
157,Rudy Gay\gayru01,SF,32,SAS,24,21,27.2,5.5,10.7,0.512,1.3,2.7,0.484,4.2,8,0.521,0.572,1.6,2,0.83,1.2,5.7,6.9,2.1,0.9,0.6,1.7,2.5,13.8
158,Paul George\georgpa01,SF,28,OKC,25,25,34.7,8.3,19.2,0.431,3.2,8.9,0.365,5,10.3,0.488,0.516,4.5,5.5,0.825,1.3,6.5,7.8,4.3,2.2,0.8,2.8,2.9,24.3
159,Taj Gibson\gibsota01,PF,33,MIN,27,27,25.9,4.2,8,0.528,0.4,0.9,0.417,3.9,7.1,0.542,0.551,1.8,2.5,0.706,2.8,4,6.9,1.4,1,0.6,1,2.5,10.6
160,Harry Giles\gilesha01,PF,20,SAC,20,0,9.5,2.2,4.7,0.468,0,0.1,0,2.2,4.6,0.478,0.468,0.5,1.1,0.476,1,1.9,2.8,1.2,0.6,0.2,1,2.2,4.9
161,Shai Gilgeous-Alexander\gilgesh01,PG,20,LAC,27,18,27.3,4,8.4,0.473,0.5,1.4,0.359,3.4,6.9,0.497,0.504,2.2,2.7,0.819,0.9,2.4,3.3,3,1,0.7,1.8,1.9,10.6
162,Rudy Gobert\goberru01,C,26,UTA,28,28,31,5.7,8.3,0.685,0,0,,5.7,8.3,0.685,0.685,3.4,5.8,0.596,3.6,8.6,12.3,1.9,0.9,1.9,1.5,2.8,14.8
163,Aaron Gordon\gordoaa01,PF,23,ORL,25,25,32.6,6.4,13.7,0.468,1.7,4.5,0.381,4.7,9.2,0.511,0.531,1.8,2.6,0.682,1.9,5.6,7.5,2.8,1,0.8,1.8,2.5,16.3
164,Eric Gordon\gordoer01,SG,30,HOU,23,9,32.7,5.4,14.6,0.37,2.6,8.5,0.301,2.8,6,0.468,0.458,2.3,2.9,0.791,0.3,1.9,2.3,1.9,0.5,0.5,1.3,2,15.7
165,Marcin Gortat\gortama01,C,34,LAC,21,21,17.5,2.2,4,0.553,0,0,,2.2,4,0.553,0.553,1,1.3,0.815,1.3,4.3,5.6,1.6,0.1,0.6,1.1,2.2,5.5
166,Devonte' Graham\grahade01,PG,23,CHO,11,0,8.3,1,2.5,0.407,0.4,1.5,0.25,0.6,1,0.636,0.481,0,0,,0,0.6,0.6,1.2,0.3,0,0.5,0.5,2.4
167,Treveon Graham\grahatr01,SG,25,BRK,2,0,13.5,0,1.5,0,0,1,0,0,0.5,0,0,0,0,,0.5,1.5,2,0.5,0.5,0,1,2.5,0
168,Jerami Grant\grantje01,PF,24,OKC,25,22,30.1,4.3,8.4,0.51,1.2,3.1,0.39,3.1,5.3,0.579,0.581,1.9,2.9,0.667,0.8,4,4.8,1.1,0.7,1.2,1,2.4,11.7
169,Jerian Grant\grantje02,PG,26,ORL,27,0,19.7,1.6,4.2,0.372,0.7,2.1,0.351,0.8,2.1,0.393,0.46,0.4,0.7,0.556,0.4,1.5,1.9,3.4,1,0.1,1.3,1.8,4.2
170,Danny Green\greenda02,SG,31,TOR,29,29,29.3,3.4,7.8,0.442,2.3,5.5,0.421,1.1,2.3,0.493,0.591,0.2,0.2,0.857,1,3,4,1.3,0.9,0.8,1.1,2.4,9.4
171,Draymond Green\greendr01,PF,28,GSW,14,14,30.4,2.8,6.4,0.438,0.5,2.2,0.226,2.3,4.1,0.552,0.478,0.9,1.3,0.667,0.9,6.9,7.7,7.2,1.7,0.8,3.2,3.1,6.9
172,Gerald Green\greenge01,SG,33,HOU,22,0,17.2,2.6,6.5,0.406,1.6,5,0.321,1,1.5,0.676,0.528,0.3,0.4,0.778,0.6,2,2.6,0.5,0.4,0.2,0.5,1.5,7.2
173,JaMychal Green\greenja01,PF,28,MEM,14,2,23.2,4.4,9,0.492,0.9,2.4,0.382,3.5,6.6,0.533,0.544,1.6,1.9,0.815,2.4,4.6,7,0.6,1.1,0.6,1.8,2.7,11.4
174,Jeff Green\greenje02,PF,32,WAS,25,2,23.9,3.6,7.4,0.492,1,2.9,0.342,2.6,4.5,0.589,0.559,1.7,1.9,0.915,1.3,3.3,4.6,1.2,0.6,0.5,1.3,1.9,10
175,Blake Griffin\griffbl01,PF,29,DET,24,24,35.6,8.7,18.5,0.467,2.3,6.3,0.362,6.4,12.2,0.522,0.529,6,8,0.741,1.5,7.6,9.1,4.9,0.7,0.5,3.7,2.8,25.6
176,Daniel Hamilton\hamilda02,SG,23,ATL,2,0,6,0.5,2,0.25,0,0.5,0,0.5,1.5,0.333,0.25,0.5,1,0.5,0,0,0,0.5,0,0,0.5,0,1.5
177,Tim Hardaway\hardati02,SG,26,NYK,27,27,33,6.9,17.4,0.395,3,8.1,0.364,3.9,9.3,0.422,0.48,4.7,5.6,0.853,0.5,2.6,3.1,3,1,0.1,2.1,2.4,21.5
178,James Harden\hardeja01,SG,29,HOU,23,23,36,9,20.4,0.443,4.1,11.1,0.373,4.9,9.3,0.528,0.545,7.8,9.4,0.829,0.6,4.8,5.3,8.1,2,0.6,5.7,3.4,30
179,Maurice Harkless\harklma01,SF,25,POR,15,8,18.6,1.8,4.3,0.422,0.6,1.8,0.333,1.2,2.5,0.486,0.492,0.2,0.3,0.75,0.5,2.9,3.5,0.7,0.7,0.9,0.6,2.5,4.4
180,Montrezl Harrell\harremo01,C,25,LAC,27,0,25.7,5.8,9.1,0.638,0,0,0,5.8,9.1,0.641,0.638,3.6,6,0.609,2.3,4.5,6.8,1.6,0.9,1.6,1.4,2.9,15.3
181,Devin Harris\harride01,PG,35,DAL,15,0,15.2,2,4.8,0.417,1,3,0.333,1,1.8,0.556,0.521,1.6,2.1,0.774,0.1,1.8,1.9,1.4,0.9,0.3,0.5,1.6,6.6
182,Gary Harris\harriga01,SG,24,DEN,21,21,32.3,6.2,14.1,0.439,1.7,5.3,0.324,4.5,8.8,0.508,0.5,2.5,3.2,0.791,0.7,2.5,3.2,2.9,1.2,0.4,1.2,2.2,16.6
183,Joe Harris\harrijo01,SG,27,BRK,25,25,29.6,4.6,9.6,0.481,2.3,5.1,0.449,2.3,4.5,0.518,0.6,1.3,1.6,0.8,0.8,2.9,3.7,2.2,0.6,0.1,1.4,3.1,12.8
184,Tobias Harris\harrito02,PF,26,LAC,27,27,34.8,8,15.9,0.505,1.9,4.7,0.398,6.1,11.2,0.55,0.564,3,3.5,0.872,0.7,7.5,8.2,2.2,0.6,0.5,2,2.1,21
185,Andrew Harrison\harrian01,SG-PG,24,TOT,13,0,12,1.1,3.3,0.326,0.3,1.2,0.25,0.8,2.1,0.37,0.372,1.2,1.2,1,0.3,0.9,1.2,1.4,0.3,0.2,0.8,2.2,3.7
185,Andrew Harrison\harrian01,PG,24,MEM,1,0,5,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,0,0,0,1,2
185,Andrew Harrison\harrian01,SG,24,CLE,10,0,14.4,1.2,3.9,0.308,0.3,1.4,0.214,0.9,2.5,0.36,0.346,1.6,1.6,1,0.4,1.1,1.5,1.7,0.4,0.2,1,2.6,4.3
185,Andrew Harrison\harrian01,SG,24,NOP,2,0,3.5,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.75,0,0,,0,0.5,0.5,0.5,0,0,0,0.5,1.5
186,Shaquille Harrison\harrish01,PG,25,CHI,19,0,16.5,2.2,5.4,0.412,0.4,1.5,0.241,1.8,3.8,0.479,0.446,1.3,2.1,0.625,0.3,2.3,2.6,1.7,1.5,0.3,0.8,1.3,6.1
187,Josh Hart\hartjo01,SG,23,LAL,27,6,25.2,3.2,7.2,0.448,1.8,4.6,0.39,1.4,2.6,0.549,0.572,0.9,1.3,0.694,0.5,2.9,3.3,1.2,1.1,0.6,0.8,2.3,9.1
188,Isaiah Hartenstein\harteis01,PF,20,HOU,21,0,8.2,0.8,1.6,0.485,0.1,0.2,0.4,0.7,1.3,0.5,0.515,0.5,0.7,0.786,0.8,0.8,1.6,0.5,0.2,0.4,0.6,2,2.1
189,Udonis Haslem\hasleud01,C,38,MIA,3,0,4.7,0.7,2,0.333,0,0.7,0,0.7,1.3,0.5,0.333,0,0,,0.3,1.3,1.7,0,0,0,0.7,1,1.3
190,Gordon Hayward\haywago01,SF,28,BOS,23,15,26.7,3.7,9.1,0.41,1.3,3.8,0.333,2.5,5.3,0.463,0.479,2,2.3,0.887,1,4.5,5.5,3.6,1.1,0.3,1.4,1.4,10.8
191,John Henson\hensojo01,C,28,MIL,14,0,13.4,2.2,4.8,0.463,0.8,2.2,0.355,1.4,2.6,0.556,0.545,0.4,0.7,0.6,1.1,3.9,5.1,1,0.5,0.8,0.9,1.1,5.6
192,Juan Hernangomez\hernaju01,PF,23,DEN,26,15,27.2,3.4,6.9,0.492,1.7,3.8,0.444,1.7,3.1,0.55,0.615,1.4,1.8,0.787,1.7,4,5.7,0.9,0.5,0.5,0.9,1.8,9.9
193,Willy Hernangomez\hernawi01,C,24,CHO,19,1,12.4,2.3,4.4,0.53,0.6,1,0.579,1.7,3.4,0.516,0.596,1.6,2.2,0.756,1.8,2.7,4.5,0.8,0.4,0.5,0.8,1.8,6.8
194,Mario Hezonja\hezonma01,SF,23,NYK,26,11,18.8,3,7.8,0.377,0.8,3,0.282,2.1,4.8,0.437,0.431,0.8,1.2,0.656,0.3,3.1,3.4,1.1,0.7,0.1,1.3,1.9,7.6
195,Buddy Hield\hieldbu01,SG,25,SAC,26,26,30.8,7.1,15,0.473,2.7,6.3,0.423,4.5,8.8,0.509,0.561,1.7,2,0.846,1.2,4.2,5.3,2.5,0.5,0.4,2.2,2.4,18.6
196,Nene Hilario\hilarne01,C,36,HOU,5,0,14.8,2.4,4,0.6,0,0.4,0,2.4,3.6,0.667,0.6,1,1,1,0.8,2,2.8,0.8,0.4,0.6,0.4,2.8,5.8
197,George Hill\hillge01,PG,32,TOT,14,13,25.5,4,7.9,0.509,0.9,2.1,0.448,3.1,5.8,0.531,0.568,1.2,1.5,0.81,0.9,1.2,2.1,2.7,0.9,0.1,1.4,2.6,10.1
197,George Hill\hillge01,PG,32,CLE,13,13,26.5,4.2,8.2,0.514,1,2.2,0.464,3.2,6.1,0.532,0.575,1.3,1.5,0.85,0.9,1.2,2.1,2.8,0.9,0.1,1.5,2.7,10.8
197,George Hill\hillge01,G,32,MIL,1,0,13,1,3,0.333,0,1,0,1,2,0.5,0.333,0,1,0,0,2,2,2,1,0,0,1,2
198,Solomon Hill\hillso01,SF,27,NOP,17,5,20.9,1.4,3.6,0.393,0.8,2.2,0.351,0.6,1.4,0.458,0.5,0.2,0.5,0.5,0.8,2.3,3.1,1.3,0.5,0.2,0.8,1.6,3.8
199,Aaron Holiday\holidaa01,PG,22,IND,17,0,12.6,2.2,5.3,0.422,0.7,2.6,0.273,1.5,2.7,0.565,0.489,0.8,0.9,0.813,0.1,2,2.1,1.5,0.6,0.4,0.8,1.4,5.9
200,Jrue Holiday\holidjr01,SG,28,NOP,29,29,36.7,7.9,16.4,0.478,1.4,4.8,0.3,6.4,11.6,0.552,0.522,3.3,4.4,0.764,1.1,3.2,4.3,8.8,1.8,0.7,3.8,2.4,20.5
201,Justin Holiday\holidju01,SG,29,CHI,28,28,34.9,4.4,10.6,0.411,2.9,7.5,0.384,1.5,3.1,0.477,0.547,0.8,0.9,0.885,0.5,3.9,4.4,2.4,1.8,0.5,1.2,2.1,12.4
202,John Holland\hollajo02,SF,30,CLE,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
203,Rondae Hollis-Jefferson\holliro01,SF,24,BRK,24,9,23.8,3.8,9.2,0.409,0.3,1,0.25,3.5,8.2,0.429,0.423,2.2,3.5,0.627,1.5,4.3,5.9,1.6,0.8,0.5,1.1,1.9,9.9
204,Richaun Holmes\holmeri01,C,25,PHO,27,1,14.5,2.9,4.3,0.658,0,0,,2.9,4.3,0.658,0.658,1.2,2,0.623,1.7,2.8,4.4,0.6,0.6,1.2,1.1,2.4,6.9
205,Rodney Hood\hoodro01,SG,26,CLE,26,26,28.2,4.5,10.5,0.427,1.2,3.2,0.369,3.3,7.3,0.453,0.484,2.2,2.4,0.905,0.3,2,2.3,2.1,0.8,0.1,1,2.6,12.4
206,Al Horford\horfoal01,C,32,BOS,22,22,30,5.1,10.4,0.491,1.3,3.7,0.341,3.8,6.6,0.575,0.553,1,1.4,0.7,1.5,4.8,6.4,3.4,0.8,1.7,1.5,1.9,12.4
207,Danuel House\houseda01,SF,25,HOU,8,0,19.6,2.4,5.8,0.413,0.9,3.5,0.25,1.5,2.3,0.667,0.489,2,2.8,0.727,0.8,2.3,3,0.9,0.4,0.1,0.6,2.4,7.6
208,Dwight Howard\howardw01,C,33,WAS,9,9,25.6,4.8,7.7,0.623,0,0,,4.8,7.7,0.623,0.623,3.2,5.3,0.604,2.7,6.6,9.2,0.4,0.8,0.4,1.8,3.8,12.8
209,Kevin Huerter\huertke01,SG,20,ATL,25,9,21.6,2.2,5.6,0.403,1.2,3.1,0.385,1,2.4,0.426,0.511,0.5,0.6,0.75,0.8,2.4,3.3,2.2,0.7,0.4,1,1.6,6.2
210,Chandler Hutchison\hutchch01,SF,22,CHI,24,3,17.8,1.7,3.9,0.426,0.3,1,0.25,1.4,2.9,0.486,0.457,0.6,1.1,0.556,0.6,3.3,4,0.8,0.5,0.2,0.7,1.3,4.2
211,Serge Ibaka\ibakase01,C,29,TOR,28,19,27.4,6.9,12.5,0.551,0.8,2.7,0.293,6.1,9.8,0.622,0.583,2.1,2.6,0.819,2.1,5.3,7.4,1.4,0.5,1.4,1.8,3.1,16.7
212,Andre Iguodala\iguodan01,SF,35,GSW,25,11,23.4,1.8,4,0.46,0.6,1.7,0.333,1.3,2.3,0.552,0.53,0.6,1,0.625,0.7,2.5,3.2,3,0.8,0.6,1,1.4,4.8
213,Ersan Ilyasova\ilyaser01,PF,31,MIL,22,2,20.4,2.7,5.9,0.454,0.9,2.5,0.345,1.8,3.4,0.533,0.527,1.2,1.4,0.867,1.5,4,5.5,1.2,0.5,0.3,0.9,3,7.4
214,Joe Ingles\inglejo01,SF,31,UTA,28,28,31.6,4.5,9.9,0.455,2.1,5.6,0.385,2.4,4.3,0.545,0.563,1,1.5,0.674,0.3,3.6,3.9,4.5,1.7,0.2,2.3,2.4,12.2
215,Brandon Ingram\ingrabr01,SG,21,LAL,20,20,30.8,5.9,12.6,0.47,0.6,1.7,0.324,5.4,10.9,0.493,0.492,2.9,4.6,0.626,0.7,3.3,4,2.2,0.7,0.7,2.3,2.8,15.2
216,Kyrie Irving\irvinky01,PG,26,BOS,24,24,31.7,8.4,17.3,0.486,2.6,6.6,0.392,5.8,10.8,0.543,0.56,2.4,3,0.806,1.2,3.5,4.7,6.4,1.6,0.5,2.5,2.5,21.8
217,Jonathan Isaac\isaacjo01,SF,21,ORL,21,10,23.3,3,6.9,0.438,0.6,2.4,0.255,2.4,4.4,0.538,0.483,1.7,2.1,0.795,1.1,4,5.1,0.9,0.7,1.1,1.1,2.1,8.3
218,Wesley Iwundu\iwundwe01,SF,24,ORL,20,12,16.8,1.5,4,0.375,0.4,1.1,0.318,1.2,2.9,0.397,0.419,1.1,1.4,0.778,0.4,1.6,2,1,0.3,0.2,0.6,1.6,4.4
219,Demetrius Jackson\jacksde01,PG,24,PHI,1,0,6,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,1,0,1,0,2
220,Frank Jackson\jacksfr01,PG,20,NOP,15,0,12,1.5,4.2,0.365,0.5,1.8,0.296,1,2.4,0.417,0.429,0.7,0.9,0.714,0.1,0.6,0.7,0.6,0.1,0,0.7,1.5,4.3
221,Jaren Jackson\jacksja02,C,19,MEM,26,24,25,4.9,9.7,0.51,0.8,2.5,0.323,4.1,7.2,0.575,0.552,2.4,3,0.785,1.2,3.3,4.5,1.2,1,1.8,1.6,3.8,13
222,Josh Jackson\jacksjo02,SG,21,PHO,28,9,20.8,3.4,8.6,0.39,0.6,2.3,0.27,2.8,6.4,0.433,0.425,1.4,2.1,0.667,0.5,2.9,3.4,2.2,1,0.5,2.5,2.3,8.8
223,Justin Jackson\jacksju01,SF,23,SAC,25,2,20.3,2.6,5.6,0.457,1,2.8,0.352,1.6,2.8,0.565,0.546,0.6,0.9,0.727,0.4,2.2,2.6,1.5,0.4,0.2,0.3,1,6.8
224,Reggie Jackson\jacksre01,PG,28,DET,25,25,28.7,5.1,12.9,0.393,2,6,0.331,3.1,6.9,0.448,0.471,3,3.5,0.864,0.6,2.1,2.6,4.4,0.8,0.1,1.9,3.2,15.2
225,LeBron James\jamesle01,PF,34,LAL,27,27,34.9,10.4,20,0.521,2.2,5.9,0.371,8.2,14.1,0.584,0.576,5.3,7.6,0.699,0.9,6.8,7.7,7.1,1.3,0.8,3.4,1.8,28.3
