"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"27","","Kawhi Leonard","F","San Antonio Spurs",".522","12.8","6.2","2.0","0.8",NA
"28","2013","Tim Duncan","F","San Antonio Spurs",".502","17.8","9.9","2.7","2.7",NA
"29","","Mike Conley","G","Memphis Grizzlies",".440","14.6","2.8","6.1","0.3",NA
"30","","Marc Gasol","C","Memphis Grizzlies",".494","14.1","7.8","4.0","1.7",NA
"31","","Avery Bradley","G","Boston Celtics",".402","9.2","2.2","2.1","0.4",NA
"32","","Paul George","G","Indiana Pacers",".419","17.4","7.6","4.1","0.6",NA
"33","2012","Kobe Bryant","G","Los Angeles Lakers",".430","27.9","5.4","4.6","0.3",NA
"34","","Kevin Garnett","C","Boston Celtics",".503","15.8","8.2","2.9","1.0",NA
"35","","Tyson Chandler","C","New York Knicks",".679","11.3","9.9","0.9","1.4",NA
"36","","Luol Deng","F","Chicago Bulls",".412","15.3","6.5","2.9","0.7",NA
"37","","Rajon Rondo","G","Boston Celtics",".448","11.9","4.8","11.7","0.1",NA
"38","2011","Tyson Chandler","C","Dallas Mavericks",".654","10.1","9.4","0.4","1.1",NA
"39","","Tony Allen","SG","Memphis Grizzlies",".510","8.9","2.7","1.4","0.6",NA
"40","","Andre Iguodala","SG","Philadelphia 76ers",".445","14.1","5.8","6.3","0.6",NA
"41","","Chris Paul","PG","New Orleans Hornets",".463","15.9","4.1","9.8","0.1",NA
"42","","Joakim Noah","C","Chicago Bulls",".525","11.7","10.4","2.2","1.5",NA
"43","2010","Tim Duncan","C","San Antonio Spurs",".518","17.9","10.1","3.2","1.5",NA
"44","","Dwyane Wade","SG","Miami Heat",".476","26.6","4.8","6.5","1.1",NA
"45","","Josh Smith","PF","Atlanta Hawks",".505","15.7","8.7","4.2","2.1",NA
"46","","Anderson Varejao","C","Cleveland Cavaliers",".572","8.6","7.6","1.1","0.9",NA
"47","","Thabo Sefolosha","SF","Oklahoma City Thunder",".440","6.0","4.7","1.8","0.6",NA
"48","2009","Metta World Peace","SF","Los Angeles Lakers",".401","17.1","5.2","3.3","0.3",NA
"49","","Tim Duncan","C","San Antonio Spurs",".504","19.3","10.7","3.5","1.7",NA
"50","","Shane Battier","SF","Houston Rockets",".410","7.3","4.8","2.3","0.9",NA
"51","","Dwyane Wade","SG","Miami Heat",".491","30.2","5.0","7.5","1.3",NA
"52","","Rajon Rondo","PG","Boston Celtics",".505","11.9","5.2","8.2","0.1",NA
"53","2008","Raja Bell","SG","Phoenix Suns",".421","11.9","3.7","2.2","0.4",NA
"54","","Shane Battier","SF","Houston Rockets",".428","9.3","5.1","1.9","1.1",NA
"55","","Tayshaun Prince","SF","Detroit Pistons",".448","13.2","4.9","3.3","0.4",NA
"56","","Dwight Howard","C","Orlando Magic",".599","20.7","14.2","1.3","2.1",NA
"57","","Chris Paul","PG","New Orleans Hornets",".488","21.1","4.0","11.6","0.1",NA
"58","2007","Kevin Garnett","PF","Minnesota Timberwolves",".476","22.4","12.8","4.1","1.7",NA
"59","","Jason Kidd","PG","New Jersey Nets",".406","13.0","8.2","9.2","0.3",NA
"60","","Ben Wallace","PF","Chicago Bulls",".453","6.4","10.7","2.4","2.0",NA
"61","","Tayshaun Prince","SF","Detroit Pistons",".460","14.3","5.2","2.8","0.7",NA
"62","","Kirk Hinrich","SG","Chicago Bulls",".448","16.6","3.4","6.3","0.3",NA
"63","2006","Chauncey Billups","PG","Detroit Pistons",".418","18.5","3.1","8.6","0.1",NA
"64","","Marcus Camby","C","Denver Nuggets",".465","12.8","11.9","2.1","3.3",NA
"65","","Tim Duncan","C","San Antonio Spurs",".484","18.6","11.0","3.2","2.0",NA
"66","","Kevin Garnett","PF","Minnesota Timberwolves",".526","21.8","12.7","4.1","1.4",NA
"67","","Tayshaun Prince","SF","Detroit Pistons",".455","14.1","4.2","2.3","0.5",NA
"68","2005","Chauncey Billups","PG","Detroit Pistons",".443","16.5","3.4","5.8","0.1",NA
"69","","Marcus Camby","C","Denver Nuggets",".465","10.3","10.0","2.3","3.0",NA
"70","","Jason Kidd","PG","New Jersey Nets",".398","14.4","7.4","8.3","0.1",NA
"71","","Andrei Kirilenko","SF","Utah Jazz",".493","15.6","6.2","3.2","3.3",NA
"72","","Tayshaun Prince","SF","Detroit Pistons",".487","14.7","5.3","3.0","0.9",NA
"73","","Dwyane Wade","SG","Miami Heat",".478","24.1","5.2","6.8","1.1",NA
"74","2004","Doug Christie","SG","Sacramento Kings",".461","10.1","4.0","4.2","0.5",NA
"75","","Tim Duncan","C","San Antonio Spurs",".501","22.3","12.4","3.1","2.7",NA
"76","","Jason Kidd","PG","New Jersey Nets",".384","15.5","6.4","9.2","0.2",NA
"77","","Andrei Kirilenko","SF","Utah Jazz",".443","16.5","8.1","3.1","2.8",NA
"78","","Theo Ratliff","C","Portland Trail Blazers",".485","7.9","7.2","0.8","3.6",NA
"79","2003","Metta World Peace","SF","Indiana Pacers",".428","15.5","5.2","2.9","0.7",NA
"80","","Bruce Bowen","SF","San Antonio Spurs",".466","7.1","2.9","1.4","0.5",NA
"81","","Jason Kidd","PG","New Jersey Nets",".414","18.7","6.3","8.9","0.3",NA
"82","","Shaquille O'Neal","C","Los Angeles Lakers",".574","27.5","11.1","3.1","2.4",NA
"83","","Eric Snow","PG","Philadelphia 76ers",".452","12.9","3.7","6.6","0.1",NA
"84","2002","Bruce Bowen","SF","San Antonio Spurs",".389","7.0","2.7","1.5","0.4",NA
"85","","Kobe Bryant","SF","Los Angeles Lakers",".469","25.2","5.5","5.5","0.4",NA
"86","","Doug Christie","SG","Sacramento Kings",".460","12.0","4.6","4.2","0.3",NA
"87","","Dikembe Mutombo","C","Philadelphia 76ers",".501","11.5","10.8","1.0","2.4",NA
"88","","Clifford Robinson","PF","Detroit Pistons",".425","14.6","4.8","2.5","1.2",NA
"89","2001","Bruce Bowen","SF","Miami Heat",".363","7.6","3.0","1.6","0.6",NA
"90","","P.J. Brown","PF","Charlotte Hornets",".444","8.5","9.3","1.6","1.2",NA
"91","","Kobe Bryant","SF","Los Angeles Lakers",".464","28.5","5.9","5.0","0.6",NA
"92","","Doug Christie","SG","Sacramento Kings",".395","12.3","4.4","3.6","0.6",NA
"93","","Shaquille O'Neal","C","Los Angeles Lakers",".572","28.7","12.7","3.7","2.8",NA
"94","2000","Eddie Jones","SG","Charlotte Hornets",".427","20.1","4.8","4.2","0.7",NA
"95","","Jason Kidd","PG","Phoenix Suns",".409","14.3","7.2","10.1","0.4",NA
"96","","Shaquille O'Neal","C","Los Angeles Lakers",".574","29.7","13.6","3.8","3.0",NA
"97","","Scottie Pippen","SF","Portland Trail Blazers",".451","12.5","6.3","5.0","0.5",NA
"98","","Clifford Robinson","PF","Portland Trail Blazers",".464","18.5","4.5","2.8","0.8",NA
"99","1999","Mookie Blaylock","G","Atlanta Hawks",".379","13.3","4.7","5.8","0.2",NA
"100","","P.J. Brown","PF","Miami Heat",".480","11.4","6.9","1.3","1.0",NA
"101","","Eddie Jones","SG","Charlotte Hornets",".437","15.6","3.9","3.7","1.2",NA
"102","","Dikembe Mutombo","C","Atlanta Hawks",".512","10.8","12.2","1.1","2.9",NA
"103","","Theo Ratliff","C","Philadelphia 76ers",".470","11.2","8.1","0.6","3.0",NA
"104","1998","Mookie Blaylock","G","Atlanta Hawks",".392","13.2","4.9","6.7","0.3",NA
"105","","Tim Duncan","C","San Antonio Spurs",".549","21.1","11.9","2.7","2.5",NA
"106","","Eddie Jones","SG","Los Angeles Lakers",".484","16.9","3.8","3.1","0.7",NA
"107","","Charles Oakley","PF","New York Knicks",".440","9.0","9.2","2.5","0.3",NA
"108","","David Robinson","C","San Antonio Spurs",".511","21.6","10.6","2.7","2.6",NA
"109","1997","Mookie Blaylock","G","Atlanta Hawks",".432","17.4","5.3","5.9","0.3",NA
"110","","P.J. Brown","PF","Miami Heat",".457","9.5","8.4","1.2","1.2",NA
"111","","Anthony Mason","F","Charlotte Hornets",".525","16.2","11.4","5.7","0.5",NA
"112","","Hakeem Olajuwon","C","Houston Rockets",".510","23.2","9.2","3.0","2.2",NA
"113","","John Stockton","G","Utah Jazz",".548","14.4","2.8","10.5","0.2",NA
"114","1996","Mookie Blaylock","G","Atlanta Hawks",".405","15.7","4.1","5.9","0.2",NA
"115","","Horace Grant","C","Orlando Magic",".513","13.4","9.2","2.7","1.2",NA
"116","","Derrick McKey","F","Indiana Pacers",".486","11.7","4.8","3.5","0.6",NA
"117","","Hakeem Olajuwon","C","Houston Rockets",".514","26.9","10.9","3.6","2.9",NA
"118","","Bobby Phills","F","Cleveland Cavaliers",".467","14.6","3.6","3.8","0.4",NA
"119","1995","Horace Grant","C","Orlando Magic",".567","12.8","9.7","2.3","1.2",NA
"120","","Derrick McKey","F","Indiana Pacers",".493","13.3","4.9","3.4","0.6",NA
"121","","Dikembe Mutombo","C","Denver Nuggets",".556","11.5","12.5","1.4","3.9",NA
"122","","John Stockton","G","Utah Jazz",".542","14.7","3.1","12.3","0.3",NA
"123","","Nate McMillan","G","Seattle SuperSonics",".418","5.2","3.8","5.3","0.7",NA
"124","1994","Horace Grant","C","Chicago Bulls",".524","15.1","11.0","3.4","1.2",NA
"125","","David Robinson","C","San Antonio Spurs",".507","29.8","10.7","4.8","3.3",NA
"126","","Dennis Rodman","F","San Antonio Spurs",".534","4.7","17.3","2.3","0.4",NA
"127","","Latrell Sprewell","SG","Golden State Warriors",".433","21.0","4.9","4.7","0.9",NA
"128","","Nate McMillan","G","Seattle SuperSonics",".447","6.0","3.9","5.3","0.3",NA
"129","1993","Horace Grant","C","Chicago Bulls",".508","13.2","9.5","2.6","1.2",NA
"130","","Dan Majerle","G","Phoenix Suns",".464","16.9","4.7","3.8","0.4",NA
"131","","David Robinson","C","San Antonio Spurs",".501","23.4","11.7","3.7","3.2",NA
"132","","John Starks","G","New York Knicks",".428","17.5","2.6","5.1","0.2",NA
"133","","Larry Nance","F","Cleveland Cavaliers",".549","16.5","8.7","2.9","2.6",NA
"134","1992","Patrick Ewing","C","New York Knicks",".522","24.0","11.2","1.9","3.0",NA
"135","","John Stockton","G","Utah Jazz",".482","15.8","3.3","13.7","0.3",NA
"136","","Buck Williams","F","Portland Trail Blazers",".604","11.3","8.8","1.4","0.5",NA
"137","","Micheal Williams","G","Indiana Pacers",".490","15.0","3.6","8.2","0.3",NA
"138","","Larry Nance","F","Cleveland Cavaliers",".539","17.0","8.3","2.9","3.0",NA
"139","1991","Dan Majerle","G","Phoenix Suns",".484","13.6","5.4","2.8","0.5",NA
"140","","Hakeem Olajuwon","C","Houston Rockets",".508","21.2","13.8","2.3","3.9",NA
"141","","Scottie Pippen","SF","Chicago Bulls",".520","17.8","7.3","6.2","1.1",NA
"142","","John Stockton","G","Utah Jazz",".507","17.2","2.9","14.2","0.2",NA
"143","","Joe Dumars","G","Detroit Pistons",".481","20.4","2.3","5.5","0.1",NA
"144","1990","David Robinson","C","San Antonio Spurs",".531","24.3","12.0","2.0","3.9",NA
"145","","Derek Harper","G","Dallas Mavericks",".488","18.0","3.0","7.4","0.3",NA
"146","","Rick Mahorn","F","Philadelphia 76ers",".497","10.8","7.6","1.3","1.4",NA
"147","","Alvin Robertson","G","Milwaukee Bucks",".503","14.2","6.9","5.5","0.2",NA
"148","","Kevin McHale","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"149","1989","Patrick Ewing","C","New York Knicks",".567","22.7","9.3","2.4","3.5",NA
"150","","A.C. Green","F","Los Angeles Lakers",".529","13.3","9.0","1.3","0.7",NA
"151","","John Stockton","G","Utah Jazz",".538","17.1","3.0","13.6","0.2",NA
"152","","Alvin Robertson","G","San Antonio Spurs",".483","17.3","5.9","6.0","0.6",NA
"153","","Kevin McHale","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"154","1988","Patrick Ewing","C","New York Knicks",".555","20.2","8.2","1.5","3.0",NA
"155","","Karl Malone","PF","Utah Jazz",".520","27.7","12.0","2.4","0.6",NA
"156","","Buck Williams","F","New Jersey Nets",".560","18.3","11.9","1.6","0.6",NA
"157","","Mark Eaton","C","Utah Jazz",".418","7.0","8.7","0.7","3.7",NA
"158","","Fat Lever","G","Denver Nuggets",".473","18.9","8.1","7.8","0.3",NA
"159","","Alvin Robertson","G","San Antonio Spurs",".465","19.6","6.1","6.8","0.8",NA
"160","1987","Derek Harper","G","Dallas Mavericks",".500","16.0","2.6","7.9","0.3",NA
"161","","Mark Eaton","C","Utah Jazz",".400","7.7","8.8","1.3","4.1",NA
"162","","Maurice Cheeks","","Philadelphia 76ers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"163","","Rodney McCray","","Houston Rockets","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"164","","Paul Pressey","","Milwaukee Bucks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"165","1986","Manute Bol","C","Washington Bullets",".460","3.7","6.0","0.3","5.0",NA
"166","","Alvin Robertson","G","San Antonio Spurs",".514","17.0","6.3","5.5","0.5",NA
"167","","Michael Cooper","","Los Angeles Lakers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"168","","Bill Hanzlik","","Denver Nuggets","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"169","","Dennis Johnson","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"170","1985","Hakeem Olajuwon","C","Houston Rockets",".538","20.6","11.9","1.4","2.7",NA
"171","","Bobby Jones","SF","Philadelphia 76ers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"172","","Theodore Dunn","","Denver Nuggets","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"173","","Dennis Johnson","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"174","","Danny Vranes","F","Seattle SuperSonics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"175","1984","Larry Bird","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"176","","Kareem Abdul-Jabbar","","Los Angeles Lakers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"177","","Theodore Dunn","","Denver Nuggets","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"178","","Dennis Johnson","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"179","","Danny Roundfield","","Atlanta Hawks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"180","1983","Larry Bird","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"181","","Tree Rollins","C","Atlanta Hawks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"182","","Kevin McHale","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"183","","Michael Cooper","","Los Angeles Lakers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"184","","Theodore Dunn","","Denver Nuggets","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"185","1982","Larry Bird","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"186","","Quinn Buckner","","Milwaukee Bucks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"187","","Sidney Moncrief","G","Milwaukee Bucks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"188","","Lonnie Shelton","FC","Seattle SuperSonics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"189","","Jack Sikma","","Seattle SuperSonics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"190","1981","Dudley Bradley","","Indiana Pacers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"191","","Quinn Buckner","","Milwaukee Bucks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"192","","Michael Cooper","","Los Angeles Lakers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"193","","George Johnson","","San Antonio Spurs","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"194","","Danny Roundfield","","Atlanta Hawks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"195","","Kermit Washington","","Portland Trail Blazers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"196","1980","Eddie Johnson","G","Atlanta Hawks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"197","","David Cowens","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"198","","Quinn Buckner","","Milwaukee Bucks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"199","","Kermit Washington","","Portland Trail Blazers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"200","","Scott Wedman","GF","Kansas City Kings","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"201","1979","Eddie Johnson","G","Atlanta Hawks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"202","","Moses Malone","C","Houston Rockets","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"203","","Michael Carr","","Detroit Pistons","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"204","","Lionel Hollins","","Portland Trail Blazers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"205","","Maurice Lucas","","Portland Trail Blazers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"206","1978","Kareem Abdul-Jabbar","","Los Angeles Lakers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"207","","Quinn Buckner","","Milwaukee Bucks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"208","","E. Coleman","","Golden State Warriors","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"209","","Artis Gilmore","","Chicago Bulls","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"210","","Robert Gross","","Portland Trail Blazers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"211","","Norman Van Lier","","Chicago Bulls","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"212","1977","Brian Taylor","","Kansas City Kings","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"213","","Kareem Abdul-Jabbar","","Los Angeles Lakers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"214","","Jim Brewer","","Cleveland Cavaliers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"215","","Don Chaney","","Los Angeles Lakers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"216","","Jamaal Wilkes","","Golden State Warriors","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"217","1976","Kareem Abdul-Jabbar","","Los Angeles Lakers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"218","","Jim Brewer","","Cleveland Cavaliers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"219","","Jim Cleamons","G","Cleveland Cavaliers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"220","","Donald Smith","","Golden State Warriors","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"221","","Jamaal Wilkes","","Golden State Warriors","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"222","1975","David Cowens","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"223","","Elvin Hayes","","Washington Bullets","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"224","","Don Chaney","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"225","","Robert Love","","Chicago Bulls","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"226","","Norman Van Lier","","Chicago Bulls","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"227","1974","Elvin Hayes","","Capital Bullets","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"228","","Nathaniel Thurmond","","Golden State Warriors","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"229","","Don Chaney","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"230","","Robert Love","","Chicago Bulls","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"231","","James Price","","Los Angeles Lakers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"232","","Hal Uplinger","G","Phoenix Suns","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"233","1973","Nathaniel Thurmond","","Golden State Warriors","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"234","","Don Chaney","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"235","","Michael Riordan","","Baltimore Bullets","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"236","","Paul Silas","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"237","","Norman Van Lier","","Chicago Bulls","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"238","1972","Nathaniel Thurmond","","Golden State Warriors","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"239","","Don Chaney","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"240","","Robert Love","","Chicago Bulls","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"241","","Paul Silas","","Phoenix Suns","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"242","","Norman Van Lier","","Chicago Bulls","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"243","1971","John Havlicek","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"244","","Kareem Abdul-Jabbar","","Milwaukee Bucks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"245","","Paul Silas","","Phoenix Suns","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"246","","Jerry Sloan","","Chicago Bulls","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"247","","Norman Van Lier","","Chicago Bulls","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"248","1970","John Havlicek","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"249","","Kareem Abdul-Jabbar","","Milwaukee Bucks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"250","","Bill Bridges","","Atlanta Hawks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"251","","Joe Caldwell","","Atlanta Hawks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"252","","Jerry Sloan","","Chicago Bulls","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"253","1969","John Havlicek","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"254","","Jerry West","","Los Angeles Lakers","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"255","","Bill Bridges","","Atlanta Hawks","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"256","","Rudy LaRusso","FC","San Francisco Warriors","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"257","","Thomas Sanders","","Boston Celtics","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
