"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1","All-Rookie 1st Team","All-Rookie 1st Team","All-Rookie 1st Team","All-Rookie 1st Team","All-Rookie 1st Team","All-Rookie 1st Team","All-Rookie 1st Team","All-Rookie 1st Team","All-Rookie 1st Team","All-Rookie 1st Team"
"2","YEAR","PLAYER","POS","TEAM","FG%","PPG","RPG","APG","BLKPG",NA
"93","","Darius Miles","SF","Los Angeles Clippers",".505","9.4","5.9","1.2","1.5",NA
"94","","Mike Miller","SG","Orlando Magic",".435","11.9","4.0","1.7","0.2",NA
"95","","Morris Peterson","SG","Toronto Raptors",".431","9.3","3.2","1.3","0.3",NA
"96","2000","Elton Brand","PF","Chicago Bulls",".482","20.1","10.0","1.9","1.6",NA
"97","","Steve Francis","PG","Houston Rockets",".445","18.0","5.3","6.6","0.4",NA
"98","","Andre Miller","PG","Cleveland Cavaliers",".449","11.1","3.4","5.8","0.2",NA
"99","","Lamar Odom","PF","Los Angeles Clippers",".438","16.6","7.8","4.2","1.3",NA
"100","","Wally Szczerbiak","SG","Minnesota Timberwolves",".511","11.6","3.7","2.8","0.3",NA
"101","1999","Mike Bibby","PG","Vancouver Grizzlies",".430","13.2","2.7","6.5","0.1",NA
"102","","Vince Carter","SF","Toronto Raptors",".450","18.3","5.7","3.0","1.5",NA
"103","","Matt Harpring","SF","Orlando Magic",".463","8.2","4.3","0.9","0.1",NA
"104","","Paul Pierce","SF","Boston Celtics",".439","16.5","6.4","2.4","1.0",NA
"105","","Jason Williams","PG","Sacramento Kings",".374","12.8","3.1","6.0","0.0",NA
"106","1998","Tim Duncan","C","San Antonio Spurs",".549","21.1","11.9","2.7","2.5",NA
"107","","Zydrunas Ilgauskas","C","Cleveland Cavaliers",".518","13.9","8.8","0.9","1.6",NA
"108","","Brevin Knight","PG","Cleveland Cavaliers",".441","9.0","3.2","8.2","0.2",NA
"109","","Ron Mercer","SG","Boston Celtics",".450","15.3","3.5","2.2","0.2",NA
"110","","Keith Van Horn","PF","New Jersey Nets",".426","19.7","6.6","1.7","0.4",NA
"111","1997","Shareef Abdur-Rahim","PF","Vancouver Grizzlies",".453","18.7","6.9","2.2","1.0",NA
"112","","Marcus Camby","C","Toronto Raptors",".482","14.8","6.3","1.5","2.1",NA
"113","","Allen Iverson","SG","Philadelphia 76ers",".416","23.5","4.1","7.5","0.3",NA
"114","","Stephon Marbury","PG","Minnesota Timberwolves",".408","15.8","2.7","7.8","0.3",NA
"115","","Antoine Walker","PF","Boston Celtics",".425","17.5","9.0","3.2","0.6",NA
"116","1996","Michael Finley","SG","Phoenix Suns",".476","15.0","4.6","3.5","0.4",NA
"117","","Antonio McDyess","PF","Denver Nuggets",".485","13.4","7.5","1.0","1.5",NA
"118","","Arvydas Sabonis","C","Portland Trail Blazers",".545","14.5","8.1","1.8","1.1",NA
"119","","Joe Smith","PF","Golden State Warriors",".458","15.3","8.7","1.0","1.6",NA
"120","","Jerry Stackhouse","SF","Philadelphia 76ers",".414","19.2","3.7","3.9","1.1",NA
"121","","Damon Stoudamire","PG","Toronto Raptors","No stats available.","No stats available.","No stats available.","No stats available.","No stats available.",NA
"122","1995","Brian Grant","PF","Sacramento Kings",".511","13.2","7.5","1.2","1.5",NA
"123","","Grant Hill","SF","Detroit Pistons",".477","19.9","6.4","5.0","0.9",NA
"124","","Eddie Jones","SG","Los Angeles Lakers",".460","14.0","3.9","2.0","0.6",NA
"125","","Jason Kidd","PG","Dallas Mavericks",".385","11.7","5.4","7.7","0.3",NA
"126","","Glenn Robinson","SF","Milwaukee Bucks",".451","21.9","6.4","2.5","0.3",NA
"127","1994","Vin Baker","PF","Milwaukee Bucks",".501","13.5","7.6","2.0","1.4",NA
"128","","Anfernee Hardaway","SF","Orlando Magic",".466","16.0","5.4","6.6","0.6",NA
"129","","Jamal Mashburn","SF","Dallas Mavericks",".406","19.2","4.5","3.4","0.2",NA
"130","","Isaiah Rider","G","Minnesota Timberwolves",".468","16.6","4.0","2.6","0.4",NA
"131","","Chris Webber","C","Golden State Warriors",".552","17.5","9.1","3.6","2.2",NA
"132","1993","LaPhonso Ellis","F","Denver Nuggets",".504","14.7","9.1","1.8","1.4",NA
"133","","Tom Gugliotta","PF","Washington Bullets",".426","14.7","9.6","3.8","0.4",NA
"134","","Christian Laettner","PF","Minnesota Timberwolves",".474","18.2","8.7","2.8","1.0",NA
"135","","Alonzo Mourning","C","Charlotte Hornets",".511","21.0","10.3","1.0","3.5",NA
"136","","Shaquille O'Neal","C","Orlando Magic",".562","23.4","13.9","1.9","3.5",NA
"137","1992","Stacey Augmon","SF","Atlanta Hawks",".489","13.3","5.1","2.5","0.3",NA
"138","","Larry Johnson","F","Charlotte Hornets",".490","19.2","11.0","3.6","0.6",NA
"139","","Dikembe Mutombo","C","Denver Nuggets",".493","16.6","12.3","2.2","3.0",NA
"140","","Billy Owens","F","Golden State Warriors",".525","14.3","8.0","2.4","0.8",NA
